Cutoff,Gamma,Selfish Profit, Selfish Hash Rate, Honest Hash Rate
0.125, 0, 0.00435407, 0.005, 0.995646
0.125, 0, 0.00687045, 0.005, 0.99313
0.125, 0, 0.00372411, 0.005, 0.996276
0.125, 0, 0.00614052, 0.005, 0.993859
0.125, 0, 0.00454998, 0.005, 0.99545
0.125, 0, 0.00565526, 0.005, 0.994345
0.125, 0, 0.00534461, 0.005, 0.994655
0.125, 0, 0.00455312, 0.005, 0.995447
0.125, 0, 0.00436447, 0.005, 0.995636
0.125, 0, 0.00455655, 0.005, 0.995443
0.125, 0, 0.00609684, 0.005, 0.993903
0.125, 0, 0.00543561, 0.005, 0.994564
0.125, 0, 0.00408391, 0.005, 0.995916
0.125, 0, 0.00476037, 0.005, 0.99524
0.125, 0, 0.00437687, 0.005, 0.995623
0.125, 0, 0.00588738, 0.005, 0.994113
0.125, 0, 0.00522587, 0.005, 0.994774
0.125, 0, 0.0051665, 0.005, 0.994834
0.125, 0, 0.00460551, 0.005, 0.995394
0.125, 0, 0.00524981, 0.005, 0.99475
0.125, 0, 0.0053968, 0.005, 0.994603
0.125, 0, 0.00283819, 0.005, 0.997162
0.125, 0, 0.00457946, 0.005, 0.995421
0.125, 0, 0.00613918, 0.005, 0.993861
0.125, 0, 0.00651427, 0.005, 0.993486
0.125, 0, 0.00661928, 0.005, 0.993381
0.125, 0, 0.0044415, 0.005, 0.995558
0.125, 0, 0.0060403, 0.005, 0.99396
0.125, 0, 0.00504876, 0.005, 0.994951
0.125, 0, 0.00442298, 0.005, 0.995577
0.125, 0, 0.00591119, 0.005, 0.994089
0.125, 0, 0.00497749, 0.005, 0.995023
0.125, 0, 0.00494741, 0.005, 0.995053
0.125, 0, 0.00562083, 0.005, 0.994379
0.125, 0, 0.00556187, 0.005, 0.994438
0.125, 0, 0.00376392, 0.005, 0.996236
0.125, 0, 0.00532248, 0.005, 0.994678
0.125, 0, 0.00410865, 0.005, 0.995891
0.125, 0, 0.00398877, 0.005, 0.996011
0.125, 0, 0.00477678, 0.005, 0.995223
0.125, 0, 0.00467367, 0.005, 0.995326
0.125, 0, 0.00520382, 0.005, 0.994796
0.125, 0, 0.00510393, 0.005, 0.994896
0.125, 0, 0.00639446, 0.005, 0.993606
0.125, 0, 0.00478002, 0.005, 0.99522
0.125, 0, 0.00485585, 0.005, 0.995144
0.125, 0, 0.00491193, 0.005, 0.995088
0.125, 0, 0.00708293, 0.005, 0.992917
0.125, 0, 0.00638035, 0.005, 0.99362
0.125, 0, 0.0059016, 0.005, 0.994098
0.125, 0, 0.0043724, 0.005, 0.995628
0.125, 0, 0.00366539, 0.005, 0.996335
0.125, 0, 0.00535048, 0.005, 0.99465
0.125, 0, 0.00329651, 0.005, 0.996703
0.125, 0, 0.005614, 0.005, 0.994386
0.125, 0, 0.00599767, 0.005, 0.994002
0.125, 0, 0.00519049, 0.005, 0.99481
0.125, 0, 0.00400465, 0.005, 0.995995
0.125, 0, 0.00615222, 0.005, 0.993848
