Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00285549, 0.256342, 0.005, 0.740803
0.25, 0, 0.00177327, 0.245868, 0.005, 0.752358
0.25, 0, 0.00260152, 0.25193, 0.005, 0.745468
0.25, 0, 0.00186011, 0.255359, 0.005, 0.74278
0.25, 0, 0.00282156, 0.25779, 0.005, 0.739389
0.25, 0, 0.00124638, 0.245727, 0.005, 0.753027
0.25, 0, 0.00133947, 0.245624, 0.005, 0.753037
0.25, 0, 0.0019844, 0.246121, 0.005, 0.751894
0.25, 0, 0.00293764, 0.253932, 0.005, 0.74313
0.25, 0, 0.00232543, 0.249075, 0.005, 0.748599
0.25, 0, 0.00236713, 0.254513, 0.005, 0.74312
0.25, 0, 0.00270698, 0.25158, 0.005, 0.745713
0.25, 0, 0.00313498, 0.251003, 0.005, 0.745862
0.25, 0, 0.00239135, 0.260647, 0.005, 0.736962
0.25, 0, 0.00277613, 0.249982, 0.005, 0.747242
0.25, 0, 0.00179632, 0.240321, 0.005, 0.757883
0.25, 0, 0.00130064, 0.254307, 0.005, 0.744392
0.25, 0, 0.00133117, 0.249835, 0.005, 0.748834
0.25, 0, 0.00157037, 0.255199, 0.005, 0.743231
0.25, 0, 0.0014083, 0.259871, 0.005, 0.73872
0.25, 0, 0.00238049, 0.245322, 0.005, 0.752297
0.25, 0, 0.00172509, 0.257028, 0.005, 0.741247
0.25, 0, 0.00260025, 0.258909, 0.005, 0.73849
0.25, 0, 0.00201656, 0.248775, 0.005, 0.749209
0.25, 0, 0.00271932, 0.248455, 0.005, 0.748826
0.25, 0, 0.00212412, 0.250913, 0.005, 0.746963
0.25, 0, 0.00137121, 0.247698, 0.005, 0.750931
0.25, 0, 0.00229042, 0.244737, 0.005, 0.752972
0.25, 0, 0.001625, 0.246593, 0.005, 0.751782
0.25, 0, 0.00225544, 0.24772, 0.005, 0.750025
0.25, 0, 0.00286314, 0.252487, 0.005, 0.744649
0.25, 0, 0.00235048, 0.25488, 0.005, 0.74277
0.25, 0, 0.00289436, 0.254137, 0.005, 0.742968
0.25, 0, 0.0017243, 0.248734, 0.005, 0.749542
0.25, 0, 0.00272813, 0.254728, 0.005, 0.742544
0.25, 0, 0.00205074, 0.239776, 0.005, 0.758173
0.25, 0, 0.00419062, 0.248025, 0.005, 0.747785
0.25, 0, 0.00290966, 0.245534, 0.005, 0.751556
0.25, 0, 0.00298852, 0.246443, 0.005, 0.750568
0.25, 0, 0.00224932, 0.254399, 0.005, 0.743352
0.25, 0, 0.00188598, 0.251231, 0.005, 0.746883
0.25, 0, 0.00318164, 0.254118, 0.005, 0.7427
0.25, 0, 0.00274066, 0.253355, 0.005, 0.743905
0.25, 0, 0.00333226, 0.253427, 0.005, 0.743241
0.25, 0, 0.00308492, 0.247276, 0.005, 0.749639
0.25, 0, 0.00234188, 0.237083, 0.005, 0.760575
0.25, 0, 0.00199007, 0.250764, 0.005, 0.747246
0.25, 0, 0.00200449, 0.245127, 0.005, 0.752869
0.25, 0, 0.00244532, 0.253859, 0.005, 0.743696
0.25, 0, 0.00275982, 0.246516, 0.005, 0.750724
0.25, 0, 0.00205739, 0.261831, 0.005, 0.736111
0.25, 0, 0.00344809, 0.246638, 0.005, 0.749914
0.25, 0, 0.00208802, 0.252482, 0.005, 0.74543
0.25, 0, 0.00237101, 0.255671, 0.005, 0.741957
0.25, 0, 0.00255603, 0.243205, 0.005, 0.754239
0.25, 0, 0.00310922, 0.249751, 0.005, 0.74714
0.25, 0, 0.00240682, 0.256063, 0.005, 0.74153
0.25, 0, 0.00227964, 0.251981, 0.005, 0.745739
0.25, 0, 0.00153608, 0.251596, 0.005, 0.746868
0.25, 0, 0.00211394, 0.259061, 0.005, 0.738825
0.25, 0, 0.0030691, 0.242333, 0.005, 0.754598
0.25, 0, 0.00315008, 0.262415, 0.005, 0.734435
0.25, 0, 0.00187362, 0.250723, 0.005, 0.747404
0.25, 0, 0.00231897, 0.257627, 0.005, 0.740054
0.25, 0, 0.00153538, 0.248445, 0.005, 0.75002
0.25, 0, 0.00312101, 0.253414, 0.005, 0.743465
0.25, 0, 0.00339979, 0.243178, 0.005, 0.753422
0.25, 0, 0.00192258, 0.247612, 0.005, 0.750465
0.25, 0, 0.001635, 0.253593, 0.005, 0.744772
0.25, 0, 0.00207897, 0.244231, 0.005, 0.75369
0.25, 0, 0.00194716, 0.251704, 0.005, 0.746349
0.25, 0, 0.00175918, 0.24269, 0.005, 0.75555
0.25, 0, 0.00101232, 0.24968, 0.005, 0.749308
0.25, 0, 0.00130716, 0.254358, 0.005, 0.744335
0.25, 0, 0.00197525, 0.255817, 0.005, 0.742208
0.25, 0, 0.00241496, 0.246528, 0.005, 0.751057
0.25, 0, 0.00210529, 0.247787, 0.005, 0.750108
0.25, 0, 0.00315628, 0.245965, 0.005, 0.750879
0.25, 0, 0.00274779, 0.250832, 0.005, 0.74642
0.25, 0, 0.00322944, 0.249628, 0.005, 0.747142
0.25, 0, 0.00209738, 0.248648, 0.005, 0.749255
0.25, 0, 0.00164973, 0.253225, 0.005, 0.745126
0.25, 0, 0.00254108, 0.244195, 0.005, 0.753264
0.25, 0, 0.00389979, 0.254861, 0.005, 0.741239
0.25, 0, 0.00277658, 0.258069, 0.005, 0.739155
0.25, 0, 0.00271686, 0.247823, 0.005, 0.74946
0.25, 0, 0.00335762, 0.254048, 0.005, 0.742594
0.25, 0, 0.00397581, 0.248889, 0.005, 0.747135
0.25, 0, 0.00305428, 0.255984, 0.005, 0.740962
0.25, 0, 0.00317488, 0.254365, 0.005, 0.74246
0.25, 0, 0.00267761, 0.253884, 0.005, 0.743438
0.25, 0, 0.00143967, 0.242408, 0.005, 0.756152
0.25, 0, 0.00164488, 0.240815, 0.005, 0.75754
0.25, 0, 0.00297174, 0.247262, 0.005, 0.749767
0.25, 0, 0.00144212, 0.247887, 0.005, 0.750671
0.25, 0, 0.00187196, 0.242754, 0.005, 0.755374
0.25, 0, 0.002942, 0.251781, 0.005, 0.745277
0.25, 0, 0.00186549, 0.255172, 0.005, 0.742963
0.25, 0, 0.00236955, 0.255836, 0.005, 0.741795
0.25, 0, 0.00223124, 0.242807, 0.005, 0.754961
0.25, 0, 0.00528459, 0.246231, 0.01, 0.748485
0.25, 0, 0.00407253, 0.244936, 0.01, 0.750992
0.25, 0, 0.00398599, 0.248799, 0.01, 0.747215
0.25, 0, 0.00582285, 0.240595, 0.01, 0.753583
0.25, 0, 0.00339014, 0.259501, 0.01, 0.737109
0.25, 0, 0.0033977, 0.235714, 0.01, 0.760888
0.25, 0, 0.00424533, 0.251658, 0.01, 0.744097
0.25, 0, 0.00467742, 0.261848, 0.01, 0.733475
0.25, 0, 0.00468282, 0.248536, 0.01, 0.746781
0.25, 0, 0.00580967, 0.260607, 0.01, 0.733584
0.25, 0, 0.00442993, 0.250279, 0.01, 0.745291
0.25, 0, 0.00595873, 0.247956, 0.01, 0.746085
0.25, 0, 0.00379208, 0.250938, 0.01, 0.74527
0.25, 0, 0.00527876, 0.242345, 0.01, 0.752377
0.25, 0, 0.00547864, 0.251025, 0.01, 0.743497
0.25, 0, 0.00463275, 0.254609, 0.01, 0.740758
0.25, 0, 0.00417208, 0.246476, 0.01, 0.749352
0.25, 0, 0.00370341, 0.259127, 0.01, 0.737169
0.25, 0, 0.00371785, 0.241473, 0.01, 0.754809
0.25, 0, 0.00481781, 0.254259, 0.01, 0.740924
0.25, 0, 0.00668056, 0.237671, 0.01, 0.755649
0.25, 0, 0.00548151, 0.247771, 0.01, 0.746747
0.25, 0, 0.00493695, 0.253018, 0.01, 0.742045
0.25, 0, 0.00440065, 0.249657, 0.01, 0.745942
0.25, 0, 0.00444517, 0.253262, 0.01, 0.742292
0.25, 0, 0.00467824, 0.246929, 0.01, 0.748392
0.25, 0, 0.00380545, 0.23801, 0.01, 0.758184
0.25, 0, 0.00404674, 0.253859, 0.01, 0.742094
0.25, 0, 0.00443359, 0.252437, 0.01, 0.74313
0.25, 0, 0.00585399, 0.251832, 0.01, 0.742314
0.25, 0, 0.0042392, 0.248433, 0.01, 0.747328
