Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00233976, 0.251925, 0.005, 0.745736
0.25, 0, 0.00199466, 0.2424, 0.005, 0.755605
0.25, 0, 0.00380624, 0.252505, 0.005, 0.743689
0.25, 0, 0.00490409, 0.259801, 0.005, 0.735295
0.25, 0, 0.00313995, 0.246341, 0.005, 0.750519
0.25, 0, 0.00241951, 0.247709, 0.005, 0.749872
0.25, 0, 0.0016877, 0.23966, 0.005, 0.758653
0.25, 0, 0.00211379, 0.245668, 0.005, 0.752218
0.25, 0, 0.00169591, 0.236897, 0.005, 0.761407
0.25, 0, 0.00225743, 0.246676, 0.005, 0.751066
0.25, 0, 0.00154509, 0.250503, 0.005, 0.747952
0.25, 0, 0.00256164, 0.248477, 0.005, 0.748962
0.25, 0, 0.00204966, 0.243009, 0.005, 0.754941
0.25, 0, 0.00174794, 0.25421, 0.005, 0.744042
0.25, 0, 0.00303794, 0.245163, 0.005, 0.751799
0.25, 0, 0.00199922, 0.259094, 0.005, 0.738906
0.25, 0, 0.00280815, 0.255795, 0.005, 0.741397
0.25, 0, 0.00279806, 0.253258, 0.005, 0.743944
0.25, 0, 0.00272031, 0.251025, 0.005, 0.746255
0.25, 0, 0.00165753, 0.256246, 0.005, 0.742096
0.25, 0, 0.00148678, 0.249338, 0.005, 0.749175
0.25, 0, 0.00275527, 0.242146, 0.005, 0.755099
0.25, 0, 0.00205869, 0.260856, 0.005, 0.737085
0.25, 0, 0.00262849, 0.239075, 0.005, 0.758297
0.25, 0, 0.0028565, 0.256698, 0.005, 0.740445
0.25, 0, 0.00322522, 0.251442, 0.005, 0.745333
0.25, 0, 0.00147238, 0.252795, 0.005, 0.745732
0.25, 0, 0.00197329, 0.243803, 0.005, 0.754223
0.25, 0, 0.00317251, 0.246323, 0.005, 0.750505
0.25, 0, 0.00215314, 0.238873, 0.005, 0.758974
0.25, 0, 0.00266792, 0.241594, 0.005, 0.755738
0.25, 0, 0.00246194, 0.243496, 0.005, 0.754043
0.25, 0, 0.00177396, 0.255029, 0.005, 0.743197
0.25, 0, 0.00266713, 0.249702, 0.005, 0.747631
0.25, 0, 0.000920224, 0.249232, 0.005, 0.749848
0.25, 0, 0.00226167, 0.257667, 0.005, 0.740071
0.25, 0, 0.00181483, 0.241786, 0.005, 0.7564
0.25, 0, 0.00224387, 0.249285, 0.005, 0.748471
