Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00568277, 0.248609, 0.01, 0.745708
0.25, 0, 0.00389606, 0.252618, 0.01, 0.743486
0.25, 0, 0.00476132, 0.250062, 0.01, 0.745177
0.25, 0, 0.00396477, 0.245624, 0.01, 0.750411
0.25, 0, 0.0052722, 0.26216, 0.01, 0.732568
0.25, 0, 0.00383016, 0.250534, 0.01, 0.745636
0.25, 0, 0.00553495, 0.239331, 0.01, 0.755134
0.25, 0, 0.00389856, 0.239752, 0.01, 0.756349
0.25, 0, 0.00484693, 0.247082, 0.01, 0.748071
0.25, 0, 0.00321237, 0.256387, 0.01, 0.7404
0.25, 0, 0.00352278, 0.249913, 0.01, 0.746564
0.25, 0, 0.00349902, 0.251056, 0.01, 0.745444
0.25, 0, 0.00410313, 0.249073, 0.01, 0.746824
0.25, 0, 0.00331328, 0.24437, 0.01, 0.752316
0.25, 0, 0.00570265, 0.25607, 0.01, 0.738227
0.25, 0, 0.00614498, 0.243863, 0.01, 0.749992
0.25, 0, 0.00529106, 0.243257, 0.01, 0.751452
0.25, 0, 0.00539887, 0.242498, 0.01, 0.752104
0.25, 0, 0.0042141, 0.25427, 0.01, 0.741516
0.25, 0, 0.00430058, 0.260327, 0.01, 0.735373
0.25, 0, 0.00480757, 0.251749, 0.01, 0.743444
0.25, 0, 0.00395821, 0.256016, 0.01, 0.740026
0.25, 0, 0.00436717, 0.253726, 0.01, 0.741906
0.25, 0, 0.00492063, 0.243765, 0.01, 0.751314
0.25, 0, 0.00440235, 0.244495, 0.01, 0.751103
0.25, 0, 0.00504119, 0.246221, 0.01, 0.748738
0.25, 0, 0.00578407, 0.246297, 0.01, 0.747919
0.25, 0, 0.00419617, 0.254244, 0.01, 0.74156
0.25, 0, 0.00522145, 0.261743, 0.01, 0.733035
0.25, 0, 0.00344799, 0.25169, 0.01, 0.744862
0.25, 0, 0.00518981, 0.252188, 0.015, 0.742622
0.25, 0, 0.00656515, 0.253, 0.015, 0.740434
0.25, 0, 0.0094338, 0.252187, 0.015, 0.738379
0.25, 0, 0.00910683, 0.253245, 0.015, 0.737648
0.25, 0, 0.00942824, 0.246, 0.015, 0.744572
0.25, 0, 0.00628738, 0.247948, 0.015, 0.745765
0.25, 0, 0.00677582, 0.24219, 0.015, 0.751034
0.25, 0, 0.00807924, 0.258166, 0.015, 0.733754
0.25, 0, 0.00727837, 0.252522, 0.015, 0.740199
0.25, 0, 0.00641323, 0.241546, 0.015, 0.75204
0.25, 0, 0.00868781, 0.245617, 0.015, 0.745696
0.25, 0, 0.00636204, 0.251008, 0.015, 0.74263
0.25, 0, 0.00788244, 0.24932, 0.015, 0.742797
0.25, 0, 0.00493042, 0.251719, 0.015, 0.743351
0.25, 0, 0.00828154, 0.249719, 0.015, 0.741999
0.25, 0, 0.00698479, 0.254546, 0.015, 0.73847
0.25, 0, 0.00718266, 0.256134, 0.015, 0.736684
0.25, 0, 0.00946625, 0.242698, 0.015, 0.747836
0.25, 0, 0.00685012, 0.244887, 0.015, 0.748263
0.25, 0, 0.00737304, 0.242485, 0.015, 0.750142
0.25, 0, 0.00936429, 0.257868, 0.015, 0.732768
0.25, 0, 0.0101479, 0.249292, 0.015, 0.74056
0.25, 0, 0.00668568, 0.247666, 0.015, 0.745648
0.25, 0, 0.00550198, 0.25289, 0.015, 0.741608
0.25, 0, 0.00838339, 0.251895, 0.015, 0.739722
0.25, 0, 0.00936858, 0.25266, 0.015, 0.737972
0.25, 0, 0.00870752, 0.24551, 0.015, 0.745783
0.25, 0, 0.00775482, 0.256112, 0.015, 0.736134
0.25, 0, 0.00572094, 0.25433, 0.015, 0.739949
0.25, 0, 0.00583311, 0.239906, 0.015, 0.754261
0.25, 0, 0.00708549, 0.252729, 0.015, 0.740186
0.25, 0, 0.00789501, 0.261585, 0.015, 0.73052
0.25, 0, 0.00794365, 0.241274, 0.015, 0.750782
0.25, 0, 0.00702828, 0.242058, 0.015, 0.750914
0.25, 0, 0.00597602, 0.245164, 0.015, 0.74886
0.25, 0, 0.00664542, 0.251616, 0.015, 0.741739
0.25, 0, 0.00906865, 0.249239, 0.015, 0.741692
0.25, 0, 0.00877747, 0.240007, 0.015, 0.751216
0.25, 0, 0.00909198, 0.253768, 0.015, 0.737141
0.25, 0, 0.00784055, 0.246512, 0.015, 0.745647
0.25, 0, 0.00722919, 0.251676, 0.015, 0.741095
0.25, 0, 0.00542358, 0.25726, 0.015, 0.737316
0.25, 0, 0.00569497, 0.238676, 0.015, 0.755629
0.25, 0, 0.0106196, 0.255857, 0.015, 0.733523
0.25, 0, 0.00541056, 0.25445, 0.015, 0.74014
0.25, 0, 0.00805379, 0.259128, 0.015, 0.732818
0.25, 0, 0.00807177, 0.242283, 0.015, 0.749645
0.25, 0, 0.00678045, 0.257143, 0.015, 0.736076
0.25, 0, 0.00748067, 0.252391, 0.015, 0.740128
0.25, 0, 0.00746862, 0.243671, 0.015, 0.74886
0.25, 0, 0.00525474, 0.256688, 0.015, 0.738057
0.25, 0, 0.00540771, 0.255812, 0.015, 0.73878
0.25, 0, 0.00765267, 0.243703, 0.015, 0.748645
0.25, 0, 0.00720261, 0.245201, 0.015, 0.747597
0.25, 0, 0.00684708, 0.245368, 0.015, 0.747785
0.25, 0, 0.00860922, 0.254201, 0.015, 0.73719
0.25, 0, 0.00649459, 0.249585, 0.015, 0.74392
0.25, 0, 0.00750388, 0.247176, 0.015, 0.74532
0.25, 0, 0.00596147, 0.244676, 0.015, 0.749362
0.25, 0, 0.0077891, 0.254387, 0.015, 0.737823
0.25, 0, 0.0070151, 0.246417, 0.015, 0.746567
