Gamma, Selfish Profit, Selfish Hash Rate, Honest Hash Rate
0.01, 0.33566, 0.25, 0.66434
0.01, 0.336799, 0.25, 0.663201
0.01, 0.335333, 0.25, 0.664667
0.01, 0.335601, 0.25, 0.664399
0.01, 0.345587, 0.25, 0.654413
0.01, 0.346335, 0.25, 0.653665
0.01, 0.332121, 0.25, 0.667879
0.01, 0.332595, 0.25, 0.667405
0.01, 0.341726, 0.25, 0.658274
0.01, 0.337472, 0.25, 0.662528
0.01, 0.344747, 0.25, 0.655253
0.01, 0.338721, 0.25, 0.661279
0.01, 0.338229, 0.25, 0.661771
0.01, 0.351874, 0.25, 0.648126
0.01, 0.349386, 0.25, 0.650614
0.01, 0.350343, 0.25, 0.649657
0.01, 0.338464, 0.25, 0.661536
0.01, 0.358945, 0.25, 0.641055
0.01, 0.332832, 0.25, 0.667168
0.01, 0.356226, 0.25, 0.643774
0.01, 0.346693, 0.25, 0.653307
0.01, 0.32528, 0.25, 0.67472
0.01, 0.349435, 0.25, 0.650565
0.01, 0.333264, 0.25, 0.666736
0.01, 0.321469, 0.25, 0.678531
0.01, 0.329934, 0.25, 0.670066
0.01, 0.330766, 0.25, 0.669234
0.01, 0.342424, 0.25, 0.657576
0.01, 0.353761, 0.25, 0.646239
0.01, 0.339181, 0.25, 0.660819
0.01, 0.339131, 0.25, 0.660869
0.01, 0.339382, 0.25, 0.660618
0.01, 0.329727, 0.25, 0.670273
0.01, 0.346006, 0.25, 0.653994
0.01, 0.337654, 0.25, 0.662346
0.01, 0.342619, 0.25, 0.657381
0.01, 0.357274, 0.25, 0.642726
0.01, 0.337699, 0.25, 0.662301
0.01, 0.342952, 0.25, 0.657048
0.01, 0.350377, 0.25, 0.649623
0.01, 0.336325, 0.25, 0.663675
0.01, 0.34803, 0.25, 0.65197
0.01, 0.344753, 0.25, 0.655247
0.01, 0.338882, 0.25, 0.661118
0.01, 0.344934, 0.25, 0.655066
0.01, 0.343202, 0.25, 0.656798
0.01, 0.334018, 0.25, 0.665982
0.01, 0.344254, 0.25, 0.655746
0.01, 0.333804, 0.25, 0.666196
0.01, 0.327945, 0.25, 0.672055
0.01, 0.33843, 0.25, 0.66157
0.01, 0.326595, 0.25, 0.673405
0.01, 0.345428, 0.25, 0.654572
0.01, 0.328889, 0.25, 0.671111
0.01, 0.323219, 0.25, 0.676781
0.01, 0.338083, 0.25, 0.661917
0.01, 0.342531, 0.25, 0.657469
0.01, 0.346978, 0.25, 0.653022
0.01, 0.344416, 0.25, 0.655584
0.01, 0.3479, 0.25, 0.6521
0.01, 0.354652, 0.25, 0.645348
0.01, 0.328546, 0.25, 0.671454
0.01, 0.317667, 0.25, 0.682333
0.01, 0.335478, 0.25, 0.664522
0.01, 0.338946, 0.25, 0.661054
0.01, 0.347923, 0.25, 0.652077
0.01, 0.336883, 0.25, 0.663117
0.01, 0.327387, 0.25, 0.672613
0.01, 0.340215, 0.25, 0.659785
0.01, 0.32812, 0.25, 0.67188
0.01, 0.370633, 0.26, 0.629367
0.01, 0.352773, 0.26, 0.647227
0.01, 0.36913, 0.26, 0.63087
0.01, 0.353426, 0.26, 0.646574
0.01, 0.355316, 0.26, 0.644684
0.01, 0.354852, 0.26, 0.645148
0.01, 0.365017, 0.26, 0.634983
0.01, 0.359413, 0.26, 0.640587
0.01, 0.361282, 0.26, 0.638718
0.01, 0.337606, 0.26, 0.662394
0.01, 0.357432, 0.26, 0.642568
0.01, 0.374039, 0.26, 0.625961
0.01, 0.359037, 0.26, 0.640963
0.01, 0.364729, 0.26, 0.635271
0.01, 0.364231, 0.26, 0.635769
0.01, 0.354833, 0.26, 0.645167
0.01, 0.353123, 0.26, 0.646877
0.01, 0.36239, 0.26, 0.63761
0.01, 0.349635, 0.26, 0.650365
0.01, 0.355407, 0.26, 0.644593
0.01, 0.350202, 0.26, 0.649798
0.01, 0.388205, 0.26, 0.611795
0.01, 0.348501, 0.26, 0.651499
0.01, 0.351247, 0.26, 0.648753
0.01, 0.356655, 0.26, 0.643345
0.01, 0.363892, 0.26, 0.636108
0.01, 0.36109, 0.26, 0.63891
0.01, 0.35535, 0.26, 0.64465
0.01, 0.355048, 0.26, 0.644952
0.01, 0.367564, 0.26, 0.632436
0.01, 0.370301, 0.26, 0.629699
0.01, 0.361747, 0.26, 0.638253
0.01, 0.356959, 0.26, 0.643041
0.01, 0.353026, 0.26, 0.646974
0.01, 0.356911, 0.26, 0.643089
0.01, 0.359948, 0.26, 0.640052
0.01, 0.355279, 0.26, 0.644721
0.01, 0.370331, 0.26, 0.629669
0.01, 0.362994, 0.26, 0.637006
0.01, 0.375326, 0.26, 0.624674
0.01, 0.361291, 0.26, 0.638709
0.01, 0.348678, 0.26, 0.651322
0.01, 0.342916, 0.26, 0.657084
0.01, 0.350058, 0.26, 0.649942
0.01, 0.362572, 0.26, 0.637428
0.01, 0.357765, 0.26, 0.642235
0.01, 0.3542, 0.26, 0.6458
0.01, 0.360656, 0.26, 0.639344
0.01, 0.373273, 0.26, 0.626727
0.01, 0.343575, 0.26, 0.656425
0.01, 0.362958, 0.26, 0.637042
0.01, 0.347646, 0.26, 0.652354
0.01, 0.369887, 0.26, 0.630113
0.01, 0.352772, 0.26, 0.647228
0.01, 0.351323, 0.26, 0.648677
0.01, 0.371418, 0.26, 0.628582
0.01, 0.36375, 0.26, 0.63625
0.01, 0.356035, 0.26, 0.643965
0.01, 0.363083, 0.26, 0.636917
0.01, 0.36176, 0.26, 0.63824
0.01, 0.35053, 0.26, 0.64947
0.01, 0.352854, 0.26, 0.647146
0.01, 0.349884, 0.26, 0.650116
0.01, 0.336872, 0.26, 0.663128
0.01, 0.363501, 0.26, 0.636499
0.01, 0.361908, 0.26, 0.638092
0.01, 0.361112, 0.26, 0.638888
0.01, 0.350104, 0.26, 0.649896
0.01, 0.355983, 0.26, 0.644017
0.01, 0.357496, 0.26, 0.642504
0.01, 0.355753, 0.26, 0.644247
0.01, 0.342441, 0.26, 0.657559
0.01, 0.373173, 0.26, 0.626827
0.01, 0.362472, 0.26, 0.637528
0.01, 0.349911, 0.26, 0.650089
0.01, 0.360445, 0.26, 0.639555
0.01, 0.359419, 0.26, 0.640581
0.01, 0.357319, 0.26, 0.642681
0.01, 0.379734, 0.26, 0.620266
0.01, 0.341932, 0.26, 0.658068
0.01, 0.364921, 0.26, 0.635079
0.01, 0.36214, 0.26, 0.63786
0.01, 0.36252, 0.26, 0.63748
0.01, 0.345842, 0.26, 0.654158
0.01, 0.363099, 0.26, 0.636901
0.01, 0.374978, 0.26, 0.625022
0.01, 0.363261, 0.26, 0.636739
0.01, 0.355438, 0.26, 0.644562
0.01, 0.355324, 0.26, 0.644676
0.01, 0.359244, 0.26, 0.640756
0.01, 0.368573, 0.26, 0.631427
0.01, 0.367856, 0.26, 0.632144
0.01, 0.353865, 0.26, 0.646135
0.01, 0.354863, 0.26, 0.645137
0.01, 0.365275, 0.26, 0.634725
0.01, 0.355291, 0.26, 0.644709
0.01, 0.357897, 0.26, 0.642103
0.01, 0.364997, 0.26, 0.635003
0.01, 0.34398, 0.26, 0.65602
0.01, 0.360569, 0.26, 0.639431
0.01, 0.384193, 0.27, 0.615807
0.01, 0.387492, 0.27, 0.612508
0.01, 0.36166, 0.27, 0.63834
0.01, 0.384584, 0.27, 0.615416
0.01, 0.389348, 0.27, 0.610652
0.01, 0.354166, 0.27, 0.645834
0.01, 0.368718, 0.27, 0.631282
0.01, 0.374821, 0.27, 0.625179
0.01, 0.376373, 0.27, 0.623627
0.01, 0.370766, 0.27, 0.629234
0.01, 0.373956, 0.27, 0.626044
0.01, 0.381973, 0.27, 0.618027
0.01, 0.374217, 0.27, 0.625783
0.01, 0.368616, 0.27, 0.631384
0.01, 0.361271, 0.27, 0.638729
0.01, 0.384459, 0.27, 0.615541
0.01, 0.375461, 0.27, 0.624539
0.01, 0.389854, 0.27, 0.610146
0.01, 0.389442, 0.27, 0.610558
0.01, 0.359937, 0.27, 0.640063
0.01, 0.386894, 0.27, 0.613106
0.01, 0.396548, 0.27, 0.603452
0.01, 0.376159, 0.27, 0.623841
0.01, 0.367523, 0.27, 0.632477
0.01, 0.380138, 0.27, 0.619862
0.01, 0.379038, 0.27, 0.620962
0.01, 0.366777, 0.27, 0.633223
0.01, 0.352774, 0.27, 0.647226
0.01, 0.37872, 0.27, 0.62128
0.01, 0.379557, 0.27, 0.620443
0.01, 0.368042, 0.27, 0.631958
0.01, 0.365968, 0.27, 0.634032
0.01, 0.360463, 0.27, 0.639537
0.01, 0.382302, 0.27, 0.617698
0.01, 0.381158, 0.27, 0.618842
0.01, 0.388691, 0.27, 0.611309
0.01, 0.365645, 0.27, 0.634355
0.01, 0.36101, 0.27, 0.63899
0.01, 0.387546, 0.27, 0.612454
0.01, 0.382041, 0.27, 0.617959
0.01, 0.38016, 0.27, 0.61984
0.01, 0.369633, 0.27, 0.630367
0.01, 0.391252, 0.27, 0.608748
0.01, 0.384363, 0.27, 0.615637
0.01, 0.377329, 0.27, 0.622671
0.01, 0.391973, 0.27, 0.608027
0.01, 0.375711, 0.27, 0.624289
0.01, 0.372295, 0.27, 0.627705
0.01, 0.388187, 0.27, 0.611813
0.01, 0.387383, 0.27, 0.612617
0.01, 0.369312, 0.27, 0.630688
0.01, 0.374616, 0.27, 0.625384
0.01, 0.372949, 0.27, 0.627051
0.01, 0.37312, 0.27, 0.62688
0.01, 0.361353, 0.27, 0.638647
0.01, 0.380242, 0.27, 0.619758
0.01, 0.376331, 0.27, 0.623669
0.01, 0.370109, 0.27, 0.629891
0.01, 0.364845, 0.27, 0.635155
0.01, 0.372874, 0.27, 0.627126
0.01, 0.380205, 0.27, 0.619795
0.01, 0.37653, 0.27, 0.62347
0.01, 0.366379, 0.27, 0.633621
0.01, 0.371747, 0.27, 0.628253
0.01, 0.374594, 0.27, 0.625406
0.01, 0.383116, 0.27, 0.616884
0.01, 0.382068, 0.27, 0.617932
0.01, 0.382768, 0.27, 0.617232
0.01, 0.364416, 0.27, 0.635584
0.01, 0.384062, 0.27, 0.615938
0.01, 0.350209, 0.27, 0.649791
0.01, 0.390765, 0.27, 0.609235
0.01, 0.376185, 0.27, 0.623815
0.01, 0.370912, 0.27, 0.629088
0.01, 0.380011, 0.27, 0.619989
0.01, 0.382445, 0.27, 0.617555
0.01, 0.384808, 0.27, 0.615192
0.01, 0.3788, 0.27, 0.6212
0.01, 0.392122, 0.27, 0.607878
0.01, 0.381391, 0.27, 0.618609
0.01, 0.375759, 0.27, 0.624241
0.01, 0.369113, 0.27, 0.630887
0.01, 0.371463, 0.27, 0.628537
0.01, 0.386689, 0.27, 0.613311
0.01, 0.377066, 0.27, 0.622934
0.01, 0.373518, 0.27, 0.626482
0.01, 0.396153, 0.27, 0.603847
0.01, 0.371101, 0.27, 0.628899
0.01, 0.371573, 0.27, 0.628427
0.01, 0.358452, 0.27, 0.641548
0.01, 0.379342, 0.27, 0.620658
0.01, 0.383383, 0.27, 0.616617
0.01, 0.382624, 0.27, 0.617376
0.01, 0.378539, 0.27, 0.621461
0.01, 0.382777, 0.27, 0.617223
0.01, 0.366625, 0.27, 0.633375
0.01, 0.40299, 0.27, 0.59701
0.01, 0.386811, 0.27, 0.613189
0.01, 0.377428, 0.27, 0.622572
0.01, 0.388454, 0.27, 0.611546
0.01, 0.394052, 0.28, 0.605948
0.01, 0.403049, 0.28, 0.596951
0.01, 0.377048, 0.28, 0.622952
0.01, 0.380258, 0.28, 0.619742
0.01, 0.39925, 0.28, 0.60075
0.01, 0.397633, 0.28, 0.602367
0.01, 0.389043, 0.28, 0.610957
0.01, 0.386775, 0.28, 0.613225
0.01, 0.389674, 0.28, 0.610326
0.01, 0.378029, 0.28, 0.621971
0.01, 0.406927, 0.28, 0.593073
0.01, 0.401483, 0.28, 0.598517
0.01, 0.396851, 0.28, 0.603149
0.01, 0.404383, 0.28, 0.595617
0.01, 0.387699, 0.28, 0.612301
0.01, 0.394257, 0.28, 0.605743
0.01, 0.402287, 0.28, 0.597713
0.01, 0.406549, 0.28, 0.593451
0.01, 0.390524, 0.28, 0.609476
0.01, 0.384737, 0.28, 0.615263
0.01, 0.369458, 0.28, 0.630542
0.01, 0.410275, 0.28, 0.589725
0.01, 0.397283, 0.28, 0.602717
0.01, 0.391322, 0.28, 0.608678
0.01, 0.387325, 0.28, 0.612675
0.01, 0.403633, 0.28, 0.596367
0.01, 0.415858, 0.28, 0.584142
0.01, 0.406308, 0.28, 0.593692
0.01, 0.407221, 0.28, 0.592779
0.01, 0.399597, 0.28, 0.600403
0.01, 0.399126, 0.28, 0.600874
0.01, 0.398082, 0.28, 0.601918
0.01, 0.382112, 0.28, 0.617888
0.01, 0.390941, 0.28, 0.609059
0.01, 0.395065, 0.28, 0.604935
0.01, 0.394489, 0.28, 0.605511
0.01, 0.394117, 0.28, 0.605883
0.01, 0.401964, 0.28, 0.598036
0.01, 0.382233, 0.28, 0.617767
0.01, 0.406019, 0.28, 0.593981
0.01, 0.39956, 0.28, 0.60044
0.01, 0.391094, 0.28, 0.608906
0.01, 0.405787, 0.28, 0.594213
0.01, 0.380371, 0.28, 0.619629
0.01, 0.390019, 0.28, 0.609981
0.01, 0.395048, 0.28, 0.604952
0.01, 0.393745, 0.28, 0.606255
0.01, 0.388378, 0.28, 0.611622
0.01, 0.396109, 0.28, 0.603891
0.01, 0.418393, 0.28, 0.581607
0.01, 0.389762, 0.28, 0.610238
0.01, 0.380985, 0.28, 0.619015
0.01, 0.386179, 0.28, 0.613821
0.01, 0.395336, 0.28, 0.604664
0.01, 0.39601, 0.28, 0.60399
0.01, 0.381112, 0.28, 0.618888
0.01, 0.395361, 0.28, 0.604639
0.01, 0.387319, 0.28, 0.612681
0.01, 0.383105, 0.28, 0.616895
0.01, 0.402635, 0.28, 0.597365
0.01, 0.399128, 0.28, 0.600872
0.01, 0.394379, 0.28, 0.605621
0.01, 0.381144, 0.28, 0.618856
0.01, 0.392836, 0.28, 0.607164
0.01, 0.398792, 0.28, 0.601208
0.01, 0.400298, 0.28, 0.599702
0.01, 0.410619, 0.28, 0.589381
0.01, 0.388637, 0.28, 0.611363
0.01, 0.400328, 0.28, 0.599672
0.01, 0.394665, 0.28, 0.605335
0.01, 0.393772, 0.28, 0.606228
0.01, 0.414007, 0.28, 0.585993
0.01, 0.389176, 0.28, 0.610824
0.01, 0.403185, 0.28, 0.596815
0.01, 0.377775, 0.28, 0.622225
0.01, 0.405375, 0.28, 0.594625
0.01, 0.395471, 0.28, 0.604529
0.01, 0.405165, 0.28, 0.594835
0.01, 0.395731, 0.28, 0.604269
0.01, 0.386209, 0.28, 0.613791
0.01, 0.39012, 0.28, 0.60988
0.01, 0.382312, 0.28, 0.617688
0.01, 0.404945, 0.28, 0.595055
0.01, 0.379892, 0.28, 0.620108
0.01, 0.399212, 0.28, 0.600788
0.01, 0.384019, 0.28, 0.615981
0.01, 0.404975, 0.28, 0.595025
0.01, 0.407434, 0.28, 0.592566
0.01, 0.397396, 0.28, 0.602604
0.01, 0.415966, 0.28, 0.584034
0.01, 0.403395, 0.28, 0.596605
0.01, 0.384023, 0.28, 0.615977
0.01, 0.37586, 0.28, 0.62414
0.01, 0.391114, 0.28, 0.608886
0.01, 0.382389, 0.28, 0.617611
0.01, 0.413968, 0.28, 0.586032
0.01, 0.397072, 0.28, 0.602928
0.01, 0.404153, 0.28, 0.595847
0.01, 0.378049, 0.28, 0.621951
0.01, 0.393984, 0.28, 0.606016
0.01, 0.412218, 0.29, 0.587782
0.01, 0.41002, 0.29, 0.58998
0.01, 0.426826, 0.29, 0.573174
0.01, 0.411553, 0.29, 0.588447
0.01, 0.424779, 0.29, 0.575221
0.01, 0.40544, 0.29, 0.59456
0.01, 0.418579, 0.29, 0.581421
0.01, 0.414634, 0.29, 0.585366
0.01, 0.416816, 0.29, 0.583184
0.01, 0.415205, 0.29, 0.584795
0.01, 0.417475, 0.29, 0.582525
0.01, 0.40585, 0.29, 0.59415
0.01, 0.39439, 0.29, 0.60561
0.01, 0.426281, 0.29, 0.573719
0.01, 0.409436, 0.29, 0.590564
0.01, 0.429866, 0.29, 0.570134
0.01, 0.407577, 0.29, 0.592423
0.01, 0.417729, 0.29, 0.582271
0.01, 0.406151, 0.29, 0.593849
0.01, 0.393808, 0.29, 0.606192
0.01, 0.402624, 0.29, 0.597376
0.01, 0.430206, 0.29, 0.569794
0.01, 0.398459, 0.29, 0.601541
0.01, 0.420943, 0.29, 0.579057
0.01, 0.415474, 0.29, 0.584526
0.01, 0.409438, 0.29, 0.590562
0.01, 0.408881, 0.29, 0.591119
0.01, 0.409012, 0.29, 0.590988
0.01, 0.396782, 0.29, 0.603218
0.01, 0.393644, 0.29, 0.606356
0.01, 0.412433, 0.29, 0.587567
0.01, 0.40997, 0.29, 0.59003
0.01, 0.410046, 0.29, 0.589954
0.01, 0.416588, 0.29, 0.583412
0.01, 0.411083, 0.29, 0.588917
0.01, 0.40912, 0.29, 0.59088
0.01, 0.401015, 0.29, 0.598985
0.01, 0.415259, 0.29, 0.584741
0.01, 0.407655, 0.29, 0.592345
0.01, 0.396716, 0.29, 0.603284
0.01, 0.40415, 0.29, 0.59585
0.01, 0.410905, 0.29, 0.589095
0.01, 0.390729, 0.29, 0.609271
0.01, 0.391365, 0.29, 0.608635
0.01, 0.417231, 0.29, 0.582769
0.01, 0.394824, 0.29, 0.605176
0.01, 0.431338, 0.29, 0.568662
0.01, 0.406614, 0.29, 0.593386
0.01, 0.415792, 0.29, 0.584208
0.01, 0.413943, 0.29, 0.586057
0.01, 0.4284, 0.29, 0.5716
0.01, 0.429661, 0.29, 0.570339
0.01, 0.410723, 0.29, 0.589277
0.01, 0.401493, 0.29, 0.598507
0.01, 0.421935, 0.29, 0.578065
0.01, 0.423581, 0.29, 0.576419
0.01, 0.419753, 0.29, 0.580247
0.01, 0.412064, 0.29, 0.587936
0.01, 0.423947, 0.29, 0.576053
0.01, 0.422745, 0.29, 0.577255
0.01, 0.42119, 0.29, 0.57881
0.01, 0.409527, 0.29, 0.590473
0.01, 0.409054, 0.29, 0.590946
0.01, 0.412163, 0.29, 0.587837
0.01, 0.394684, 0.29, 0.605316
0.01, 0.425451, 0.29, 0.574549
0.01, 0.415407, 0.29, 0.584593
0.01, 0.393382, 0.29, 0.606618
0.01, 0.408261, 0.29, 0.591739
0.01, 0.410322, 0.29, 0.589678
0.01, 0.411482, 0.29, 0.588518
0.01, 0.407056, 0.29, 0.592944
0.01, 0.419538, 0.29, 0.580462
0.01, 0.41228, 0.29, 0.58772
0.01, 0.426334, 0.29, 0.573666
0.01, 0.413833, 0.29, 0.586167
0.01, 0.409789, 0.29, 0.590211
0.01, 0.416291, 0.29, 0.583709
0.01, 0.418736, 0.29, 0.581264
0.01, 0.419476, 0.29, 0.580524
0.01, 0.407461, 0.29, 0.592539
0.01, 0.406767, 0.29, 0.593233
0.01, 0.412412, 0.29, 0.587588
0.01, 0.394627, 0.29, 0.605373
0.01, 0.411175, 0.29, 0.588825
0.01, 0.408761, 0.29, 0.591239
0.01, 0.412032, 0.29, 0.587968
0.01, 0.417299, 0.29, 0.582701
0.01, 0.401372, 0.29, 0.598628
0.01, 0.419439, 0.29, 0.580561
0.01, 0.397711, 0.29, 0.602289
0.01, 0.411767, 0.29, 0.588233
0.01, 0.399025, 0.29, 0.600975
0.01, 0.397592, 0.29, 0.602408
0.01, 0.427804, 0.29, 0.572196
0.01, 0.414731, 0.29, 0.585269
0.01, 0.407625, 0.29, 0.592375
0.01, 0.418007, 0.29, 0.581993
0.01, 0.388485, 0.29, 0.611515
0.01, 0.392239, 0.29, 0.607761
0.01, 0.454208, 0.3, 0.545792
0.01, 0.415398, 0.3, 0.584602
0.01, 0.421031, 0.3, 0.578969
0.01, 0.417044, 0.3, 0.582956
0.01, 0.418525, 0.3, 0.581475
0.01, 0.412751, 0.3, 0.587249
0.01, 0.433262, 0.3, 0.566738
0.01, 0.446509, 0.3, 0.553491
0.01, 0.445284, 0.3, 0.554716
0.01, 0.418829, 0.3, 0.581171
0.01, 0.42487, 0.3, 0.57513
0.01, 0.435055, 0.3, 0.564945
0.01, 0.450043, 0.3, 0.549957
0.01, 0.440745, 0.3, 0.559255
0.01, 0.423819, 0.3, 0.576181
0.01, 0.419203, 0.3, 0.580797
0.01, 0.433035, 0.3, 0.566965
0.01, 0.435302, 0.3, 0.564698
0.01, 0.445308, 0.3, 0.554692
0.01, 0.449395, 0.3, 0.550605
0.01, 0.419955, 0.3, 0.580045
0.01, 0.423659, 0.3, 0.576341
0.01, 0.421995, 0.3, 0.578005
0.01, 0.420335, 0.3, 0.579665
0.01, 0.424333, 0.3, 0.575667
0.01, 0.436355, 0.3, 0.563645
0.01, 0.413464, 0.3, 0.586536
0.01, 0.43595, 0.3, 0.56405
0.01, 0.434585, 0.3, 0.565415
0.01, 0.427115, 0.3, 0.572885
0.01, 0.430352, 0.3, 0.569648
0.01, 0.422412, 0.3, 0.577588
0.01, 0.429359, 0.3, 0.570641
0.01, 0.431342, 0.3, 0.568658
0.01, 0.442507, 0.3, 0.557493
0.01, 0.435906, 0.3, 0.564094
0.01, 0.414802, 0.3, 0.585198
0.01, 0.418221, 0.3, 0.581779
0.01, 0.422212, 0.3, 0.577788
0.01, 0.430416, 0.3, 0.569584
0.01, 0.419873, 0.3, 0.580127
0.01, 0.433144, 0.3, 0.566856
0.01, 0.436522, 0.3, 0.563478
0.01, 0.433132, 0.3, 0.566868
0.01, 0.437698, 0.3, 0.562302
0.01, 0.426476, 0.3, 0.573524
0.01, 0.428972, 0.3, 0.571028
0.01, 0.409762, 0.3, 0.590238
0.01, 0.432226, 0.3, 0.567774
0.01, 0.442884, 0.3, 0.557116
0.01, 0.422507, 0.3, 0.577493
0.01, 0.458972, 0.3, 0.541028
0.01, 0.430186, 0.3, 0.569814
0.01, 0.438203, 0.3, 0.561797
0.01, 0.433086, 0.3, 0.566914
0.01, 0.453358, 0.3, 0.546642
0.01, 0.418121, 0.3, 0.581879
0.01, 0.415849, 0.3, 0.584151
0.01, 0.436629, 0.3, 0.563371
0.01, 0.432027, 0.3, 0.567973
0.01, 0.413568, 0.3, 0.586432
0.01, 0.420966, 0.3, 0.579034
0.01, 0.446596, 0.3, 0.553404
0.01, 0.433276, 0.3, 0.566724
0.01, 0.448279, 0.3, 0.551721
0.01, 0.421192, 0.3, 0.578808
0.01, 0.455155, 0.3, 0.544845
0.01, 0.437244, 0.3, 0.562756
0.01, 0.430063, 0.3, 0.569937
0.01, 0.429478, 0.3, 0.570522
0.01, 0.426126, 0.3, 0.573874
0.01, 0.427238, 0.3, 0.572762
0.01, 0.438012, 0.3, 0.561988
0.01, 0.434105, 0.3, 0.565895
0.01, 0.438657, 0.3, 0.561343
0.01, 0.435873, 0.3, 0.564127
0.01, 0.424021, 0.3, 0.575979
0.01, 0.434622, 0.3, 0.565378
0.01, 0.422152, 0.3, 0.577848
0.01, 0.440411, 0.3, 0.559589
0.01, 0.430137, 0.3, 0.569863
0.01, 0.41985, 0.3, 0.58015
0.01, 0.445814, 0.3, 0.554186
0.01, 0.427463, 0.3, 0.572537
0.01, 0.441492, 0.3, 0.558508
0.01, 0.423083, 0.3, 0.576917
0.01, 0.435612, 0.3, 0.564388
0.01, 0.442896, 0.3, 0.557104
0.01, 0.449768, 0.3, 0.550232
0.01, 0.435991, 0.3, 0.564009
0.01, 0.427917, 0.3, 0.572083
0.01, 0.406583, 0.3, 0.593417
0.01, 0.421496, 0.3, 0.578504
0.01, 0.408003, 0.3, 0.591997
0.01, 0.429934, 0.3, 0.570066
0.01, 0.422761, 0.3, 0.577239
0.01, 0.415077, 0.3, 0.584923
0.01, 0.453775, 0.3, 0.546225
0.01, 0.427967, 0.3, 0.572033
0.01, 0.414973, 0.3, 0.585027
0.01, 0.441594, 0.31, 0.558406
0.01, 0.442148, 0.31, 0.557852
0.01, 0.431957, 0.31, 0.568043
0.01, 0.451173, 0.31, 0.548827
0.01, 0.440516, 0.31, 0.559484
0.01, 0.465207, 0.31, 0.534793
0.01, 0.443277, 0.31, 0.556723
0.01, 0.461249, 0.31, 0.538751
0.01, 0.449177, 0.31, 0.550823
0.01, 0.424211, 0.31, 0.575789
0.01, 0.464716, 0.31, 0.535284
0.01, 0.431543, 0.31, 0.568457
0.01, 0.432256, 0.31, 0.567744
0.01, 0.460732, 0.31, 0.539268
0.01, 0.461903, 0.31, 0.538097
0.01, 0.439335, 0.31, 0.560665
0.01, 0.435202, 0.31, 0.564798
0.01, 0.432165, 0.31, 0.567835
0.01, 0.448283, 0.31, 0.551717
0.01, 0.435902, 0.31, 0.564098
0.01, 0.443778, 0.31, 0.556222
0.01, 0.455804, 0.31, 0.544196
0.01, 0.449013, 0.31, 0.550987
0.01, 0.456169, 0.31, 0.543831
0.01, 0.452895, 0.31, 0.547105
0.01, 0.454029, 0.31, 0.545971
0.01, 0.440924, 0.31, 0.559076
0.01, 0.465696, 0.31, 0.534304
0.01, 0.452744, 0.31, 0.547256
0.01, 0.447803, 0.31, 0.552197
0.01, 0.44024, 0.31, 0.55976
0.01, 0.427944, 0.31, 0.572056
0.01, 0.45401, 0.31, 0.54599
0.01, 0.45556, 0.31, 0.54444
0.01, 0.444588, 0.31, 0.555412
0.01, 0.433782, 0.31, 0.566218
0.01, 0.443977, 0.31, 0.556023
0.01, 0.437644, 0.31, 0.562356
0.01, 0.451094, 0.31, 0.548906
0.01, 0.430566, 0.31, 0.569434
0.01, 0.464454, 0.31, 0.535546
0.01, 0.447116, 0.31, 0.552884
0.01, 0.439426, 0.31, 0.560574
0.01, 0.454197, 0.31, 0.545803
0.01, 0.444887, 0.31, 0.555113
0.01, 0.433477, 0.31, 0.566523
0.01, 0.440949, 0.31, 0.559051
0.01, 0.450272, 0.31, 0.549728
0.01, 0.439078, 0.31, 0.560922
0.01, 0.428665, 0.31, 0.571335
0.01, 0.465411, 0.31, 0.534589
0.01, 0.454438, 0.31, 0.545562
0.01, 0.449957, 0.31, 0.550043
0.01, 0.435652, 0.31, 0.564348
0.01, 0.447468, 0.31, 0.552532
0.01, 0.444794, 0.31, 0.555206
0.01, 0.463663, 0.31, 0.536337
0.01, 0.444809, 0.31, 0.555191
0.01, 0.461592, 0.31, 0.538408
0.01, 0.446722, 0.31, 0.553278
0.01, 0.450828, 0.31, 0.549172
0.01, 0.448859, 0.31, 0.551141
0.01, 0.427447, 0.31, 0.572553
0.01, 0.441601, 0.31, 0.558399
0.01, 0.467048, 0.31, 0.532952
0.01, 0.438349, 0.31, 0.561651
0.01, 0.43688, 0.31, 0.56312
0.01, 0.449649, 0.31, 0.550351
0.01, 0.43683, 0.31, 0.56317
0.01, 0.452566, 0.31, 0.547434
0.01, 0.431625, 0.31, 0.568375
0.01, 0.426695, 0.31, 0.573305
0.01, 0.445019, 0.31, 0.554981
0.01, 0.457703, 0.31, 0.542297
0.01, 0.447578, 0.31, 0.552422
0.01, 0.454847, 0.31, 0.545153
0.01, 0.43692, 0.31, 0.56308
0.01, 0.455647, 0.31, 0.544353
0.01, 0.440684, 0.31, 0.559316
0.01, 0.452348, 0.31, 0.547652
0.01, 0.441981, 0.31, 0.558019
0.01, 0.477798, 0.31, 0.522202
0.01, 0.446085, 0.31, 0.553915
0.01, 0.464992, 0.31, 0.535008
0.01, 0.45776, 0.31, 0.54224
0.01, 0.444625, 0.31, 0.555375
0.01, 0.44508, 0.31, 0.55492
0.01, 0.448518, 0.31, 0.551482
0.01, 0.45885, 0.31, 0.54115
0.01, 0.425373, 0.31, 0.574627
0.01, 0.45871, 0.31, 0.54129
0.01, 0.454609, 0.31, 0.545391
0.01, 0.437195, 0.31, 0.562805
0.01, 0.447679, 0.31, 0.552321
0.01, 0.451844, 0.31, 0.548156
