Gamma, Selfish Profit, Selfish Hash Rate, Honest Hash Rate
0.02, 0.321806, 0.24, 0.678194
0.02, 0.323129, 0.24, 0.676871
0.02, 0.315647, 0.24, 0.684353
0.02, 0.320748, 0.24, 0.679252
0.02, 0.320875, 0.24, 0.679125
0.02, 0.328294, 0.24, 0.671706
0.02, 0.324346, 0.24, 0.675654
0.02, 0.326628, 0.24, 0.673372
0.02, 0.330088, 0.24, 0.669912
0.02, 0.323447, 0.24, 0.676553
0.02, 0.313109, 0.24, 0.686891
0.02, 0.326683, 0.24, 0.673317
0.02, 0.318508, 0.24, 0.681492
0.02, 0.320321, 0.24, 0.679679
0.02, 0.325141, 0.24, 0.674859
0.02, 0.326152, 0.24, 0.673848
0.02, 0.340255, 0.24, 0.659745
0.02, 0.312549, 0.24, 0.687451
0.02, 0.31295, 0.24, 0.68705
0.02, 0.31421, 0.24, 0.68579
0.02, 0.331989, 0.24, 0.668011
0.02, 0.311817, 0.24, 0.688183
0.02, 0.319161, 0.24, 0.680839
0.02, 0.338364, 0.24, 0.661636
0.02, 0.31354, 0.24, 0.68646
0.02, 0.333241, 0.24, 0.666759
0.02, 0.331918, 0.24, 0.668082
0.02, 0.33276, 0.24, 0.66724
0.02, 0.327281, 0.24, 0.672719
0.02, 0.334162, 0.24, 0.665838
0.02, 0.325602, 0.24, 0.674398
0.02, 0.326054, 0.24, 0.673946
0.02, 0.330965, 0.24, 0.669035
0.02, 0.331958, 0.24, 0.668042
0.02, 0.320227, 0.24, 0.679773
0.02, 0.333194, 0.24, 0.666806
0.02, 0.323369, 0.24, 0.676631
0.02, 0.334142, 0.24, 0.665858
0.02, 0.327181, 0.24, 0.672819
0.02, 0.329641, 0.24, 0.670359
0.02, 0.331897, 0.24, 0.668103
0.02, 0.321322, 0.24, 0.678678
0.02, 0.318476, 0.24, 0.681524
0.02, 0.336723, 0.24, 0.663277
0.02, 0.324722, 0.24, 0.675278
0.02, 0.33624, 0.24, 0.66376
0.02, 0.317088, 0.24, 0.682912
0.02, 0.318479, 0.24, 0.681521
0.02, 0.340069, 0.24, 0.659931
0.02, 0.321718, 0.24, 0.678282
0.02, 0.326524, 0.24, 0.673476
0.02, 0.329066, 0.24, 0.670934
0.02, 0.313125, 0.24, 0.686875
0.02, 0.319974, 0.24, 0.680026
0.02, 0.327554, 0.24, 0.672446
0.02, 0.314287, 0.24, 0.685713
0.02, 0.325203, 0.24, 0.674797
0.02, 0.334815, 0.24, 0.665185
0.02, 0.327058, 0.24, 0.672942
0.02, 0.324331, 0.24, 0.675669
0.02, 0.325998, 0.24, 0.674002
0.02, 0.33138, 0.24, 0.66862
0.02, 0.334444, 0.24, 0.665556
0.02, 0.316905, 0.24, 0.683095
0.02, 0.332459, 0.24, 0.667541
0.02, 0.341436, 0.24, 0.658564
0.02, 0.324262, 0.24, 0.675738
0.02, 0.326336, 0.24, 0.673664
0.02, 0.304109, 0.24, 0.695891
0.02, 0.327877, 0.24, 0.672123
0.02, 0.322608, 0.24, 0.677392
0.02, 0.327919, 0.24, 0.672081
0.02, 0.318355, 0.24, 0.681645
0.02, 0.356916, 0.25, 0.643084
0.02, 0.335178, 0.25, 0.664822
0.02, 0.33517, 0.25, 0.66483
0.02, 0.330546, 0.25, 0.669454
0.02, 0.351456, 0.25, 0.648544
0.02, 0.334998, 0.25, 0.665002
0.02, 0.328296, 0.25, 0.671704
0.02, 0.322397, 0.25, 0.677603
0.02, 0.345486, 0.25, 0.654514
0.02, 0.328197, 0.25, 0.671803
0.02, 0.325948, 0.25, 0.674052
0.02, 0.346662, 0.25, 0.653338
0.02, 0.347602, 0.25, 0.652398
0.02, 0.332589, 0.25, 0.667411
0.02, 0.343834, 0.25, 0.656166
0.02, 0.333053, 0.25, 0.666947
0.02, 0.335015, 0.25, 0.664985
0.02, 0.336431, 0.25, 0.663569
0.02, 0.319528, 0.25, 0.680472
0.02, 0.341194, 0.25, 0.658806
0.02, 0.346267, 0.25, 0.653733
0.02, 0.336682, 0.25, 0.663318
0.02, 0.346788, 0.25, 0.653212
0.02, 0.339581, 0.25, 0.660419
0.02, 0.318415, 0.25, 0.681585
0.02, 0.342902, 0.25, 0.657098
0.02, 0.327108, 0.25, 0.672892
0.02, 0.334193, 0.25, 0.665807
0.02, 0.337919, 0.25, 0.662081
0.02, 0.330001, 0.25, 0.669999
0.02, 0.348003, 0.25, 0.651997
0.02, 0.343767, 0.25, 0.656233
0.02, 0.339262, 0.25, 0.660738
0.02, 0.340509, 0.25, 0.659491
0.02, 0.341096, 0.25, 0.658904
0.02, 0.360754, 0.25, 0.639246
0.02, 0.345745, 0.25, 0.654255
0.02, 0.331883, 0.25, 0.668117
0.02, 0.339463, 0.25, 0.660537
0.02, 0.35087, 0.25, 0.64913
0.02, 0.333946, 0.25, 0.666054
0.02, 0.332521, 0.25, 0.667479
0.02, 0.343234, 0.25, 0.656766
0.02, 0.352551, 0.25, 0.647449
0.02, 0.349224, 0.25, 0.650776
0.02, 0.34575, 0.25, 0.65425
0.02, 0.338814, 0.25, 0.661186
0.02, 0.368418, 0.25, 0.631582
0.02, 0.34504, 0.25, 0.65496
0.02, 0.346962, 0.25, 0.653038
0.02, 0.345931, 0.25, 0.654069
0.02, 0.340755, 0.25, 0.659245
0.02, 0.331171, 0.25, 0.668829
0.02, 0.327093, 0.25, 0.672907
0.02, 0.336463, 0.25, 0.663537
0.02, 0.332111, 0.25, 0.667889
0.02, 0.337874, 0.25, 0.662126
0.02, 0.349297, 0.25, 0.650703
0.02, 0.318464, 0.25, 0.681536
0.02, 0.361051, 0.25, 0.638949
0.02, 0.337456, 0.25, 0.662544
0.02, 0.331844, 0.25, 0.668156
0.02, 0.335804, 0.25, 0.664196
0.02, 0.323768, 0.25, 0.676232
0.02, 0.337156, 0.25, 0.662844
0.02, 0.331736, 0.25, 0.668264
0.02, 0.340279, 0.25, 0.659721
0.02, 0.34088, 0.25, 0.65912
0.02, 0.343364, 0.25, 0.656636
0.02, 0.344038, 0.25, 0.655962
0.02, 0.348341, 0.25, 0.651659
0.02, 0.351484, 0.25, 0.648516
0.02, 0.346233, 0.25, 0.653767
0.02, 0.343321, 0.25, 0.656679
0.02, 0.33768, 0.25, 0.66232
0.02, 0.333502, 0.25, 0.666498
0.02, 0.356906, 0.25, 0.643094
0.02, 0.328007, 0.25, 0.671993
0.02, 0.336935, 0.25, 0.663065
0.02, 0.36059, 0.25, 0.63941
0.02, 0.333632, 0.25, 0.666368
0.02, 0.341269, 0.25, 0.658731
0.02, 0.340184, 0.25, 0.659816
0.02, 0.326628, 0.25, 0.673372
0.02, 0.34827, 0.25, 0.65173
0.02, 0.344141, 0.25, 0.655859
0.02, 0.362389, 0.25, 0.637611
0.02, 0.342343, 0.25, 0.657657
0.02, 0.342536, 0.25, 0.657464
0.02, 0.3327, 0.25, 0.6673
0.02, 0.343992, 0.25, 0.656008
0.02, 0.343623, 0.25, 0.656377
0.02, 0.3405, 0.25, 0.6595
0.02, 0.344263, 0.25, 0.655737
0.02, 0.336296, 0.25, 0.663704
0.02, 0.352367, 0.25, 0.647633
0.02, 0.342953, 0.25, 0.657047
0.02, 0.340786, 0.25, 0.659214
0.02, 0.352231, 0.25, 0.647769
0.02, 0.315227, 0.25, 0.684773
0.02, 0.35172, 0.26, 0.64828
0.02, 0.370015, 0.26, 0.629985
0.02, 0.351255, 0.26, 0.648745
0.02, 0.351459, 0.26, 0.648541
0.02, 0.358021, 0.26, 0.641979
0.02, 0.353183, 0.26, 0.646817
0.02, 0.369492, 0.26, 0.630508
0.02, 0.373538, 0.26, 0.626462
0.02, 0.365379, 0.26, 0.634621
0.02, 0.357844, 0.26, 0.642156
0.02, 0.361455, 0.26, 0.638545
0.02, 0.359907, 0.26, 0.640093
0.02, 0.368609, 0.26, 0.631391
0.02, 0.361619, 0.26, 0.638381
0.02, 0.356998, 0.26, 0.643002
0.02, 0.349457, 0.26, 0.650543
0.02, 0.371245, 0.26, 0.628755
0.02, 0.363577, 0.26, 0.636423
0.02, 0.345604, 0.26, 0.654396
0.02, 0.352655, 0.26, 0.647345
0.02, 0.36788, 0.26, 0.63212
0.02, 0.37791, 0.26, 0.62209
0.02, 0.360835, 0.26, 0.639165
0.02, 0.36316, 0.26, 0.63684
0.02, 0.364794, 0.26, 0.635206
0.02, 0.380382, 0.26, 0.619618
0.02, 0.351335, 0.26, 0.648665
0.02, 0.361961, 0.26, 0.638039
0.02, 0.356956, 0.26, 0.643044
0.02, 0.359677, 0.26, 0.640323
0.02, 0.351039, 0.26, 0.648961
0.02, 0.359665, 0.26, 0.640335
0.02, 0.343084, 0.26, 0.656916
0.02, 0.351672, 0.26, 0.648328
0.02, 0.349911, 0.26, 0.650089
0.02, 0.361892, 0.26, 0.638108
0.02, 0.366821, 0.26, 0.633179
0.02, 0.364851, 0.26, 0.635149
0.02, 0.355712, 0.26, 0.644288
0.02, 0.357208, 0.26, 0.642792
0.02, 0.358564, 0.26, 0.641436
0.02, 0.368067, 0.26, 0.631933
0.02, 0.363082, 0.26, 0.636918
0.02, 0.368389, 0.26, 0.631611
0.02, 0.357125, 0.26, 0.642875
0.02, 0.375168, 0.26, 0.624832
0.02, 0.370434, 0.26, 0.629566
0.02, 0.347036, 0.26, 0.652964
0.02, 0.360213, 0.26, 0.639787
0.02, 0.376807, 0.26, 0.623193
0.02, 0.35233, 0.26, 0.64767
0.02, 0.375227, 0.26, 0.624773
0.02, 0.358236, 0.26, 0.641764
0.02, 0.344388, 0.26, 0.655612
0.02, 0.353678, 0.26, 0.646322
0.02, 0.372708, 0.26, 0.627292
0.02, 0.366304, 0.26, 0.633696
0.02, 0.35134, 0.26, 0.64866
0.02, 0.36229, 0.26, 0.63771
0.02, 0.367722, 0.26, 0.632278
0.02, 0.362035, 0.26, 0.637965
0.02, 0.359736, 0.26, 0.640264
0.02, 0.364934, 0.26, 0.635066
0.02, 0.357451, 0.26, 0.642549
0.02, 0.375994, 0.26, 0.624006
0.02, 0.355726, 0.26, 0.644274
0.02, 0.351109, 0.26, 0.648891
0.02, 0.362928, 0.26, 0.637072
0.02, 0.36123, 0.26, 0.63877
0.02, 0.367733, 0.26, 0.632267
0.02, 0.365125, 0.26, 0.634875
0.02, 0.360924, 0.26, 0.639076
0.02, 0.361168, 0.26, 0.638832
0.02, 0.347757, 0.26, 0.652243
0.02, 0.338079, 0.26, 0.661921
0.02, 0.368551, 0.26, 0.631449
0.02, 0.363553, 0.26, 0.636447
0.02, 0.357912, 0.26, 0.642088
0.02, 0.355756, 0.26, 0.644244
0.02, 0.358778, 0.26, 0.641222
0.02, 0.360142, 0.26, 0.639858
0.02, 0.367718, 0.26, 0.632282
0.02, 0.354969, 0.26, 0.645031
0.02, 0.341796, 0.26, 0.658204
0.02, 0.352987, 0.26, 0.647013
0.02, 0.355748, 0.26, 0.644252
0.02, 0.361871, 0.26, 0.638129
0.02, 0.351219, 0.26, 0.648781
0.02, 0.369987, 0.26, 0.630013
0.02, 0.345067, 0.26, 0.654933
0.02, 0.355787, 0.26, 0.644213
0.02, 0.364799, 0.26, 0.635201
0.02, 0.359484, 0.26, 0.640516
0.02, 0.368425, 0.26, 0.631575
0.02, 0.345441, 0.26, 0.654559
0.02, 0.363092, 0.26, 0.636908
0.02, 0.377679, 0.26, 0.622321
0.02, 0.352307, 0.26, 0.647693
0.02, 0.372447, 0.26, 0.627553
0.02, 0.367614, 0.26, 0.632386
0.02, 0.355941, 0.27, 0.644059
0.02, 0.386517, 0.27, 0.613483
0.02, 0.370382, 0.27, 0.629618
0.02, 0.373054, 0.27, 0.626946
0.02, 0.35839, 0.27, 0.64161
0.02, 0.381412, 0.27, 0.618588
0.02, 0.388625, 0.27, 0.611375
0.02, 0.381168, 0.27, 0.618832
0.02, 0.365821, 0.27, 0.634179
0.02, 0.369779, 0.27, 0.630221
0.02, 0.360713, 0.27, 0.639287
0.02, 0.368778, 0.27, 0.631222
0.02, 0.384454, 0.27, 0.615546
0.02, 0.398328, 0.27, 0.601672
0.02, 0.381319, 0.27, 0.618681
0.02, 0.38085, 0.27, 0.61915
0.02, 0.358511, 0.27, 0.641489
0.02, 0.392549, 0.27, 0.607451
0.02, 0.383026, 0.27, 0.616974
0.02, 0.376712, 0.27, 0.623288
0.02, 0.391016, 0.27, 0.608984
0.02, 0.352545, 0.27, 0.647455
0.02, 0.370113, 0.27, 0.629887
0.02, 0.374609, 0.27, 0.625391
0.02, 0.390274, 0.27, 0.609726
0.02, 0.375073, 0.27, 0.624927
0.02, 0.376481, 0.27, 0.623519
0.02, 0.387626, 0.27, 0.612374
0.02, 0.382818, 0.27, 0.617182
0.02, 0.384307, 0.27, 0.615693
0.02, 0.380834, 0.27, 0.619166
0.02, 0.366789, 0.27, 0.633211
0.02, 0.371465, 0.27, 0.628535
0.02, 0.386407, 0.27, 0.613593
0.02, 0.372958, 0.27, 0.627042
0.02, 0.381203, 0.27, 0.618797
0.02, 0.373164, 0.27, 0.626836
0.02, 0.39643, 0.27, 0.60357
0.02, 0.383979, 0.27, 0.616021
0.02, 0.363989, 0.27, 0.636011
0.02, 0.383656, 0.27, 0.616344
0.02, 0.394336, 0.27, 0.605664
0.02, 0.364565, 0.27, 0.635435
0.02, 0.394979, 0.27, 0.605021
0.02, 0.387495, 0.27, 0.612505
0.02, 0.350249, 0.27, 0.649751
0.02, 0.360916, 0.27, 0.639084
0.02, 0.364409, 0.27, 0.635591
0.02, 0.360537, 0.27, 0.639463
0.02, 0.38016, 0.27, 0.61984
0.02, 0.355947, 0.27, 0.644053
0.02, 0.373051, 0.27, 0.626949
0.02, 0.37583, 0.27, 0.62417
0.02, 0.37291, 0.27, 0.62709
0.02, 0.404555, 0.27, 0.595445
0.02, 0.384622, 0.27, 0.615378
0.02, 0.376704, 0.27, 0.623296
0.02, 0.380382, 0.27, 0.619618
0.02, 0.370684, 0.27, 0.629316
0.02, 0.366348, 0.27, 0.633652
0.02, 0.369846, 0.27, 0.630154
0.02, 0.364859, 0.27, 0.635141
0.02, 0.38688, 0.27, 0.61312
0.02, 0.366209, 0.27, 0.633791
0.02, 0.383579, 0.27, 0.616421
0.02, 0.380249, 0.27, 0.619751
0.02, 0.385891, 0.27, 0.614109
0.02, 0.370695, 0.27, 0.629305
0.02, 0.371123, 0.27, 0.628877
0.02, 0.370277, 0.27, 0.629723
0.02, 0.377881, 0.27, 0.622119
0.02, 0.385745, 0.27, 0.614255
0.02, 0.388105, 0.27, 0.611895
0.02, 0.379952, 0.27, 0.620048
0.02, 0.367387, 0.27, 0.632613
0.02, 0.366261, 0.27, 0.633739
0.02, 0.384527, 0.27, 0.615473
0.02, 0.400746, 0.27, 0.599254
0.02, 0.371429, 0.27, 0.628571
0.02, 0.368752, 0.27, 0.631248
0.02, 0.370417, 0.27, 0.629583
0.02, 0.39485, 0.27, 0.60515
0.02, 0.376151, 0.27, 0.623849
0.02, 0.380652, 0.27, 0.619348
0.02, 0.390465, 0.27, 0.609535
0.02, 0.380344, 0.27, 0.619656
0.02, 0.364727, 0.27, 0.635273
0.02, 0.392049, 0.27, 0.607951
0.02, 0.372385, 0.27, 0.627615
0.02, 0.371594, 0.27, 0.628406
0.02, 0.37137, 0.27, 0.62863
0.02, 0.386568, 0.27, 0.613432
0.02, 0.386035, 0.27, 0.613965
0.02, 0.371247, 0.27, 0.628753
0.02, 0.375467, 0.27, 0.624533
0.02, 0.366556, 0.27, 0.633444
0.02, 0.361884, 0.27, 0.638116
0.02, 0.389656, 0.27, 0.610344
0.02, 0.381448, 0.27, 0.618552
0.02, 0.392767, 0.27, 0.607233
0.02, 0.385323, 0.28, 0.614677
0.02, 0.394111, 0.28, 0.605889
0.02, 0.39473, 0.28, 0.60527
0.02, 0.388709, 0.28, 0.611291
0.02, 0.398607, 0.28, 0.601393
0.02, 0.393257, 0.28, 0.606743
0.02, 0.403949, 0.28, 0.596051
0.02, 0.38563, 0.28, 0.61437
0.02, 0.397412, 0.28, 0.602588
0.02, 0.389555, 0.28, 0.610445
0.02, 0.407446, 0.28, 0.592554
0.02, 0.394936, 0.28, 0.605064
0.02, 0.401835, 0.28, 0.598165
0.02, 0.397593, 0.28, 0.602407
0.02, 0.395111, 0.28, 0.604889
0.02, 0.391038, 0.28, 0.608962
0.02, 0.384499, 0.28, 0.615501
0.02, 0.395794, 0.28, 0.604206
0.02, 0.39498, 0.28, 0.60502
0.02, 0.389752, 0.28, 0.610248
0.02, 0.396413, 0.28, 0.603587
0.02, 0.385322, 0.28, 0.614678
0.02, 0.394574, 0.28, 0.605426
0.02, 0.396847, 0.28, 0.603153
0.02, 0.385102, 0.28, 0.614898
0.02, 0.392741, 0.28, 0.607259
0.02, 0.393541, 0.28, 0.606459
0.02, 0.389696, 0.28, 0.610304
0.02, 0.395555, 0.28, 0.604445
0.02, 0.401601, 0.28, 0.598399
0.02, 0.395672, 0.28, 0.604328
0.02, 0.39259, 0.28, 0.60741
0.02, 0.394262, 0.28, 0.605738
0.02, 0.397775, 0.28, 0.602225
0.02, 0.411449, 0.28, 0.588551
0.02, 0.387524, 0.28, 0.612476
0.02, 0.400629, 0.28, 0.599371
0.02, 0.39564, 0.28, 0.60436
0.02, 0.383618, 0.28, 0.616382
0.02, 0.406188, 0.28, 0.593812
0.02, 0.389732, 0.28, 0.610268
0.02, 0.389466, 0.28, 0.610534
0.02, 0.391204, 0.28, 0.608796
0.02, 0.394693, 0.28, 0.605307
0.02, 0.38716, 0.28, 0.61284
0.02, 0.385908, 0.28, 0.614092
0.02, 0.399263, 0.28, 0.600737
0.02, 0.395262, 0.28, 0.604738
0.02, 0.411253, 0.28, 0.588747
0.02, 0.4065, 0.28, 0.5935
0.02, 0.395404, 0.28, 0.604596
0.02, 0.393841, 0.28, 0.606159
0.02, 0.402293, 0.28, 0.597707
0.02, 0.405021, 0.28, 0.594979
0.02, 0.407509, 0.28, 0.592491
0.02, 0.396722, 0.28, 0.603278
0.02, 0.39967, 0.28, 0.60033
0.02, 0.384541, 0.28, 0.615459
0.02, 0.379394, 0.28, 0.620606
0.02, 0.393556, 0.28, 0.606444
0.02, 0.393819, 0.28, 0.606181
0.02, 0.375594, 0.28, 0.624406
0.02, 0.404483, 0.28, 0.595517
0.02, 0.401356, 0.28, 0.598644
0.02, 0.408162, 0.28, 0.591838
0.02, 0.392965, 0.28, 0.607035
0.02, 0.38418, 0.28, 0.61582
0.02, 0.38548, 0.28, 0.61452
0.02, 0.406075, 0.28, 0.593925
0.02, 0.403911, 0.28, 0.596089
0.02, 0.383774, 0.28, 0.616226
0.02, 0.397648, 0.28, 0.602352
0.02, 0.393748, 0.28, 0.606252
0.02, 0.389957, 0.28, 0.610043
0.02, 0.407875, 0.28, 0.592125
0.02, 0.393901, 0.28, 0.606099
0.02, 0.398174, 0.28, 0.601826
0.02, 0.391305, 0.28, 0.608695
0.02, 0.397471, 0.28, 0.602529
0.02, 0.403883, 0.28, 0.596117
0.02, 0.380225, 0.28, 0.619775
0.02, 0.404816, 0.28, 0.595184
0.02, 0.386541, 0.28, 0.613459
0.02, 0.406148, 0.28, 0.593852
0.02, 0.405953, 0.28, 0.594047
0.02, 0.405372, 0.28, 0.594628
0.02, 0.399251, 0.28, 0.600749
0.02, 0.421504, 0.28, 0.578496
0.02, 0.404988, 0.28, 0.595012
0.02, 0.420332, 0.28, 0.579668
0.02, 0.397693, 0.28, 0.602307
0.02, 0.391688, 0.28, 0.608312
0.02, 0.395666, 0.28, 0.604334
0.02, 0.397928, 0.28, 0.602072
0.02, 0.397656, 0.28, 0.602344
0.02, 0.394175, 0.28, 0.605825
0.02, 0.401368, 0.28, 0.598632
0.02, 0.393911, 0.28, 0.606089
0.02, 0.411101, 0.28, 0.588899
0.02, 0.405509, 0.28, 0.594491
0.02, 0.436578, 0.29, 0.563422
0.02, 0.403462, 0.29, 0.596538
0.02, 0.41387, 0.29, 0.58613
0.02, 0.406045, 0.29, 0.593955
0.02, 0.429853, 0.29, 0.570147
0.02, 0.408481, 0.29, 0.591519
0.02, 0.403385, 0.29, 0.596615
0.02, 0.432531, 0.29, 0.567469
0.02, 0.41213, 0.29, 0.58787
0.02, 0.416983, 0.29, 0.583017
0.02, 0.446265, 0.29, 0.553735
0.02, 0.432542, 0.29, 0.567458
0.02, 0.429342, 0.29, 0.570658
0.02, 0.404053, 0.29, 0.595947
0.02, 0.399225, 0.29, 0.600775
0.02, 0.409026, 0.29, 0.590974
0.02, 0.40915, 0.29, 0.59085
0.02, 0.395536, 0.29, 0.604464
0.02, 0.405124, 0.29, 0.594876
0.02, 0.408105, 0.29, 0.591895
0.02, 0.40945, 0.29, 0.59055
0.02, 0.425603, 0.29, 0.574397
0.02, 0.412075, 0.29, 0.587925
0.02, 0.408269, 0.29, 0.591731
0.02, 0.403135, 0.29, 0.596865
0.02, 0.408228, 0.29, 0.591772
0.02, 0.425714, 0.29, 0.574286
0.02, 0.401114, 0.29, 0.598886
0.02, 0.401783, 0.29, 0.598217
0.02, 0.418041, 0.29, 0.581959
0.02, 0.415513, 0.29, 0.584487
0.02, 0.419274, 0.29, 0.580726
0.02, 0.425005, 0.29, 0.574995
0.02, 0.422665, 0.29, 0.577335
0.02, 0.414172, 0.29, 0.585828
0.02, 0.404829, 0.29, 0.595171
0.02, 0.394798, 0.29, 0.605202
0.02, 0.401347, 0.29, 0.598653
0.02, 0.412187, 0.29, 0.587813
0.02, 0.401357, 0.29, 0.598643
0.02, 0.415278, 0.29, 0.584722
0.02, 0.41725, 0.29, 0.58275
0.02, 0.415317, 0.29, 0.584683
0.02, 0.411928, 0.29, 0.588072
0.02, 0.423554, 0.29, 0.576446
0.02, 0.411411, 0.29, 0.588589
0.02, 0.417805, 0.29, 0.582195
0.02, 0.432653, 0.29, 0.567347
0.02, 0.413585, 0.29, 0.586415
0.02, 0.41154, 0.29, 0.58846
0.02, 0.421652, 0.29, 0.578348
0.02, 0.383027, 0.29, 0.616973
0.02, 0.397894, 0.29, 0.602106
0.02, 0.402247, 0.29, 0.597753
0.02, 0.427518, 0.29, 0.572482
0.02, 0.410598, 0.29, 0.589402
0.02, 0.41769, 0.29, 0.58231
0.02, 0.404923, 0.29, 0.595077
0.02, 0.403192, 0.29, 0.596808
0.02, 0.418691, 0.29, 0.581309
0.02, 0.406306, 0.29, 0.593694
0.02, 0.433887, 0.29, 0.566113
0.02, 0.420964, 0.29, 0.579036
0.02, 0.41047, 0.29, 0.58953
0.02, 0.42928, 0.29, 0.57072
0.02, 0.421608, 0.29, 0.578392
0.02, 0.41445, 0.29, 0.58555
0.02, 0.414588, 0.29, 0.585412
0.02, 0.397149, 0.29, 0.602851
0.02, 0.398545, 0.29, 0.601455
0.02, 0.416781, 0.29, 0.583219
0.02, 0.419125, 0.29, 0.580875
0.02, 0.411741, 0.29, 0.588259
0.02, 0.400505, 0.29, 0.599495
0.02, 0.443191, 0.29, 0.556809
0.02, 0.414709, 0.29, 0.585291
0.02, 0.411763, 0.29, 0.588237
0.02, 0.388848, 0.29, 0.611152
0.02, 0.412745, 0.29, 0.587255
0.02, 0.416834, 0.29, 0.583166
0.02, 0.412595, 0.29, 0.587405
0.02, 0.425652, 0.29, 0.574348
0.02, 0.409933, 0.29, 0.590067
0.02, 0.40924, 0.29, 0.59076
0.02, 0.403563, 0.29, 0.596437
0.02, 0.425612, 0.29, 0.574388
0.02, 0.43905, 0.29, 0.56095
0.02, 0.421348, 0.29, 0.578652
0.02, 0.4048, 0.29, 0.5952
0.02, 0.423424, 0.29, 0.576576
0.02, 0.406348, 0.29, 0.593652
0.02, 0.39792, 0.29, 0.60208
0.02, 0.405099, 0.29, 0.594901
0.02, 0.424496, 0.29, 0.575504
0.02, 0.412564, 0.29, 0.587436
0.02, 0.419758, 0.29, 0.580242
0.02, 0.425024, 0.29, 0.574976
0.02, 0.404995, 0.29, 0.595005
0.02, 0.387069, 0.29, 0.612931
0.02, 0.40827, 0.29, 0.59173
0.02, 0.449513, 0.3, 0.550487
0.02, 0.447924, 0.3, 0.552076
0.02, 0.431905, 0.3, 0.568095
0.02, 0.428272, 0.3, 0.571728
0.02, 0.458959, 0.3, 0.541041
0.02, 0.43343, 0.3, 0.56657
0.02, 0.423662, 0.3, 0.576338
0.02, 0.417277, 0.3, 0.582723
0.02, 0.444945, 0.3, 0.555055
0.02, 0.446475, 0.3, 0.553525
0.02, 0.406355, 0.3, 0.593645
0.02, 0.439986, 0.3, 0.560014
0.02, 0.426062, 0.3, 0.573938
0.02, 0.429791, 0.3, 0.570209
0.02, 0.408206, 0.3, 0.591794
0.02, 0.429364, 0.3, 0.570636
0.02, 0.440386, 0.3, 0.559614
0.02, 0.432079, 0.3, 0.567921
0.02, 0.440309, 0.3, 0.559691
0.02, 0.438432, 0.3, 0.561568
0.02, 0.438912, 0.3, 0.561088
0.02, 0.433983, 0.3, 0.566017
0.02, 0.420054, 0.3, 0.579946
0.02, 0.436567, 0.3, 0.563433
0.02, 0.436218, 0.3, 0.563782
0.02, 0.447886, 0.3, 0.552114
0.02, 0.445273, 0.3, 0.554727
0.02, 0.430774, 0.3, 0.569226
0.02, 0.429771, 0.3, 0.570229
0.02, 0.430572, 0.3, 0.569428
0.02, 0.419291, 0.3, 0.580709
0.02, 0.445347, 0.3, 0.554653
0.02, 0.417803, 0.3, 0.582197
0.02, 0.436277, 0.3, 0.563723
0.02, 0.442214, 0.3, 0.557786
0.02, 0.418792, 0.3, 0.581208
0.02, 0.438086, 0.3, 0.561914
0.02, 0.436896, 0.3, 0.563104
0.02, 0.445247, 0.3, 0.554753
0.02, 0.434737, 0.3, 0.565263
0.02, 0.433939, 0.3, 0.566061
0.02, 0.426182, 0.3, 0.573818
0.02, 0.417163, 0.3, 0.582837
0.02, 0.452894, 0.3, 0.547106
0.02, 0.458896, 0.3, 0.541104
0.02, 0.417531, 0.3, 0.582469
0.02, 0.430765, 0.3, 0.569235
0.02, 0.428769, 0.3, 0.571231
0.02, 0.43184, 0.3, 0.56816
0.02, 0.441532, 0.3, 0.558468
0.02, 0.419986, 0.3, 0.580014
0.02, 0.433008, 0.3, 0.566992
0.02, 0.437517, 0.3, 0.562483
0.02, 0.439273, 0.3, 0.560727
0.02, 0.448831, 0.3, 0.551169
0.02, 0.412656, 0.3, 0.587344
0.02, 0.430216, 0.3, 0.569784
0.02, 0.444193, 0.3, 0.555807
0.02, 0.410691, 0.3, 0.589309
0.02, 0.438485, 0.3, 0.561515
0.02, 0.4296, 0.3, 0.5704
0.02, 0.423729, 0.3, 0.576271
0.02, 0.448438, 0.3, 0.551562
0.02, 0.42435, 0.3, 0.57565
0.02, 0.441951, 0.3, 0.558049
0.02, 0.431769, 0.3, 0.568231
0.02, 0.420239, 0.3, 0.579761
0.02, 0.414908, 0.3, 0.585092
0.02, 0.430686, 0.3, 0.569314
0.02, 0.41608, 0.3, 0.58392
0.02, 0.427003, 0.3, 0.572997
0.02, 0.43861, 0.3, 0.56139
0.02, 0.412851, 0.3, 0.587149
0.02, 0.400458, 0.3, 0.599542
0.02, 0.423125, 0.3, 0.576875
0.02, 0.432338, 0.3, 0.567662
0.02, 0.422276, 0.3, 0.577724
0.02, 0.40796, 0.3, 0.59204
0.02, 0.435841, 0.3, 0.564159
0.02, 0.425736, 0.3, 0.574264
0.02, 0.430106, 0.3, 0.569894
0.02, 0.413039, 0.3, 0.586961
0.02, 0.431251, 0.3, 0.568749
0.02, 0.433541, 0.3, 0.566459
0.02, 0.43378, 0.3, 0.56622
0.02, 0.436856, 0.3, 0.563144
0.02, 0.444903, 0.3, 0.555097
0.02, 0.451064, 0.3, 0.548936
0.02, 0.420474, 0.3, 0.579526
0.02, 0.422083, 0.3, 0.577917
0.02, 0.415302, 0.3, 0.584698
0.02, 0.432813, 0.3, 0.567187
