Gamma, Stubborn Fork Profit, Stubborn Trail Fork Hash Rate, Honest Profit
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 4.52482e-05, 0.03, 0.999955
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 8.6914e-05, 0.03, 0.999913
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 1.45e-05, 0.03, 0.999986
0, 0, 0.03, 1
0, 0, 0.03, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 2.40831e-05, 0.04, 0.999976
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 7.64159e-05, 0.04, 0.999924
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 5.99144e-05, 0.04, 0.99994
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.04, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 4.06658e-05, 0.05, 0.999959
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 5.66667e-05, 0.05, 0.999943
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000100827, 0.05, 0.999899
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 9.02481e-05, 0.05, 0.99991
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0.000233574, 0.05, 0.999766
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.05, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 2.9833e-05, 0.06, 0.99997
0, 0.000139571, 0.06, 0.99986
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 5.43425e-05, 0.06, 0.999946
0, 0.000169991, 0.06, 0.99983
0, 5.74993e-05, 0.06, 0.999943
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.000193973, 0.06, 0.999806
0, 0, 0.06, 1
0, 6.00813e-05, 0.06, 0.99994
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 6.81634e-05, 0.06, 0.999932
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 5.81641e-05, 0.06, 0.999942
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0.000168472, 0.06, 0.999832
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.06, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000129242, 0.07, 0.999871
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000106165, 0.07, 0.999894
0, 0, 0.07, 1
0, 1.97499e-05, 0.07, 0.99998
0, 0, 0.07, 1
0, 0.000241749, 0.07, 0.999758
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000229171, 0.07, 0.999771
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 2.64996e-05, 0.07, 0.999974
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0.000396575, 0.07, 0.999603
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 7.34131e-05, 0.07, 0.999927
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.07, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 8.30784e-05, 0.08, 0.999917
0, 0.000169898, 0.08, 0.99983
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 5.24144e-05, 0.08, 0.999948
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 3.08329e-05, 0.08, 0.999969
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0.000124157, 0.08, 0.999876
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 7.69955e-05, 0.08, 0.999923
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 8.60828e-05, 0.08, 0.999914
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 9.04978e-05, 0.08, 0.99991
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0.000160903, 0.08, 0.999839
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.08, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.000118654, 0.09, 0.999881
0, 0, 0.09, 1
0, 0.000259988, 0.09, 0.99974
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.000113175, 0.09, 0.999887
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 1.50833e-05, 0.09, 0.999985
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 3.30825e-05, 0.09, 0.999967
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0.000364153, 0.09, 0.999636
0, 0, 0.09, 1
0, 0.000226472, 0.09, 0.999774
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 4.18332e-05, 0.09, 0.999958
0, 0, 0.09, 1
0, 0.00023937, 0.09, 0.999761
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.09, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.0003265, 0.1, 0.999674
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 3.82495e-05, 0.1, 0.999962
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000112247, 0.1, 0.999888
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 2.25001e-05, 0.1, 0.999977
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 4.30815e-05, 0.1, 0.999957
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000116822, 0.1, 0.999883
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 7.208e-05, 0.1, 0.999928
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 3.49157e-05, 0.1, 0.999965
0, 0, 0.1, 1
0, 0.000123415, 0.1, 0.999877
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000133078, 0.1, 0.999867
0, 0.000275652, 0.1, 0.999724
0, 5.30833e-05, 0.1, 0.999947
0, 0, 0.1, 1
0, 8.8581e-05, 0.1, 0.999911
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 8.14985e-05, 0.1, 0.999919
0, 0, 0.1, 1
0, 2.21676e-05, 0.1, 0.999978
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0.000156981, 0.1, 0.999843
0, 0, 0.1, 1
0, 0, 0.1, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0.000112246, 0.11, 0.999888
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0.00012182, 0.11, 0.999878
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
0, 0, 0.11, 1
