Gamma, Selfish Profit, Selfish Hash Rate, Honest Profit
0, 0.0047516, 0.03, 0.995248
0, 0.00327786, 0.03, 0.996722
0, 0.00304369, 0.03, 0.996956
0, 0.00282771, 0.03, 0.997172
0, 0.00431155, 0.03, 0.995688
0, 0.00476028, 0.03, 0.99524
0, 0.0045637, 0.03, 0.995436
0, 0.00407849, 0.03, 0.995922
0, 0.00352257, 0.03, 0.996477
0, 0.00359134, 0.03, 0.996409
0, 0.00360269, 0.03, 0.996397
0, 0.00438554, 0.03, 0.995614
0, 0.00541015, 0.03, 0.99459
0, 0.00336881, 0.03, 0.996631
0, 0.00410597, 0.03, 0.995894
0, 0.00295989, 0.03, 0.99704
0, 0.00399182, 0.03, 0.996008
0, 0.00404483, 0.03, 0.995955
0, 0.00411973, 0.03, 0.99588
0, 0.00348361, 0.03, 0.996516
0, 0.0041302, 0.03, 0.99587
0, 0.0038887, 0.03, 0.996111
0, 0.00368483, 0.03, 0.996315
0, 0.00400214, 0.03, 0.995998
0, 0.00239616, 0.03, 0.997604
0, 0.00213713, 0.03, 0.997863
0, 0.00248269, 0.03, 0.997517
0, 0.00361036, 0.03, 0.99639
0, 0.00517402, 0.03, 0.994826
0, 0.00341752, 0.03, 0.996582
0, 0.00426293, 0.03, 0.995737
0, 0.00440549, 0.03, 0.995595
0, 0.00627827, 0.04, 0.993722
0, 0.00663162, 0.04, 0.993368
0, 0.00801546, 0.04, 0.991985
0, 0.00744087, 0.04, 0.992559
0, 0.00993367, 0.04, 0.990066
0, 0.00592401, 0.04, 0.994076
0, 0.00632799, 0.04, 0.993672
0, 0.0060263, 0.04, 0.993974
0, 0.0057563, 0.04, 0.994244
0, 0.00592608, 0.04, 0.994074
0, 0.00646639, 0.04, 0.993534
0, 0.00775261, 0.04, 0.992247
0, 0.00403691, 0.04, 0.995963
0, 0.00734184, 0.04, 0.992658
0, 0.00576736, 0.04, 0.994233
0, 0.00668605, 0.04, 0.993314
0, 0.00429338, 0.04, 0.995707
0, 0.00667822, 0.04, 0.993322
0, 0.00690709, 0.04, 0.993093
0, 0.0048885, 0.04, 0.995111
0, 0.00764334, 0.04, 0.992357
0, 0.00585622, 0.04, 0.994144
0, 0.00813812, 0.04, 0.991862
0, 0.00650301, 0.04, 0.993497
0, 0.00629967, 0.04, 0.9937
0, 0.00663643, 0.04, 0.993364
0, 0.00575444, 0.04, 0.994246
0, 0.00861167, 0.04, 0.991388
0, 0.00609464, 0.04, 0.993905
0, 0.00630723, 0.04, 0.993693
0, 0.00464521, 0.04, 0.995355
0, 0.00503119, 0.04, 0.994969
0, 0.00675086, 0.04, 0.993249
0, 0.00613106, 0.04, 0.993869
0, 0.006959, 0.04, 0.993041
0, 0.0077282, 0.04, 0.992272
0, 0.00551749, 0.04, 0.994483
0, 0.00558184, 0.04, 0.994418
0, 0.00741568, 0.04, 0.992584
0, 0.00798441, 0.04, 0.992016
0, 0.00527854, 0.04, 0.994721
0, 0.00619035, 0.04, 0.99381
0, 0.0059029, 0.04, 0.994097
0, 0.00616587, 0.04, 0.993834
0, 0.00785842, 0.04, 0.992142
0, 0.00558824, 0.04, 0.994412
0, 0.00629872, 0.04, 0.993701
0, 0.00635521, 0.04, 0.993645
0, 0.00890741, 0.04, 0.991093
0, 0.00674237, 0.04, 0.993258
0, 0.0061793, 0.04, 0.993821
0, 0.00551507, 0.04, 0.994485
0, 0.00642465, 0.04, 0.993575
0, 0.0065663, 0.04, 0.993434
0, 0.00509681, 0.04, 0.994903
0, 0.00690757, 0.04, 0.993092
0, 0.00669473, 0.04, 0.993305
0, 0.00567423, 0.04, 0.994326
0, 0.00687452, 0.04, 0.993125
0, 0.00792094, 0.04, 0.992079
0, 0.00782687, 0.04, 0.992173
0, 0.00649395, 0.04, 0.993506
0, 0.00644259, 0.04, 0.993557
0, 0.00689001, 0.04, 0.99311
0, 0.00823457, 0.04, 0.991765
0, 0.00854484, 0.04, 0.991455
0, 0.00769297, 0.04, 0.992307
0, 0.00641782, 0.04, 0.993582
0, 0.00644596, 0.04, 0.993554
0, 0.00819863, 0.04, 0.991801
0, 0.0048552, 0.04, 0.995145
0, 0.00502348, 0.04, 0.994977
0, 0.00719451, 0.04, 0.992805
0, 0.00673788, 0.04, 0.993262
0, 0.00467737, 0.04, 0.995323
0, 0.00620399, 0.04, 0.993796
0, 0.00745425, 0.04, 0.992546
0, 0.00617392, 0.04, 0.993826
0, 0.00639591, 0.04, 0.993604
0, 0.00656158, 0.04, 0.993438
0, 0.00663641, 0.04, 0.993364
0, 0.00618164, 0.04, 0.993818
0, 0.00657473, 0.04, 0.993425
0, 0.00646446, 0.04, 0.993536
0, 0.00615268, 0.04, 0.993847
0, 0.00660336, 0.04, 0.993397
0, 0.00651625, 0.04, 0.993484
0, 0.00727648, 0.04, 0.992724
0, 0.0064979, 0.04, 0.993502
0, 0.00681286, 0.04, 0.993187
0, 0.0059334, 0.04, 0.994067
0, 0.00684515, 0.04, 0.993155
0, 0.00631351, 0.04, 0.993686
0, 0.0070887, 0.04, 0.992911
0, 0.0068567, 0.04, 0.993143
0, 0.00784239, 0.04, 0.992158
0, 0.00860462, 0.04, 0.991395
0, 0.00778459, 0.04, 0.992215
0, 0.00716008, 0.04, 0.99284
0, 0.00730998, 0.04, 0.99269
0, 0.00930876, 0.05, 0.990691
0, 0.00967721, 0.05, 0.990323
0, 0.00955167, 0.05, 0.990448
0, 0.0103274, 0.05, 0.989673
0, 0.00921258, 0.05, 0.990787
0, 0.00992222, 0.05, 0.990078
0, 0.0116018, 0.05, 0.988398
0, 0.0112707, 0.05, 0.988729
0, 0.0095999, 0.05, 0.9904
0, 0.0118979, 0.05, 0.988102
0, 0.0127846, 0.05, 0.987215
0, 0.0110238, 0.05, 0.988976
0, 0.012471, 0.05, 0.987529
0, 0.0100691, 0.05, 0.989931
0, 0.0108038, 0.05, 0.989196
0, 0.0104402, 0.05, 0.98956
0, 0.0107469, 0.05, 0.989253
0, 0.0125653, 0.05, 0.987435
0, 0.00676061, 0.05, 0.993239
0, 0.00798821, 0.05, 0.992012
0, 0.00983612, 0.05, 0.990164
0, 0.0101193, 0.05, 0.989881
0, 0.00828952, 0.05, 0.99171
0, 0.00928961, 0.05, 0.99071
0, 0.0112121, 0.05, 0.988788
0, 0.0101446, 0.05, 0.989855
0, 0.0114148, 0.05, 0.988585
0, 0.0107827, 0.05, 0.989217
0, 0.00773208, 0.05, 0.992268
0, 0.00870972, 0.05, 0.99129
0, 0.00982803, 0.05, 0.990172
0, 0.0109208, 0.05, 0.989079
0, 0.00973966, 0.05, 0.99026
0, 0.0128411, 0.05, 0.987159
0, 0.010988, 0.05, 0.989012
0, 0.00984581, 0.05, 0.990154
0, 0.0104677, 0.05, 0.989532
0, 0.0114076, 0.05, 0.988592
0, 0.0110978, 0.05, 0.988902
0, 0.013063, 0.05, 0.986937
0, 0.0108944, 0.05, 0.989106
0, 0.0123988, 0.05, 0.987601
0, 0.00854428, 0.05, 0.991456
0, 0.00946867, 0.05, 0.990531
0, 0.0132814, 0.05, 0.986719
0, 0.0106741, 0.05, 0.989326
0, 0.0104561, 0.05, 0.989544
0, 0.0103994, 0.05, 0.989601
0, 0.0121241, 0.05, 0.987876
0, 0.00941659, 0.05, 0.990583
0, 0.00816764, 0.05, 0.991832
0, 0.00869945, 0.05, 0.991301
0, 0.0122315, 0.05, 0.987769
0, 0.0110174, 0.05, 0.988983
0, 0.0117464, 0.05, 0.988254
0, 0.0111848, 0.05, 0.988815
0, 0.00903885, 0.05, 0.990961
0, 0.0117149, 0.05, 0.988285
0, 0.0106866, 0.05, 0.989313
0, 0.0114731, 0.05, 0.988527
0, 0.00992468, 0.05, 0.990075
0, 0.0105709, 0.05, 0.989429
0, 0.00995492, 0.05, 0.990045
0, 0.0113672, 0.05, 0.988633
0, 0.010662, 0.05, 0.989338
0, 0.0109063, 0.05, 0.989094
0, 0.0101892, 0.05, 0.989811
0, 0.0123989, 0.05, 0.987601
0, 0.0126122, 0.05, 0.987388
0, 0.0122864, 0.05, 0.987714
0, 0.00957443, 0.05, 0.990426
0, 0.00936988, 0.05, 0.99063
0, 0.00958245, 0.05, 0.990418
0, 0.0125916, 0.05, 0.987408
0, 0.00967817, 0.05, 0.990322
0, 0.0099881, 0.05, 0.990012
0, 0.00866772, 0.05, 0.991332
0, 0.0099952, 0.05, 0.990005
0, 0.00971826, 0.05, 0.990282
0, 0.0112682, 0.05, 0.988732
0, 0.0114659, 0.05, 0.988534
0, 0.00879524, 0.05, 0.991205
0, 0.00985065, 0.05, 0.990149
0, 0.00689209, 0.05, 0.993108
0, 0.0141017, 0.05, 0.985898
0, 0.00858756, 0.05, 0.991412
0, 0.0107855, 0.05, 0.989214
0, 0.0106336, 0.05, 0.989366
0, 0.00824465, 0.05, 0.991755
0, 0.00987398, 0.05, 0.990126
0, 0.00896759, 0.05, 0.991032
0, 0.011042, 0.05, 0.988958
0, 0.00915958, 0.05, 0.99084
0, 0.0113986, 0.05, 0.988601
0, 0.0113766, 0.05, 0.988623
0, 0.0109412, 0.05, 0.989059
0, 0.012738, 0.05, 0.987262
0, 0.0113186, 0.05, 0.988681
0, 0.0116728, 0.05, 0.988327
0, 0.00796542, 0.05, 0.992035
0, 0.0134, 0.06, 0.9866
0, 0.0168317, 0.06, 0.983168
0, 0.0128289, 0.06, 0.987171
0, 0.0135137, 0.06, 0.986486
0, 0.0121871, 0.06, 0.987813
0, 0.0163992, 0.06, 0.983601
0, 0.0126069, 0.06, 0.987393
0, 0.0160621, 0.06, 0.983938
0, 0.0162002, 0.06, 0.9838
0, 0.0173119, 0.06, 0.982688
0, 0.0160071, 0.06, 0.983993
0, 0.0137552, 0.06, 0.986245
0, 0.0134067, 0.06, 0.986593
0, 0.0145833, 0.06, 0.985417
0, 0.0132415, 0.06, 0.986759
0, 0.0133553, 0.06, 0.986645
0, 0.0157693, 0.06, 0.984231
0, 0.014408, 0.06, 0.985592
0, 0.0147952, 0.06, 0.985205
0, 0.0140549, 0.06, 0.985945
0, 0.0122653, 0.06, 0.987735
0, 0.0178409, 0.06, 0.982159
0, 0.0130642, 0.06, 0.986936
0, 0.0124795, 0.06, 0.987521
0, 0.0159672, 0.06, 0.984033
0, 0.0136372, 0.06, 0.986363
0, 0.0158346, 0.06, 0.984165
0, 0.0141277, 0.06, 0.985872
0, 0.0144895, 0.06, 0.985511
0, 0.0161194, 0.06, 0.983881
0, 0.0134703, 0.06, 0.98653
0, 0.0119444, 0.06, 0.988056
0, 0.0137116, 0.06, 0.986288
0, 0.0142466, 0.06, 0.985753
0, 0.0170316, 0.06, 0.982968
0, 0.0121308, 0.06, 0.987869
0, 0.0169032, 0.06, 0.983097
0, 0.0127639, 0.06, 0.987236
0, 0.0156844, 0.06, 0.984316
0, 0.0161053, 0.06, 0.983895
0, 0.017744, 0.06, 0.982256
0, 0.0155467, 0.06, 0.984453
0, 0.015781, 0.06, 0.984219
0, 0.0136193, 0.06, 0.986381
0, 0.0170142, 0.06, 0.982986
0, 0.0127104, 0.06, 0.98729
0, 0.0128569, 0.06, 0.987143
0, 0.0162135, 0.06, 0.983786
0, 0.0121596, 0.06, 0.98784
0, 0.0142988, 0.06, 0.985701
0, 0.0146022, 0.06, 0.985398
0, 0.0141267, 0.06, 0.985873
0, 0.0140555, 0.06, 0.985945
0, 0.0174358, 0.06, 0.982564
0, 0.0165813, 0.06, 0.983419
0, 0.0142338, 0.06, 0.985766
0, 0.0120673, 0.06, 0.987933
0, 0.0121895, 0.06, 0.98781
0, 0.0124126, 0.06, 0.987587
0, 0.017775, 0.06, 0.982225
0, 0.0163709, 0.06, 0.983629
0, 0.0138972, 0.06, 0.986103
0, 0.0131063, 0.06, 0.986894
0, 0.0122704, 0.06, 0.98773
0, 0.0168432, 0.06, 0.983157
0, 0.0137382, 0.06, 0.986262
0, 0.0154663, 0.06, 0.984534
0, 0.0128595, 0.06, 0.98714
0, 0.0163109, 0.06, 0.983689
0, 0.0146126, 0.06, 0.985387
0, 0.0136706, 0.06, 0.986329
0, 0.0136067, 0.06, 0.986393
0, 0.0127057, 0.06, 0.987294
0, 0.015017, 0.06, 0.984983
0, 0.0162936, 0.06, 0.983706
0, 0.0143313, 0.06, 0.985669
0, 0.0144599, 0.06, 0.98554
0, 0.0136711, 0.06, 0.986329
0, 0.0137955, 0.06, 0.986204
0, 0.0166429, 0.06, 0.983357
0, 0.0156891, 0.06, 0.984311
0, 0.0144617, 0.06, 0.985538
0, 0.0153661, 0.06, 0.984634
0, 0.0127899, 0.06, 0.98721
0, 0.0133585, 0.06, 0.986641
0, 0.0120872, 0.06, 0.987913
0, 0.0127459, 0.06, 0.987254
0, 0.0147515, 0.06, 0.985249
0, 0.01474, 0.06, 0.98526
0, 0.0129266, 0.06, 0.987073
0, 0.0134126, 0.06, 0.986587
0, 0.0155036, 0.06, 0.984496
0, 0.0139236, 0.06, 0.986076
0, 0.0128514, 0.06, 0.987149
0, 0.0127335, 0.06, 0.987267
0, 0.0138395, 0.06, 0.98616
0, 0.0154663, 0.06, 0.984534
0, 0.0133443, 0.06, 0.986656
0, 0.0153998, 0.06, 0.9846
0, 0.0145648, 0.06, 0.985435
0, 0.0159917, 0.07, 0.984008
0, 0.0182419, 0.07, 0.981758
0, 0.019698, 0.07, 0.980302
0, 0.0213822, 0.07, 0.978618
0, 0.0204693, 0.07, 0.979531
0, 0.0202026, 0.07, 0.979797
0, 0.0187814, 0.07, 0.981219
0, 0.0191627, 0.07, 0.980837
0, 0.0164812, 0.07, 0.983519
0, 0.0188931, 0.07, 0.981107
0, 0.0206049, 0.07, 0.979395
0, 0.0178733, 0.07, 0.982127
0, 0.0196837, 0.07, 0.980316
0, 0.0170673, 0.07, 0.982933
0, 0.021277, 0.07, 0.978723
0, 0.0221975, 0.07, 0.977802
0, 0.0208521, 0.07, 0.979148
0, 0.0187213, 0.07, 0.981279
0, 0.0197987, 0.07, 0.980201
0, 0.0195176, 0.07, 0.980482
0, 0.0138644, 0.07, 0.986136
0, 0.0173319, 0.07, 0.982668
0, 0.015932, 0.07, 0.984068
0, 0.0181059, 0.07, 0.981894
0, 0.0158233, 0.07, 0.984177
0, 0.0209603, 0.07, 0.97904
0, 0.017636, 0.07, 0.982364
0, 0.0184637, 0.07, 0.981536
0, 0.0213194, 0.07, 0.978681
0, 0.0163533, 0.07, 0.983647
0, 0.0173886, 0.07, 0.982611
0, 0.0225274, 0.07, 0.977473
0, 0.0210776, 0.07, 0.978922
0, 0.019851, 0.07, 0.980149
0, 0.0183426, 0.07, 0.981657
0, 0.0175546, 0.07, 0.982445
0, 0.019395, 0.07, 0.980605
0, 0.0188557, 0.07, 0.981144
0, 0.0199933, 0.07, 0.980007
0, 0.0186754, 0.07, 0.981325
0, 0.0192009, 0.07, 0.980799
0, 0.0181202, 0.07, 0.98188
0, 0.0185082, 0.07, 0.981492
0, 0.0206051, 0.07, 0.979395
0, 0.0182352, 0.07, 0.981765
0, 0.0185232, 0.07, 0.981477
0, 0.0212154, 0.07, 0.978785
0, 0.0171174, 0.07, 0.982883
0, 0.0168012, 0.07, 0.983199
0, 0.0210141, 0.07, 0.978986
0, 0.0175873, 0.07, 0.982413
0, 0.02135, 0.07, 0.97865
0, 0.0191612, 0.07, 0.980839
0, 0.0194662, 0.07, 0.980534
0, 0.0168479, 0.07, 0.983152
0, 0.0177705, 0.07, 0.98223
0, 0.0168969, 0.07, 0.983103
0, 0.018203, 0.07, 0.981797
0, 0.020253, 0.07, 0.979747
0, 0.0209794, 0.07, 0.979021
0, 0.018808, 0.07, 0.981192
0, 0.0211206, 0.07, 0.978879
0, 0.0185297, 0.07, 0.98147
0, 0.016891, 0.07, 0.983109
0, 0.0174537, 0.07, 0.982546
0, 0.0175621, 0.07, 0.982438
0, 0.0196661, 0.07, 0.980334
0, 0.0170449, 0.07, 0.982955
0, 0.0189494, 0.07, 0.981051
0, 0.0170935, 0.07, 0.982906
0, 0.0188678, 0.07, 0.981132
0, 0.0189749, 0.07, 0.981025
0, 0.0201292, 0.07, 0.979871
0, 0.0184379, 0.07, 0.981562
0, 0.0176385, 0.07, 0.982362
0, 0.0195187, 0.07, 0.980481
0, 0.0187025, 0.07, 0.981297
0, 0.0227635, 0.07, 0.977237
0, 0.0207145, 0.07, 0.979286
0, 0.0231402, 0.07, 0.97686
0, 0.0223336, 0.07, 0.977666
0, 0.0161869, 0.07, 0.983813
0, 0.0201205, 0.07, 0.979879
0, 0.018641, 0.07, 0.981359
0, 0.0215172, 0.07, 0.978483
0, 0.0210427, 0.07, 0.978957
0, 0.0215814, 0.07, 0.978419
0, 0.0184388, 0.07, 0.981561
0, 0.0167852, 0.07, 0.983215
0, 0.0216657, 0.07, 0.978334
0, 0.0174864, 0.07, 0.982514
0, 0.0201572, 0.07, 0.979843
0, 0.0200977, 0.07, 0.979902
0, 0.0184557, 0.07, 0.981544
0, 0.0156191, 0.07, 0.984381
0, 0.0200028, 0.07, 0.979997
