Gamma, Selfish Profit, Selfish Hash Rate, Honest Profit
0, 0.000460797, 0.01, 0.999539
0, 0, 0.01, 1
0, 0.000628678, 0.01, 0.999371
0, 0, 0.01, 1
0, 0.000632002, 0.01, 0.999368
0, 0.000441442, 0.01, 0.999559
0, 0.000408782, 0.01, 0.999591
0, 0.000998121, 0.01, 0.999002
0, 0.000485615, 0.01, 0.999514
0, 0, 0.01, 1
0, 0.000424141, 0.01, 0.999576
0, 3.01641e-05, 0.01, 0.99997
0, 6.9649e-05, 0.01, 0.99993
0, 0.000694996, 0.01, 0.999305
0, 0.00199763, 0.01, 0.998002
0, 0, 0.01, 1
0, 0.00106644, 0.01, 0.998934
0, 0.000540056, 0.01, 0.99946
0, 0.000543514, 0.01, 0.999456
0, 0.00128, 0.01, 0.99872
0, 0, 0.01, 1
0, 0.00159448, 0.01, 0.998406
0, 0.000982802, 0.01, 0.999017
0, 0.000426657, 0.01, 0.999573
0, 0.00157099, 0.01, 0.998429
0, 0.00122034, 0.01, 0.99878
0, 0.000316485, 0.01, 0.999684
0, 0, 0.01, 1
0, 0.00142325, 0.01, 0.998577
0, 0.0012824, 0.01, 0.998718
0, 0.000708597, 0.01, 0.999291
0, 0.000478445, 0.01, 0.999522
0, 0.000584991, 0.01, 0.999415
0, 0.000458134, 0.01, 0.999542
0, 0, 0.01, 1
0, 0.00170608, 0.01, 0.998294
0, 0.000932451, 0.01, 0.999068
0, 0.000491505, 0.01, 0.999508
0, 0.000533985, 0.01, 0.999466
0, 0.000363974, 0.01, 0.999636
0, 0, 0.01, 1
0, 0.00105694, 0.01, 0.998943
0, 7.53298e-05, 0.01, 0.999925
0, 0.000142665, 0.01, 0.999857
0, 0.000570321, 0.01, 0.99943
0, 0.000233632, 0.01, 0.999766
0, 0.000424097, 0.01, 0.999576
0, 0.000646147, 0.01, 0.999354
0, 0.000171832, 0.01, 0.999828
0, 0, 0.01, 1
0, 0.00111958, 0.01, 0.99888
0, 0.0010669, 0.01, 0.998933
0, 0.000804663, 0.01, 0.999195
0, 0.000564567, 0.01, 0.999435
0, 0.000896928, 0.01, 0.999103
0, 0.00140722, 0.01, 0.998593
0, 0.000166331, 0.01, 0.999834
0, 0.000262662, 0.01, 0.999737
0, 0.00041279, 0.01, 0.999587
0, 0.00130224, 0.01, 0.998698
0, 0.00163333, 0.015, 0.998367
0, 0.00126196, 0.015, 0.998738
0, 0.000241436, 0.015, 0.999759
0, 0.00090849, 0.015, 0.999092
0, 0.00118981, 0.015, 0.99881
0, 0.00249383, 0.015, 0.997506
0, 0.00231009, 0.015, 0.99769
0, 0.00113364, 0.015, 0.998866
0, 0.00139065, 0.015, 0.998609
0, 8.63294e-05, 0.015, 0.999914
0, 0.00185685, 0.015, 0.998143
0, 4.59865e-05, 0.015, 0.999954
0, 0.000203297, 0.015, 0.999797
0, 0.000276306, 0.015, 0.999724
0, 0.000674786, 0.015, 0.999325
0, 0.000690832, 0.015, 0.999309
0, 0.00030648, 0.015, 0.999694
0, 0.00183228, 0.015, 0.998168
0, 0.00277587, 0.015, 0.997224
0, 0.00100795, 0.015, 0.998992
0, 0.000463768, 0.015, 0.999536
0, 0.00247793, 0.015, 0.997522
0, 0.00136559, 0.015, 0.998634
0, 0.000758224, 0.015, 0.999242
0, 0.00271271, 0.015, 0.997287
0, 0.000818828, 0.015, 0.999181
0, 0.0018222, 0.015, 0.998178
0, 0.00151654, 0.015, 0.998483
0, 0.000803856, 0.015, 0.999196
0, 0.000635287, 0.015, 0.999365
0, 0.000957294, 0.015, 0.999043
0, 0.00172632, 0.015, 0.998274
0, 0, 0.015, 1
0, 0.000725327, 0.015, 0.999275
0, 0.00110215, 0.015, 0.998898
0, 0.000967303, 0.015, 0.999033
0, 0.0020515, 0.015, 0.997948
0, 0.00136709, 0.015, 0.998633
0, 0.000620091, 0.015, 0.99938
0, 0.00136093, 0.015, 0.998639
0, 0.00166884, 0.015, 0.998331
0, 0.00130014, 0.015, 0.9987
0, 0.00198982, 0.015, 0.99801
0, 7.99979e-05, 0.015, 0.99992
0, 0.00193942, 0.015, 0.998061
0, 0.0015466, 0.015, 0.998453
0, 0.0019243, 0.015, 0.998076
0, 0.00138509, 0.015, 0.998615
0, 0.000652609, 0.015, 0.999347
0, 0.0014278, 0.015, 0.998572
0, 0.000598329, 0.015, 0.999402
0, 0.000863121, 0.015, 0.999137
0, 0.0017757, 0.015, 0.998224
0, 0.000902741, 0.015, 0.999097
0, 0.00114447, 0.015, 0.998856
0, 0.000290323, 0.015, 0.99971
0, 0.00129776, 0.015, 0.998702
0, 0.0015765, 0.015, 0.998424
0, 0.00053682, 0.015, 0.999463
0, 0.00176253, 0.015, 0.998237
0, 0.000223812, 0.015, 0.999776
0, 0.00228929, 0.015, 0.997711
0, 0.00179163, 0.015, 0.998208
0, 0.000999021, 0.015, 0.999001
0, 0.00142864, 0.015, 0.998571
0, 0.00151869, 0.015, 0.998481
0, 0.00117781, 0.015, 0.998822
0, 0.000911734, 0.015, 0.999088
0, 0.00102217, 0.015, 0.998978
0, 0.00021799, 0.015, 0.999782
0, 0.000956872, 0.015, 0.999043
0, 0.000901434, 0.015, 0.999099
0, 0.00147682, 0.015, 0.998523
0, 0.00147207, 0.015, 0.998528
0, 0.00105665, 0.015, 0.998943
0, 0.000992287, 0.015, 0.999008
0, 0.0010413, 0.015, 0.998959
0, 0.00124076, 0.015, 0.998759
0, 0.000583073, 0.015, 0.999417
0, 0.00162999, 0.015, 0.99837
0, 0.000703588, 0.015, 0.999296
0, 0.00118082, 0.015, 0.998819
0, 0.00082404, 0.015, 0.999176
0, 0.000922548, 0.015, 0.999077
0, 0.0026741, 0.015, 0.997326
0, 0.00166049, 0.015, 0.99834
0, 0.00157705, 0.015, 0.998423
0, 0.000679095, 0.015, 0.999321
0, 0.000368257, 0.015, 0.999632
0, 0.00166698, 0.015, 0.998333
0, 0.00164358, 0.015, 0.998356
0, 0.000600156, 0.015, 0.9994
0, 0.00159027, 0.015, 0.99841
0, 0.0010938, 0.015, 0.998906
0, 0.000596464, 0.015, 0.999404
0, 0.00174798, 0.015, 0.998252
0, 0.000500909, 0.015, 0.999499
0, 0.00140594, 0.015, 0.998594
0, 0.00084265, 0.015, 0.999157
0, 0.000901256, 0.015, 0.999099
0, 0.00269549, 0.02, 0.997305
0, 0.00165864, 0.02, 0.998341
0, 0.00363075, 0.02, 0.996369
0, 0.00169806, 0.02, 0.998302
0, 0.00250839, 0.02, 0.997492
0, 0.00291419, 0.02, 0.997086
0, 0.00197694, 0.02, 0.998023
0, 0.000810453, 0.02, 0.99919
0, 0.00200355, 0.02, 0.997996
0, 0.00183838, 0.02, 0.998162
0, 0.00123022, 0.02, 0.99877
0, 0.00167449, 0.02, 0.998326
0, 0.00113227, 0.02, 0.998868
0, 0.00155607, 0.02, 0.998444
0, 0.000193493, 0.02, 0.999807
0, 0.000859492, 0.02, 0.999141
0, 0.00167496, 0.02, 0.998325
0, 0.00168254, 0.02, 0.998317
0, 0.0012185, 0.02, 0.998782
0, 0.00259232, 0.02, 0.997408
0, 0.00215532, 0.02, 0.997845
0, 0.00119581, 0.02, 0.998804
0, 0.00116845, 0.02, 0.998832
0, 0.000931159, 0.02, 0.999069
0, 0.00150022, 0.02, 0.9985
0, 0.000759988, 0.02, 0.99924
0, 0.0025788, 0.02, 0.997421
0, 0.00155776, 0.02, 0.998442
0, 0.00109451, 0.02, 0.998905
0, 0.00258649, 0.02, 0.997414
0, 0.00221642, 0.02, 0.997784
0, 0.00162762, 0.02, 0.998372
0, 0.00298339, 0.02, 0.997017
0, 0.00152108, 0.02, 0.998479
0, 0.0016199, 0.02, 0.99838
0, 0.00340592, 0.02, 0.996594
0, 0.00230195, 0.02, 0.997698
0, 0.00074012, 0.02, 0.99926
0, 0.00156005, 0.02, 0.99844
0, 0.00258464, 0.02, 0.997415
0, 0.0014296, 0.02, 0.99857
0, 0.00191861, 0.02, 0.998081
0, 0.00244681, 0.02, 0.997553
0, 0.00351514, 0.02, 0.996485
0, 0.00219447, 0.02, 0.997806
0, 0.000928985, 0.02, 0.999071
0, 0.00312295, 0.02, 0.996877
0, 0.00312726, 0.02, 0.996873
0, 0.00444473, 0.02, 0.995555
0, 0.00229747, 0.02, 0.997703
0, 0.00123678, 0.02, 0.998763
0, 0.00161657, 0.02, 0.998383
0, 0.00143565, 0.02, 0.998564
0, 0.00197148, 0.02, 0.998029
0, 0.0017106, 0.02, 0.998289
0, 0.00335556, 0.02, 0.996644
0, 0.00117043, 0.02, 0.99883
0, 0.00302879, 0.02, 0.996971
0, 0.00152297, 0.02, 0.998477
0, 0.00108344, 0.02, 0.998917
0, 0.000755811, 0.02, 0.999244
0, 0.00254817, 0.02, 0.997452
0, 0.00224764, 0.02, 0.997752
0, 0.00108343, 0.02, 0.998917
0, 0.00225938, 0.02, 0.997741
0, 0.00279116, 0.02, 0.997209
0, 0.00160077, 0.02, 0.998399
0, 0.00269913, 0.02, 0.997301
0, 0.00194223, 0.02, 0.998058
0, 0.00214228, 0.02, 0.997858
0, 0.00322911, 0.02, 0.996771
0, 0.00188089, 0.02, 0.998119
0, 0.00139621, 0.02, 0.998604
0, 0.00197117, 0.02, 0.998029
0, 0.00235981, 0.02, 0.99764
0, 0.000980306, 0.02, 0.99902
0, 0.0022175, 0.02, 0.997782
0, 0.00252745, 0.02, 0.997473
0, 0.00207991, 0.02, 0.99792
0, 0.00133908, 0.02, 0.998661
0, 0.00187065, 0.02, 0.998129
0, 0.00176247, 0.02, 0.998238
0, 0.00407368, 0.02, 0.995926
0, 0.0015077, 0.02, 0.998492
0, 0.00129066, 0.02, 0.998709
0, 0.00184092, 0.02, 0.998159
0, 0.00308891, 0.02, 0.996911
0, 0.00276717, 0.02, 0.997233
0, 0.00266101, 0.02, 0.997339
0, 0.00271781, 0.02, 0.997282
0, 0.000507147, 0.02, 0.999493
0, 0.00240759, 0.02, 0.997592
0, 0.00193068, 0.02, 0.998069
0, 0.00208982, 0.02, 0.99791
0, 0.00199796, 0.02, 0.998002
0, 0.0019814, 0.02, 0.998019
0, 0.00252367, 0.02, 0.997476
0, 0.00297037, 0.02, 0.99703
0, 0.0018542, 0.02, 0.998146
0, 0.00256034, 0.02, 0.99744
0, 0.00284407, 0.025, 0.997156
0, 0.00140609, 0.025, 0.998594
0, 0.00303924, 0.025, 0.996961
0, 0.00439199, 0.025, 0.995608
0, 0.004509, 0.025, 0.995491
0, 0.00158333, 0.025, 0.998417
0, 0.00306177, 0.025, 0.996938
0, 0.00187432, 0.025, 0.998126
0, 0.00341611, 0.025, 0.996584
0, 0.00299266, 0.025, 0.997007
0, 0.00235755, 0.025, 0.997642
0, 0.00320755, 0.025, 0.996792
0, 0.0036132, 0.025, 0.996387
0, 0.00282075, 0.025, 0.997179
0, 0.0041456, 0.025, 0.995854
0, 0.00375164, 0.025, 0.996248
0, 0.00278024, 0.025, 0.99722
0, 0.00359347, 0.025, 0.996407
0, 0.00310472, 0.025, 0.996895
0, 0.00266256, 0.025, 0.997337
0, 0.00244204, 0.025, 0.997558
0, 0.00101003, 0.025, 0.99899
0, 0.00150659, 0.025, 0.998493
0, 0.00297924, 0.025, 0.997021
0, 0.00281385, 0.025, 0.997186
0, 0.00291585, 0.025, 0.997084
0, 0.00188398, 0.025, 0.998116
0, 0.00254647, 0.025, 0.997454
0, 0.00291171, 0.025, 0.997088
0, 0.00169063, 0.025, 0.998309
0, 0.0044061, 0.025, 0.995594
0, 0.00159397, 0.025, 0.998406
0, 0.00318082, 0.025, 0.996819
0, 0.00387029, 0.025, 0.99613
0, 0.00202912, 0.025, 0.997971
0, 0.00303916, 0.025, 0.996961
0, 0.00340825, 0.025, 0.996592
0, 0.000750639, 0.025, 0.999249
0, 0.00513163, 0.025, 0.994868
0, 0.00260021, 0.025, 0.9974
0, 0.00260894, 0.025, 0.997391
0, 0.00275252, 0.025, 0.997247
0, 0.00278253, 0.025, 0.997217
0, 0.00417651, 0.025, 0.995823
0, 0.00170008, 0.025, 0.9983
0, 0.00261124, 0.025, 0.997389
0, 0.00401698, 0.025, 0.995983
0, 0.00243265, 0.025, 0.997567
0, 0.00200909, 0.025, 0.997991
0, 0.00324825, 0.025, 0.996752
0, 0.00258425, 0.025, 0.997416
0, 0.00161045, 0.025, 0.99839
0, 0.00248087, 0.025, 0.997519
0, 0.00329522, 0.025, 0.996705
0, 0.00164797, 0.025, 0.998352
0, 0.00257812, 0.025, 0.997422
0, 0.00413554, 0.025, 0.995864
0, 0.00133095, 0.025, 0.998669
0, 0.00102548, 0.025, 0.998975
0, 0.00200148, 0.025, 0.997999
0, 0.0009422, 0.025, 0.999058
0, 0.00180316, 0.025, 0.998197
0, 0.00258059, 0.025, 0.997419
0, 0.00266413, 0.025, 0.997336
0, 0.00149938, 0.025, 0.998501
0, 0.00209791, 0.025, 0.997902
0, 0.00368911, 0.025, 0.996311
0, 0.00499486, 0.025, 0.995005
0, 0.00181137, 0.025, 0.998189
0, 0.00204809, 0.025, 0.997952
0, 0.00245844, 0.025, 0.997542
0, 0.00191064, 0.025, 0.998089
0, 0.00300807, 0.025, 0.996992
0, 0.00319203, 0.025, 0.996808
0, 0.00277956, 0.025, 0.99722
0, 0.00401126, 0.025, 0.995989
0, 0.00415824, 0.025, 0.995842
0, 0.00187662, 0.025, 0.998123
0, 0.00107861, 0.025, 0.998921
0, 0.00323815, 0.025, 0.996762
0, 0.00269575, 0.025, 0.997304
0, 0.00327756, 0.025, 0.996722
0, 0.0029615, 0.025, 0.997039
0, 0.00253756, 0.025, 0.997462
0, 0.00144748, 0.025, 0.998553
0, 0.0031631, 0.025, 0.996837
0, 0.00374545, 0.025, 0.996255
0, 0.0018462, 0.025, 0.998154
0, 0.002672, 0.025, 0.997328
0, 0.00534558, 0.025, 0.994654
0, 0.0027398, 0.025, 0.99726
0, 0.00523205, 0.025, 0.994768
0, 0.00364728, 0.025, 0.996353
0, 0.00236046, 0.025, 0.99764
0, 0.00074481, 0.025, 0.999255
0, 0.00184128, 0.025, 0.998159
0, 0.00258249, 0.025, 0.997418
0, 0.00241932, 0.025, 0.997581
0, 0.00297276, 0.025, 0.997027
0, 0.00225524, 0.025, 0.997745
0, 0.00365761, 0.03, 0.996342
0, 0.00240239, 0.03, 0.997598
0, 0.00216212, 0.03, 0.997838
0, 0.00339866, 0.03, 0.996601
0, 0.00308004, 0.03, 0.99692
0, 0.00346723, 0.03, 0.996533
0, 0.00466761, 0.03, 0.995332
0, 0.00394605, 0.03, 0.996054
0, 0.00382075, 0.03, 0.996179
0, 0.00650946, 0.03, 0.993491
0, 0.00303362, 0.03, 0.996966
0, 0.00565892, 0.03, 0.994341
0, 0.00591072, 0.03, 0.994089
0, 0.00441814, 0.03, 0.995582
0, 0.00352365, 0.03, 0.996476
0, 0.00575461, 0.03, 0.994245
0, 0.00461088, 0.03, 0.995389
0, 0.00447308, 0.03, 0.995527
0, 0.00482598, 0.03, 0.995174
0, 0.00400865, 0.03, 0.995991
0, 0.00281483, 0.03, 0.997185
0, 0.00258263, 0.03, 0.997417
0, 0.00275378, 0.03, 0.997246
0, 0.00365381, 0.03, 0.996346
0, 0.00493564, 0.03, 0.995064
0, 0.00715783, 0.03, 0.992842
0, 0.00247615, 0.03, 0.997524
0, 0.006176, 0.03, 0.993824
0, 0.00380381, 0.03, 0.996196
0, 0.00285935, 0.03, 0.997141
0, 0.00327608, 0.03, 0.996724
0, 0.00343693, 0.03, 0.996563
0, 0.00483841, 0.03, 0.995162
0, 0.00617035, 0.03, 0.99383
0, 0.00436188, 0.03, 0.995638
0, 0.00408295, 0.03, 0.995917
0, 0.00678954, 0.03, 0.99321
0, 0.0039341, 0.03, 0.996066
0, 0.00441747, 0.03, 0.995583
0, 0.00334565, 0.03, 0.996654
0, 0.00325743, 0.03, 0.996743
0, 0.00202603, 0.03, 0.997974
0, 0.00428399, 0.03, 0.995716
0, 0.00281575, 0.03, 0.997184
0, 0.0038367, 0.03, 0.996163
0, 0.0024497, 0.03, 0.99755
0, 0.00819476, 0.03, 0.991805
0, 0.00444895, 0.03, 0.995551
0, 0.00255289, 0.03, 0.997447
0, 0.00356521, 0.03, 0.996435
0, 0.00261345, 0.03, 0.997387
0, 0.00320876, 0.03, 0.996791
0, 0.0027296, 0.03, 0.99727
0, 0.00337095, 0.03, 0.996629
0, 0.00209462, 0.03, 0.997905
0, 0.00532306, 0.03, 0.994677
0, 0.00424072, 0.03, 0.995759
0, 0.00469665, 0.03, 0.995303
0, 0.00446895, 0.03, 0.995531
0, 0.0044924, 0.03, 0.995508
0, 0.00571154, 0.03, 0.994288
0, 0.00396545, 0.03, 0.996035
0, 0.00366796, 0.03, 0.996332
0, 0.0065025, 0.03, 0.993498
0, 0.00521532, 0.03, 0.994785
0, 0.00316512, 0.03, 0.996835
0, 0.00547163, 0.03, 0.994528
0, 0.00557572, 0.03, 0.994424
0, 0.00362559, 0.03, 0.996374
0, 0.00414652, 0.03, 0.995853
0, 0.00273627, 0.03, 0.997264
0, 0.00487228, 0.03, 0.995128
0, 0.00209085, 0.03, 0.997909
0, 0.0041746, 0.03, 0.995825
0, 0.00341051, 0.03, 0.996589
0, 0.00277009, 0.03, 0.99723
0, 0.00372258, 0.03, 0.996277
0, 0.00454401, 0.03, 0.995456
0, 0.00367531, 0.03, 0.996325
0, 0.00338594, 0.03, 0.996614
0, 0.00325725, 0.03, 0.996743
0, 0.00245528, 0.03, 0.997545
0, 0.00355651, 0.03, 0.996443
0, 0.00394805, 0.03, 0.996052
0, 0.00414289, 0.03, 0.995857
0, 0.00326266, 0.03, 0.996737
0, 0.00460055, 0.03, 0.995399
0, 0.00367605, 0.03, 0.996324
0, 0.00218715, 0.03, 0.997813
0, 0.00229997, 0.03, 0.9977
0, 0.00236067, 0.03, 0.997639
0, 0.00417109, 0.03, 0.995829
0, 0.00389756, 0.03, 0.996102
0, 0.00542749, 0.03, 0.994573
0, 0.00309799, 0.03, 0.996902
0, 0.00325723, 0.03, 0.996743
0, 0.00310301, 0.03, 0.996897
0, 0.00249565, 0.03, 0.997504
0, 0.00410929, 0.03, 0.995891
0, 0.0034595, 0.03, 0.996541
0, 0.00809216, 0.035, 0.991908
0, 0.00490783, 0.035, 0.995092
0, 0.00598408, 0.035, 0.994016
0, 0.00248606, 0.035, 0.997514
0, 0.00731342, 0.035, 0.992687
0, 0.00360264, 0.035, 0.996397
0, 0.00637825, 0.035, 0.993622
0, 0.00692654, 0.035, 0.993073
0, 0.00761872, 0.035, 0.992381
0, 0.00634727, 0.035, 0.993653
0, 0.00351431, 0.035, 0.996486
0, 0.00369498, 0.035, 0.996305
0, 0.00550298, 0.035, 0.994497
0, 0.00545055, 0.035, 0.994549
0, 0.00934076, 0.035, 0.990659
0, 0.00484884, 0.035, 0.995151
0, 0.00385093, 0.035, 0.996149
0, 0.00485591, 0.035, 0.995144
0, 0.00638341, 0.035, 0.993617
0, 0.00284113, 0.035, 0.997159
0, 0.00683616, 0.035, 0.993164
0, 0.00478082, 0.035, 0.995219
0, 0.0057628, 0.035, 0.994237
0, 0.00610965, 0.035, 0.99389
0, 0.00262442, 0.035, 0.997376
0, 0.00478984, 0.035, 0.99521
0, 0.00486008, 0.035, 0.99514
0, 0.00566938, 0.035, 0.994331
0, 0.00312405, 0.035, 0.996876
0, 0.00518469, 0.035, 0.994815
0, 0.00362822, 0.035, 0.996372
0, 0.00717591, 0.035, 0.992824
0, 0.00485871, 0.035, 0.995141
0, 0.00703218, 0.035, 0.992968
0, 0.00559562, 0.035, 0.994404
0, 0.0048862, 0.035, 0.995114
0, 0.00571994, 0.035, 0.99428
0, 0.00813212, 0.035, 0.991868
0, 0.00366534, 0.035, 0.996335
0, 0.00779134, 0.035, 0.992209
0, 0.00765874, 0.035, 0.992341
0, 0.00588996, 0.035, 0.99411
0, 0.00437936, 0.035, 0.995621
0, 0.00839522, 0.035, 0.991605
0, 0.0046028, 0.035, 0.995397
0, 0.00274326, 0.035, 0.997257
0, 0.00383823, 0.035, 0.996162
0, 0.00289505, 0.035, 0.997105
0, 0.00832263, 0.035, 0.991677
0, 0.00472403, 0.035, 0.995276
0, 0.00702703, 0.035, 0.992973
0, 0.00565966, 0.035, 0.99434
0, 0.00925661, 0.035, 0.990743
0, 0.00427719, 0.035, 0.995723
0, 0.00492365, 0.035, 0.995076
0, 0.00576145, 0.035, 0.994239
0, 0.00540586, 0.035, 0.994594
0, 0.00463979, 0.035, 0.99536
0, 0.00423171, 0.035, 0.995768
0, 0.00552018, 0.035, 0.99448
0, 0.0042802, 0.035, 0.99572
0, 0.00649798, 0.035, 0.993502
0, 0.00998095, 0.035, 0.990019
0, 0.00521409, 0.035, 0.994786
0, 0.00547533, 0.035, 0.994525
0, 0.00467863, 0.035, 0.995321
0, 0.00697895, 0.035, 0.993021
0, 0.00479975, 0.035, 0.9952
0, 0.0045334, 0.035, 0.995467
0, 0.00376736, 0.035, 0.996233
0, 0.00393318, 0.035, 0.996067
0, 0.0056459, 0.035, 0.994354
0, 0.00573274, 0.035, 0.994267
0, 0.00325521, 0.035, 0.996745
0, 0.00465764, 0.035, 0.995342
0, 0.00313169, 0.035, 0.996868
0, 0.0060281, 0.035, 0.993972
0, 0.00596512, 0.035, 0.994035
0, 0.00469194, 0.035, 0.995308
0, 0.00512023, 0.035, 0.99488
0, 0.00701662, 0.035, 0.992983
0, 0.00421775, 0.035, 0.995782
0, 0.00835456, 0.035, 0.991645
0, 0.00371678, 0.035, 0.996283
0, 0.00824012, 0.035, 0.99176
0, 0.00725943, 0.035, 0.992741
0, 0.00550142, 0.035, 0.994499
0, 0.00533623, 0.035, 0.994664
0, 0.00649042, 0.035, 0.99351
0, 0.0052406, 0.035, 0.994759
0, 0.00292483, 0.035, 0.997075
0, 0.00421884, 0.035, 0.995781
0, 0.00617303, 0.035, 0.993827
0, 0.00491717, 0.035, 0.995083
0, 0.002273, 0.035, 0.997727
0, 0.00501429, 0.035, 0.994986
0, 0.00685177, 0.035, 0.993148
0, 0.00409106, 0.035, 0.995909
0, 0.0054978, 0.035, 0.994502
0, 0.00535489, 0.035, 0.994645
0, 0.00724926, 0.04, 0.992751
0, 0.00709679, 0.04, 0.992903
0, 0.0108751, 0.04, 0.989125
0, 0.00642234, 0.04, 0.993578
0, 0.00445274, 0.04, 0.995547
0, 0.00515784, 0.04, 0.994842
0, 0.00422579, 0.04, 0.995774
0, 0.00725943, 0.04, 0.992741
0, 0.00533525, 0.04, 0.994665
0, 0.00797283, 0.04, 0.992027
0, 0.00597718, 0.04, 0.994023
0, 0.00811486, 0.04, 0.991885
0, 0.00891599, 0.04, 0.991084
0, 0.00631192, 0.04, 0.993688
0, 0.00803449, 0.04, 0.991966
0, 0.0097235, 0.04, 0.990277
0, 0.0102081, 0.04, 0.989792
0, 0.00819963, 0.04, 0.9918
0, 0.00754598, 0.04, 0.992454
0, 0.00834725, 0.04, 0.991653
0, 0.00694015, 0.04, 0.99306
0, 0.00621646, 0.04, 0.993784
0, 0.00562032, 0.04, 0.99438
0, 0.00592545, 0.04, 0.994075
0, 0.00927044, 0.04, 0.99073
