Gamma, Publish N Profit, Publish N Hash Rate, Honest Hash Rate
0, 0.000125652, 0.01, 0.999874
0, 0.000366223, 0.01, 0.999634
0, 0.000535916, 0.01, 0.999464
0, 0.000561246, 0.01, 0.999439
0, 0.000378293, 0.01, 0.999622
0, 0.000404062, 0.01, 0.999596
0, 0.000693656, 0.01, 0.999306
0, 0.00040883, 0.01, 0.999591
0, 0.000273583, 0.01, 0.999726
0, 0.00118882, 0.01, 0.998811
0, 9.06664e-05, 0.01, 0.999909
0, 0.00139253, 0.01, 0.998607
0, 0, 0.01, 1
0, 0.000613728, 0.01, 0.999386
0, 0.000572964, 0.01, 0.999427
0, 9.07483e-05, 0.01, 0.999909
0, 0.000720914, 0.01, 0.999279
0, 0.000263031, 0.01, 0.999737
0, 0.000269069, 0.01, 0.999731
0, 0.000487788, 0.01, 0.999512
0, 0, 0.01, 1
0, 0, 0.01, 1
0, 0.000207248, 0.01, 0.999793
0, 0.00053298, 0.01, 0.999467
0, 0.000742562, 0.01, 0.999257
0, 0.000111748, 0.01, 0.999888
0, 0.0012855, 0.01, 0.998715
0, 0.000700851, 0.01, 0.999299
0, 0.000854463, 0.01, 0.999146
0, 0.000927664, 0.01, 0.999072
0, 0.000535497, 0.01, 0.999465
0, 0.000189577, 0.01, 0.99981
0, 0.000361745, 0.01, 0.999638
0, 0.000841905, 0.01, 0.999158
0, 0.00104624, 0.01, 0.998954
0, 0.000858903, 0.01, 0.999141
0, 0.00038807, 0.01, 0.999612
0, 0.00051249, 0.01, 0.999488
0, 0.000594727, 0.01, 0.999405
0, 0.00055781, 0.01, 0.999442
0, 0.000252043, 0.01, 0.999748
0, 0.00039257, 0.01, 0.999607
0, 0.000774988, 0.01, 0.999225
0, 0.00094599, 0.01, 0.999054
0, 0.000306234, 0.01, 0.999694
0, 0.000722301, 0.01, 0.999278
0, 0.000318162, 0.01, 0.999682
0, 0.000579744, 0.01, 0.99942
0, 2.41667e-05, 0.01, 0.999976
0, 0.000892732, 0.01, 0.999107
0, 0.000279987, 0.01, 0.99972
0, 0.000363573, 0.01, 0.999636
0, 0.000396683, 0.01, 0.999603
0, 0.000682773, 0.01, 0.999317
0, 0.00062175, 0.01, 0.999378
0, 0.00147942, 0.01, 0.998521
0, 0.000395652, 0.01, 0.999604
0, 0.0008012, 0.01, 0.999199
0, 0.000244745, 0.01, 0.999755
0, 0.000417217, 0.01, 0.999583
0, 0.000229582, 0.01, 0.99977
0, 0.000749626, 0.01, 0.99925
0, 0.00010008, 0.01, 0.9999
0, 0.000829522, 0.01, 0.99917
0, 0.000551225, 0.01, 0.999449
0, 0.000989898, 0.01, 0.99901
0, 0.000259915, 0.01, 0.99974
0, 0.000486313, 0.01, 0.999514
0, 0.000311245, 0.01, 0.999689
0, 0.000464249, 0.01, 0.999536
0, 0.000113496, 0.01, 0.999887
0, 0.000552404, 0.01, 0.999448
0, 0.000220908, 0.01, 0.999779
0, 0.00039839, 0.01, 0.999602
0, 0.000482969, 0.01, 0.999517
0, 0.000453659, 0.01, 0.999546
0, 0.000370412, 0.01, 0.99963
0, 4.24164e-05, 0.01, 0.999958
0, 3.7912e-05, 0.01, 0.999962
0, 0, 0.01, 1
0, 0.000326496, 0.01, 0.999674
0, 0.000523158, 0.01, 0.999477
0, 0.000288749, 0.01, 0.999711
0, 0.000486577, 0.01, 0.999513
0, 0.000916193, 0.01, 0.999084
0, 0, 0.01, 1
0, 0.000478827, 0.01, 0.999521
0, 0.000384749, 0.01, 0.999615
0, 0.000290306, 0.01, 0.99971
0, 0.000335303, 0.01, 0.999665
0, 0, 0.01, 1
0, 0.00182531, 0.015, 0.998175
0, 0.00101469, 0.015, 0.998985
0, 0.000864842, 0.015, 0.999135
0, 0.000985224, 0.015, 0.999015
0, 0.000349578, 0.015, 0.99965
0, 0.00104618, 0.015, 0.998954
0, 0.000868217, 0.015, 0.999132
0, 0.00107634, 0.015, 0.998924
0, 0.00032791, 0.015, 0.999672
0, 0.000483565, 0.015, 0.999516
0, 0.00139706, 0.015, 0.998603
0, 0.00150758, 0.015, 0.998492
0, 0.00132324, 0.015, 0.998677
0, 0.00121777, 0.015, 0.998782
0, 0.00102974, 0.015, 0.99897
0, 0.001187, 0.015, 0.998813
0, 0.0012139, 0.015, 0.998786
0, 0.000913071, 0.015, 0.999087
0, 0.000636413, 0.015, 0.999364
0, 0.0014052, 0.015, 0.998595
0, 0.00102647, 0.015, 0.998974
0, 0.000955414, 0.015, 0.999045
0, 0.000962071, 0.015, 0.999038
0, 0.000913413, 0.015, 0.999087
0, 0.00189238, 0.015, 0.998108
0, 0.000805801, 0.015, 0.999194
0, 0.000652947, 0.015, 0.999347
0, 0.000929884, 0.015, 0.99907
0, 0.000848461, 0.015, 0.999152
0, 0.000922185, 0.015, 0.999078
0, 0.000934985, 0.015, 0.999065
0, 0.00150493, 0.015, 0.998495
0, 0.000514644, 0.015, 0.999485
0, 0.00119849, 0.015, 0.998802
0, 0.00117315, 0.015, 0.998827
0, 0.000941996, 0.015, 0.999058
0, 0.00256708, 0.015, 0.997433
0, 0.00161989, 0.015, 0.99838
0, 0.000942999, 0.015, 0.999057
0, 0.000836662, 0.015, 0.999163
0, 0.00226607, 0.015, 0.997734
0, 0.00147299, 0.015, 0.998527
0, 0.000553321, 0.015, 0.999447
0, 0.000596553, 0.015, 0.999403
0, 0.00105481, 0.015, 0.998945
0, 0.00105855, 0.015, 0.998941
0, 0.000864929, 0.015, 0.999135
0, 0.00129169, 0.015, 0.998708
0, 0.00142184, 0.015, 0.998578
0, 0.000791131, 0.015, 0.999209
0, 0.000727433, 0.015, 0.999273
0, 0.00181919, 0.015, 0.998181
0, 0.00177107, 0.015, 0.998229
0, 0.000846945, 0.015, 0.999153
0, 0.00129106, 0.015, 0.998709
0, 0.00100615, 0.015, 0.998994
0, 0.000909185, 0.015, 0.999091
0, 0.000518202, 0.015, 0.999482
0, 0.000611626, 0.015, 0.999388
0, 0.0017629, 0.015, 0.998237
0, 0.000764529, 0.015, 0.999235
0, 0.000546068, 0.015, 0.999454
0, 0.000669481, 0.015, 0.999331
0, 0.00122555, 0.015, 0.998774
0, 0.00123588, 0.015, 0.998764
0, 0.00170777, 0.015, 0.998292
0, 0.000648319, 0.015, 0.999352
0, 0.000423745, 0.015, 0.999576
0, 0.0015538, 0.015, 0.998446
0, 0.00125705, 0.015, 0.998743
0, 0.000577037, 0.015, 0.999423
0, 0.00110232, 0.015, 0.998898
0, 0.00047431, 0.015, 0.999526
0, 0.000388582, 0.015, 0.999611
0, 0.00042215, 0.015, 0.999578
0, 0.000794892, 0.015, 0.999205
0, 0.00116019, 0.015, 0.99884
0, 0.00109196, 0.015, 0.998908
0, 0.00130436, 0.015, 0.998696
0, 0.00130347, 0.015, 0.998697
0, 0.000786315, 0.015, 0.999214
0, 0.00184216, 0.015, 0.998158
0, 0.00112176, 0.015, 0.998878
0, 0.0019334, 0.015, 0.998067
0, 0.000247491, 0.015, 0.999753
0, 0.000959888, 0.015, 0.99904
0, 0.000104572, 0.015, 0.999895
0, 0.00113229, 0.015, 0.998868
0, 0.000873486, 0.015, 0.999127
0, 0.00174956, 0.015, 0.99825
0, 0.00108603, 0.015, 0.998914
0, 0.000644451, 0.015, 0.999356
0, 0.00077862, 0.015, 0.999221
0, 0.000921829, 0.015, 0.999078
0, 0.00078714, 0.015, 0.999213
0, 0.000939274, 0.015, 0.999061
0, 0.00100547, 0.015, 0.998995
0, 0.00100894, 0.015, 0.998991
0, 0.000592332, 0.015, 0.999408
0, 0.00087483, 0.015, 0.999125
0, 0.00258934, 0.02, 0.997411
0, 0.00166248, 0.02, 0.998338
0, 0.001429, 0.02, 0.998571
0, 0.00208563, 0.02, 0.997914
0, 0.00124886, 0.02, 0.998751
0, 0.00181774, 0.02, 0.998182
0, 0.00239627, 0.02, 0.997604
0, 0.00194046, 0.02, 0.99806
0, 0.000938605, 0.02, 0.999061
0, 0.000971026, 0.02, 0.999029
0, 0.00176832, 0.02, 0.998232
0, 0.00150796, 0.02, 0.998492
0, 0.00109522, 0.02, 0.998905
0, 0.0021851, 0.02, 0.997815
0, 0.00217291, 0.02, 0.997827
0, 0.00126999, 0.02, 0.99873
0, 0.00115798, 0.02, 0.998842
0, 0.000810624, 0.02, 0.999189
0, 0.00245749, 0.02, 0.997543
0, 0.00133083, 0.02, 0.998669
0, 0.00191685, 0.02, 0.998083
0, 0.0019283, 0.02, 0.998072
0, 0.00234467, 0.02, 0.997655
0, 0.00159073, 0.02, 0.998409
0, 0.00214162, 0.02, 0.997858
0, 0.00241025, 0.02, 0.99759
0, 0.00108414, 0.02, 0.998916
0, 0.000774505, 0.02, 0.999225
0, 0.000437, 0.02, 0.999563
0, 0.00241861, 0.02, 0.997581
0, 0.00109722, 0.02, 0.998903
0, 0.00207583, 0.02, 0.997924
0, 0.00202205, 0.02, 0.997978
0, 0.00378842, 0.02, 0.996212
0, 0.00222197, 0.02, 0.997778
0, 0.00142989, 0.02, 0.99857
0, 0.0016377, 0.02, 0.998362
0, 0.00208932, 0.02, 0.997911
0, 0.00147262, 0.02, 0.998527
0, 0.00254234, 0.02, 0.997458
0, 0.00195181, 0.02, 0.998048
0, 0.00186016, 0.02, 0.99814
0, 0.00307898, 0.02, 0.996921
0, 0.00206483, 0.02, 0.997935
0, 0.000758182, 0.02, 0.999242
0, 0.00322008, 0.02, 0.99678
0, 0.00140087, 0.02, 0.998599
0, 0.00169732, 0.02, 0.998303
0, 0.00163494, 0.02, 0.998365
0, 0.00121937, 0.02, 0.998781
0, 0.00279138, 0.02, 0.997209
0, 0.00176378, 0.02, 0.998236
0, 0.00175578, 0.02, 0.998244
0, 0.00203712, 0.02, 0.997963
0, 0.00239946, 0.02, 0.997601
0, 0.00194363, 0.02, 0.998056
0, 0.00244681, 0.02, 0.997553
0, 0.00273188, 0.02, 0.997268
0, 0.0023099, 0.02, 0.99769
0, 0.00139863, 0.02, 0.998601
0, 0.000996768, 0.02, 0.999003
0, 0.00190378, 0.02, 0.998096
0, 0.00156623, 0.02, 0.998434
0, 0.00270536, 0.02, 0.997295
0, 0.00129335, 0.02, 0.998707
0, 0.0025802, 0.02, 0.99742
0, 0.001231, 0.02, 0.998769
0, 0.00164338, 0.02, 0.998357
0, 0.000769815, 0.02, 0.99923
0, 0.00194752, 0.02, 0.998052
0, 0.00225955, 0.02, 0.99774
0, 0.00213958, 0.02, 0.99786
0, 0.0014238, 0.02, 0.998576
0, 0.00134755, 0.02, 0.998652
0, 0.00283862, 0.02, 0.997161
0, 0.0019639, 0.02, 0.998036
0, 0.0017002, 0.02, 0.9983
0, 0.00207247, 0.02, 0.997928
0, 0.00154576, 0.02, 0.998454
0, 0.00231868, 0.02, 0.997681
0, 0.00203878, 0.02, 0.997961
0, 0.00216616, 0.02, 0.997834
0, 0.00115026, 0.02, 0.99885
0, 0.00150874, 0.02, 0.998491
0, 0.00143692, 0.02, 0.998563
0, 0.00210289, 0.02, 0.997897
0, 0.00194345, 0.02, 0.998057
0, 0.00162608, 0.02, 0.998374
0, 0.00305737, 0.02, 0.996943
0, 0.00245856, 0.02, 0.997541
0, 0.001889, 0.02, 0.998111
0, 0.00168029, 0.02, 0.99832
0, 0.00113628, 0.02, 0.998864
0, 0.00236962, 0.02, 0.99763
0, 0.00187875, 0.02, 0.998121
0, 0.00268725, 0.02, 0.997313
0, 0.00218437, 0.02, 0.997816
0, 0.00183214, 0.02, 0.998168
0, 0.00270071, 0.02, 0.997299
0, 0.00140741, 0.02, 0.998593
0, 0.00387679, 0.025, 0.996123
0, 0.00268353, 0.025, 0.997316
0, 0.00224395, 0.025, 0.997756
0, 0.00361089, 0.025, 0.996389
0, 0.0026952, 0.025, 0.997305
0, 0.00234163, 0.025, 0.997658
0, 0.0036217, 0.025, 0.996378
0, 0.00363752, 0.025, 0.996362
0, 0.00278922, 0.025, 0.997211
0, 0.00334689, 0.025, 0.996653
0, 0.00219289, 0.025, 0.997807
0, 0.00175758, 0.025, 0.998242
0, 0.00347478, 0.025, 0.996525
0, 0.0032384, 0.025, 0.996762
0, 0.00246888, 0.025, 0.997531
0, 0.00316514, 0.025, 0.996835
0, 0.00212636, 0.025, 0.997874
0, 0.0032073, 0.025, 0.996793
0, 0.00308008, 0.025, 0.99692
0, 0.00182557, 0.025, 0.998174
0, 0.00262394, 0.025, 0.997376
0, 0.00241757, 0.025, 0.997582
0, 0.00247868, 0.025, 0.997521
0, 0.00212433, 0.025, 0.997876
0, 0.00296081, 0.025, 0.997039
0, 0.00179391, 0.025, 0.998206
0, 0.00238353, 0.025, 0.997616
0, 0.003813, 0.025, 0.996187
0, 0.00315638, 0.025, 0.996844
0, 0.00463854, 0.025, 0.995361
0, 0.00285936, 0.025, 0.997141
0, 0.0027718, 0.025, 0.997228
0, 0.00321063, 0.025, 0.996789
0, 0.00244319, 0.025, 0.997557
0, 0.00385787, 0.025, 0.996142
0, 0.00184629, 0.025, 0.998154
0, 0.00285407, 0.025, 0.997146
0, 0.00268747, 0.025, 0.997313
0, 0.00253625, 0.025, 0.997464
0, 0.00279115, 0.025, 0.997209
0, 0.00438501, 0.025, 0.995615
0, 0.00294749, 0.025, 0.997053
0, 0.00368041, 0.025, 0.99632
0, 0.00312698, 0.025, 0.996873
0, 0.00262086, 0.025, 0.997379
0, 0.00340999, 0.025, 0.99659
0, 0.00203624, 0.025, 0.997964
0, 0.00308466, 0.025, 0.996915
0, 0.00205829, 0.025, 0.997942
0, 0.00283806, 0.025, 0.997162
0, 0.0030145, 0.025, 0.996986
0, 0.00222785, 0.025, 0.997772
0, 0.00270637, 0.025, 0.997294
0, 0.00372132, 0.025, 0.996279
0, 0.00321241, 0.025, 0.996788
0, 0.00304224, 0.025, 0.996958
0, 0.00468547, 0.025, 0.995315
0, 0.00259119, 0.025, 0.997409
0, 0.00327416, 0.025, 0.996726
0, 0.00293167, 0.025, 0.997068
0, 0.00206956, 0.025, 0.99793
0, 0.00280549, 0.025, 0.997195
0, 0.00178164, 0.025, 0.998218
0, 0.00305385, 0.025, 0.996946
0, 0.00401979, 0.025, 0.99598
0, 0.00173621, 0.025, 0.998264
0, 0.00375724, 0.025, 0.996243
0, 0.00302883, 0.025, 0.996971
0, 0.00237878, 0.025, 0.997621
0, 0.00218155, 0.025, 0.997818
0, 0.0023076, 0.025, 0.997692
0, 0.00326687, 0.025, 0.996733
0, 0.00259917, 0.025, 0.997401
0, 0.00251768, 0.025, 0.997482
0, 0.00457948, 0.025, 0.995421
0, 0.00325231, 0.025, 0.996748
0, 0.00251797, 0.025, 0.997482
0, 0.00273124, 0.025, 0.997269
0, 0.0035388, 0.025, 0.996461
0, 0.00336429, 0.025, 0.996636
0, 0.00272856, 0.025, 0.997271
0, 0.00248987, 0.025, 0.99751
0, 0.00266209, 0.025, 0.997338
0, 0.00371089, 0.025, 0.996289
0, 0.00165234, 0.025, 0.998348
0, 0.00190505, 0.025, 0.998095
0, 0.00297259, 0.025, 0.997027
0, 0.00386421, 0.025, 0.996136
0, 0.00358506, 0.025, 0.996415
0, 0.00281209, 0.025, 0.997188
0, 0.00238444, 0.025, 0.997616
0, 0.00367477, 0.025, 0.996325
0, 0.00220273, 0.025, 0.997797
0, 0.00242054, 0.025, 0.997579
0, 0.00228081, 0.025, 0.997719
0, 0.00252471, 0.025, 0.997475
0, 0.00188042, 0.025, 0.99812
0, 0.00190491, 0.025, 0.998095
0, 0.00258237, 0.025, 0.997418
0, 0.00338199, 0.025, 0.996618
0, 0.00655961, 0.03, 0.99344
0, 0.00443298, 0.03, 0.995567
0, 0.00542651, 0.03, 0.994573
0, 0.00434031, 0.03, 0.99566
0, 0.00394471, 0.03, 0.996055
0, 0.00418714, 0.03, 0.995813
0, 0.00385041, 0.03, 0.99615
0, 0.0037958, 0.03, 0.996204
0, 0.00530728, 0.03, 0.994693
0, 0.00519486, 0.03, 0.994805
0, 0.00368475, 0.03, 0.996315
0, 0.00587955, 0.03, 0.99412
0, 0.00525691, 0.03, 0.994743
0, 0.00523438, 0.03, 0.994766
0, 0.0033881, 0.03, 0.996612
0, 0.00445355, 0.03, 0.995546
0, 0.00520154, 0.03, 0.994798
0, 0.0056957, 0.03, 0.994304
0, 0.00363576, 0.03, 0.996364
0, 0.00370666, 0.03, 0.996293
0, 0.00335153, 0.03, 0.996648
0, 0.00307868, 0.03, 0.996921
0, 0.00527455, 0.03, 0.994725
0, 0.00484305, 0.03, 0.995157
0, 0.00366306, 0.03, 0.996337
0, 0.00434485, 0.03, 0.995655
0, 0.00448438, 0.03, 0.995516
0, 0.00492888, 0.03, 0.995071
0, 0.00482035, 0.03, 0.99518
0, 0.00247996, 0.03, 0.99752
0, 0.00571183, 0.03, 0.994288
0, 0.00470229, 0.03, 0.995298
0, 0.00389854, 0.03, 0.996101
0, 0.00449217, 0.03, 0.995508
0, 0.0053559, 0.03, 0.994644
0, 0.00496498, 0.03, 0.995035
0, 0.00445263, 0.03, 0.995547
0, 0.00272066, 0.03, 0.997279
0, 0.00405465, 0.03, 0.995945
0, 0.00539786, 0.03, 0.994602
0, 0.00425731, 0.03, 0.995743
0, 0.00431724, 0.03, 0.995683
0, 0.00350546, 0.03, 0.996495
0, 0.0054794, 0.03, 0.994521
0, 0.00470592, 0.03, 0.995294
0, 0.00389631, 0.03, 0.996104
0, 0.00217832, 0.03, 0.997822
0, 0.00487643, 0.03, 0.995124
0, 0.00411081, 0.03, 0.995889
0, 0.00482747, 0.03, 0.995173
0, 0.00337642, 0.03, 0.996624
0, 0.00381223, 0.03, 0.996188
0, 0.00410903, 0.03, 0.995891
0, 0.00459301, 0.03, 0.995407
0, 0.0034957, 0.03, 0.996504
0, 0.00401888, 0.03, 0.995981
0, 0.00448914, 0.03, 0.995511
0, 0.00522497, 0.03, 0.994775
0, 0.00362609, 0.03, 0.996374
0, 0.00537666, 0.03, 0.994623
0, 0.00646147, 0.03, 0.993539
0, 0.00377176, 0.03, 0.996228
0, 0.00520674, 0.03, 0.994793
0, 0.00389849, 0.03, 0.996102
0, 0.00368375, 0.03, 0.996316
0, 0.00527402, 0.03, 0.994726
0, 0.00396391, 0.03, 0.996036
0, 0.00475198, 0.03, 0.995248
0, 0.00505268, 0.03, 0.994947
0, 0.00487976, 0.03, 0.99512
0, 0.0050243, 0.03, 0.994976
0, 0.0044, 0.03, 0.9956
0, 0.00463863, 0.03, 0.995361
0, 0.00569636, 0.03, 0.994304
0, 0.00339707, 0.03, 0.996603
0, 0.00296579, 0.03, 0.997034
0, 0.00465688, 0.03, 0.995343
0, 0.0049521, 0.03, 0.995048
0, 0.0044678, 0.03, 0.995532
0, 0.00283301, 0.03, 0.997167
0, 0.00383813, 0.03, 0.996162
0, 0.00460451, 0.03, 0.995395
0, 0.00335996, 0.03, 0.99664
0, 0.00219523, 0.03, 0.997805
0, 0.00335757, 0.03, 0.996642
0, 0.0038601, 0.03, 0.99614
0, 0.00432874, 0.03, 0.995671
0, 0.00429387, 0.03, 0.995706
0, 0.00330207, 0.03, 0.996698
0, 0.00412307, 0.03, 0.995877
0, 0.00548113, 0.03, 0.994519
0, 0.00337008, 0.03, 0.99663
0, 0.00274308, 0.03, 0.997257
0, 0.00315989, 0.03, 0.99684
0, 0.00528334, 0.03, 0.994717
0, 0.00331769, 0.03, 0.996682
0, 0.00367702, 0.03, 0.996323
0, 0.00416493, 0.03, 0.995835
0, 0.00408895, 0.03, 0.995911
0, 0.0039198, 0.03, 0.99608
0, 0.00382017, 0.035, 0.99618
0, 0.00593978, 0.035, 0.99406
0, 0.00489861, 0.035, 0.995101
0, 0.00710905, 0.035, 0.992891
0, 0.00724944, 0.035, 0.992751
0, 0.00623816, 0.035, 0.993762
0, 0.00581026, 0.035, 0.99419
0, 0.00599256, 0.035, 0.994007
0, 0.00471418, 0.035, 0.995286
0, 0.00651203, 0.035, 0.993488
0, 0.00562983, 0.035, 0.99437
0, 0.00438004, 0.035, 0.99562
0, 0.00436167, 0.035, 0.995638
0, 0.00542898, 0.035, 0.994571
0, 0.00625273, 0.035, 0.993747
0, 0.00515786, 0.035, 0.994842
0, 0.00538552, 0.035, 0.994614
0, 0.00548101, 0.035, 0.994519
0, 0.00645895, 0.035, 0.993541
0, 0.00559948, 0.035, 0.994401
0, 0.00566143, 0.035, 0.994339
0, 0.00582263, 0.035, 0.994177
0, 0.00372696, 0.035, 0.996273
0, 0.00559269, 0.035, 0.994407
0, 0.00494525, 0.035, 0.995055
0, 0.00682507, 0.035, 0.993175
0, 0.00457545, 0.035, 0.995425
0, 0.00420119, 0.035, 0.995799
0, 0.00609542, 0.035, 0.993905
0, 0.00519025, 0.035, 0.99481
0, 0.00672834, 0.035, 0.993272
0, 0.00641314, 0.035, 0.993587
0, 0.00512226, 0.035, 0.994878
0, 0.00510947, 0.035, 0.994891
0, 0.005773, 0.035, 0.994227
0, 0.00754505, 0.035, 0.992455
0, 0.0052784, 0.035, 0.994722
0, 0.00423648, 0.035, 0.995764
0, 0.00657028, 0.035, 0.99343
0, 0.00520372, 0.035, 0.994796
0, 0.00530884, 0.035, 0.994691
0, 0.00364609, 0.035, 0.996354
0, 0.00490772, 0.035, 0.995092
0, 0.00673783, 0.035, 0.993262
0, 0.00368054, 0.035, 0.996319
0, 0.00764915, 0.035, 0.992351
0, 0.00428505, 0.035, 0.995715
0, 0.00603466, 0.035, 0.993965
0, 0.00412481, 0.035, 0.995875
0, 0.00598983, 0.035, 0.99401
0, 0.00617085, 0.035, 0.993829
0, 0.00420972, 0.035, 0.99579
0, 0.00684574, 0.035, 0.993154
0, 0.00669085, 0.035, 0.993309
0, 0.00608232, 0.035, 0.993918
0, 0.00603772, 0.035, 0.993962
0, 0.00588197, 0.035, 0.994118
0, 0.00575871, 0.035, 0.994241
0, 0.00567372, 0.035, 0.994326
0, 0.00656366, 0.035, 0.993436
0, 0.0061884, 0.035, 0.993812
0, 0.00614038, 0.035, 0.99386
0, 0.00486601, 0.035, 0.995134
0, 0.00680598, 0.035, 0.993194
0, 0.00613718, 0.035, 0.993863
0, 0.00560543, 0.035, 0.994395
0, 0.00735633, 0.035, 0.992644
0, 0.00311022, 0.035, 0.99689
0, 0.00376128, 0.035, 0.996239
0, 0.00652678, 0.035, 0.993473
0, 0.00304349, 0.035, 0.996957
0, 0.0059774, 0.035, 0.994023
0, 0.00572459, 0.035, 0.994275
0, 0.00601564, 0.035, 0.993984
0, 0.00379253, 0.035, 0.996207
0, 0.00635714, 0.035, 0.993643
0, 0.00670694, 0.035, 0.993293
0, 0.00477524, 0.035, 0.995225
0, 0.00585113, 0.035, 0.994149
0, 0.00695344, 0.035, 0.993047
0, 0.00663966, 0.035, 0.99336
0, 0.00679397, 0.035, 0.993206
0, 0.00695435, 0.035, 0.993046
0, 0.00447895, 0.035, 0.995521
0, 0.006455, 0.035, 0.993545
0, 0.00462843, 0.035, 0.995372
0, 0.00530091, 0.035, 0.994699
0, 0.00534217, 0.035, 0.994658
0, 0.00617105, 0.035, 0.993829
0, 0.00540699, 0.035, 0.994593
0, 0.00725818, 0.035, 0.992742
0, 0.0050179, 0.035, 0.994982
0, 0.00496697, 0.035, 0.995033
0, 0.0053164, 0.035, 0.994684
0, 0.00538746, 0.035, 0.994613
0, 0.00522251, 0.035, 0.994777
0, 0.00530437, 0.035, 0.994696
0, 0.00596174, 0.035, 0.994038
0, 0.00540166, 0.035, 0.994598
0, 0.00512193, 0.035, 0.994878
0, 0.0073993, 0.04, 0.992601
0, 0.00662673, 0.04, 0.993373
0, 0.0071199, 0.04, 0.99288
0, 0.00520429, 0.04, 0.994796
0, 0.00639268, 0.04, 0.993607
0, 0.00767376, 0.04, 0.992326
0, 0.00721836, 0.04, 0.992782
0, 0.00767184, 0.04, 0.992328
0, 0.00862248, 0.04, 0.991378
0, 0.00777873, 0.04, 0.992221
0, 0.00842045, 0.04, 0.99158
0, 0.00604803, 0.04, 0.993952
