Gamma, Publish N Profit, Publish N Hash Rate, Honest Hash Rate
0.25, 0.00736354, 0.02, 0.992636
0.25, 0.00768326, 0.02, 0.992317
0.25, 0.00721029, 0.02, 0.99279
0.25, 0.0055694, 0.02, 0.994431
0.25, 0.00571648, 0.02, 0.994284
0.25, 0.00785861, 0.02, 0.992141
0.25, 0.00596889, 0.02, 0.994031
0.25, 0.00812583, 0.02, 0.991874
0.25, 0.00607642, 0.02, 0.993924
0.25, 0.00659251, 0.02, 0.993407
0.25, 0.00650419, 0.02, 0.993496
0.25, 0.00706949, 0.02, 0.992931
0.25, 0.00630802, 0.02, 0.993692
0.25, 0.0069758, 0.02, 0.993024
0.25, 0.00650954, 0.02, 0.99349
0.25, 0.00624186, 0.02, 0.993758
0.25, 0.0059362, 0.02, 0.994064
0.25, 0.00516035, 0.02, 0.99484
0.25, 0.00619396, 0.02, 0.993806
0.25, 0.00709178, 0.02, 0.992908
0.25, 0.00639774, 0.02, 0.993602
0.25, 0.00551647, 0.02, 0.994484
0.25, 0.0043805, 0.02, 0.995619
0.25, 0.00891028, 0.02, 0.99109
0.25, 0.00738894, 0.02, 0.992611
0.25, 0.00630464, 0.02, 0.993695
0.25, 0.00547402, 0.02, 0.994526
0.25, 0.00812214, 0.02, 0.991878
0.25, 0.00585807, 0.02, 0.994142
0.25, 0.00929615, 0.025, 0.990704
0.25, 0.00759957, 0.025, 0.9924
0.25, 0.0095002, 0.025, 0.9905
0.25, 0.00970919, 0.025, 0.990291
0.25, 0.0098455, 0.025, 0.990155
0.25, 0.00796827, 0.025, 0.992032
0.25, 0.0080815, 0.025, 0.991919
0.25, 0.00828701, 0.025, 0.991713
0.25, 0.00868581, 0.025, 0.991314
0.25, 0.00874204, 0.025, 0.991258
0.25, 0.00880165, 0.025, 0.991198
0.25, 0.00880821, 0.025, 0.991192
0.25, 0.00964225, 0.025, 0.990358
0.25, 0.00802325, 0.025, 0.991977
0.25, 0.0091336, 0.025, 0.990866
0.25, 0.00864421, 0.025, 0.991356
0.25, 0.00861364, 0.025, 0.991386
0.25, 0.00866893, 0.025, 0.991331
0.25, 0.00848355, 0.025, 0.991516
0.25, 0.00835719, 0.025, 0.991643
0.25, 0.00882561, 0.025, 0.991174
0.25, 0.00846431, 0.025, 0.991536
0.25, 0.00852574, 0.025, 0.991474
0.25, 0.0105886, 0.025, 0.989411
0.25, 0.00810996, 0.025, 0.99189
0.25, 0.00980146, 0.025, 0.990199
0.25, 0.00799356, 0.025, 0.992006
0.25, 0.00938449, 0.025, 0.990616
0.25, 0.00859157, 0.025, 0.991408
0.25, 0.0084821, 0.025, 0.991518
0.25, 0.0100512, 0.025, 0.989949
0.25, 0.00858187, 0.025, 0.991418
0.25, 0.00980864, 0.025, 0.990191
0.25, 0.00930482, 0.025, 0.990695
0.25, 0.00980033, 0.025, 0.9902
0.25, 0.00759115, 0.025, 0.992409
0.25, 0.00912775, 0.025, 0.990872
0.25, 0.00811436, 0.025, 0.991886
0.25, 0.0105735, 0.025, 0.989426
0.25, 0.00910326, 0.025, 0.990897
0.25, 0.00908492, 0.025, 0.990915
0.25, 0.0084912, 0.025, 0.991509
0.25, 0.00983863, 0.025, 0.990161
0.25, 0.00711421, 0.025, 0.992886
0.25, 0.0106559, 0.025, 0.989344
0.25, 0.00914024, 0.025, 0.99086
0.25, 0.0091099, 0.025, 0.99089
0.25, 0.00739869, 0.025, 0.992601
0.25, 0.00863301, 0.025, 0.991367
0.25, 0.00898454, 0.025, 0.991015
0.25, 0.00794775, 0.025, 0.992052
0.25, 0.00819099, 0.025, 0.991809
0.25, 0.00706944, 0.025, 0.992931
0.25, 0.00779486, 0.025, 0.992205
0.25, 0.00890587, 0.025, 0.991094
0.25, 0.00875381, 0.025, 0.991246
0.25, 0.0089439, 0.025, 0.991056
0.25, 0.00682632, 0.025, 0.993174
0.25, 0.00884479, 0.025, 0.991155
0.25, 0.00743275, 0.025, 0.992567
0.25, 0.00901708, 0.025, 0.990983
0.25, 0.00934952, 0.025, 0.99065
0.25, 0.0101121, 0.025, 0.989888
0.25, 0.00733899, 0.025, 0.992661
0.25, 0.0068196, 0.025, 0.99318
0.25, 0.00804182, 0.025, 0.991958
0.25, 0.00792483, 0.025, 0.992075
0.25, 0.0085292, 0.025, 0.991471
0.25, 0.00916776, 0.025, 0.990832
0.25, 0.00987647, 0.025, 0.990124
0.25, 0.00896209, 0.025, 0.991038
0.25, 0.00889305, 0.025, 0.991107
0.25, 0.00790711, 0.025, 0.992093
0.25, 0.00767573, 0.025, 0.992324
0.25, 0.00957759, 0.025, 0.990422
0.25, 0.00847607, 0.025, 0.991524
0.25, 0.00783139, 0.025, 0.992169
0.25, 0.00867395, 0.025, 0.991326
0.25, 0.00763241, 0.025, 0.992368
0.25, 0.0090576, 0.025, 0.990942
0.25, 0.00758604, 0.025, 0.992414
0.25, 0.00757088, 0.025, 0.992429
0.25, 0.00953529, 0.025, 0.990465
0.25, 0.00845248, 0.025, 0.991548
0.25, 0.00932493, 0.025, 0.990675
0.25, 0.00929798, 0.025, 0.990702
0.25, 0.00914249, 0.025, 0.990858
0.25, 0.00925242, 0.025, 0.990748
0.25, 0.00904113, 0.025, 0.990959
0.25, 0.00827926, 0.025, 0.991721
0.25, 0.00817154, 0.025, 0.991828
0.25, 0.00677765, 0.025, 0.993222
0.25, 0.00796799, 0.025, 0.992032
0.25, 0.00963162, 0.025, 0.990368
0.25, 0.0104342, 0.025, 0.989566
0.25, 0.00944707, 0.025, 0.990553
0.25, 0.00861393, 0.025, 0.991386
0.25, 0.00920777, 0.025, 0.990792
0.25, 0.00887633, 0.025, 0.991124
0.25, 0.00781163, 0.025, 0.992188
0.25, 0.00914511, 0.03, 0.990855
0.25, 0.0110385, 0.03, 0.988961
0.25, 0.0108856, 0.03, 0.989114
0.25, 0.00975237, 0.03, 0.990248
0.25, 0.0112748, 0.03, 0.988725
0.25, 0.0109241, 0.03, 0.989076
0.25, 0.0111139, 0.03, 0.988886
0.25, 0.0108803, 0.03, 0.98912
0.25, 0.00896309, 0.03, 0.991037
0.25, 0.0118496, 0.03, 0.98815
0.25, 0.0107696, 0.03, 0.98923
0.25, 0.00840038, 0.03, 0.9916
0.25, 0.0119527, 0.03, 0.988047
0.25, 0.0114611, 0.03, 0.988539
0.25, 0.0126684, 0.03, 0.987332
0.25, 0.0103684, 0.03, 0.989632
0.25, 0.0126944, 0.03, 0.987306
0.25, 0.0111051, 0.03, 0.988895
0.25, 0.0114273, 0.03, 0.988573
0.25, 0.0106142, 0.03, 0.989386
0.25, 0.00956976, 0.03, 0.99043
0.25, 0.00958706, 0.03, 0.990413
0.25, 0.00975341, 0.03, 0.990247
0.25, 0.0114734, 0.03, 0.988527
0.25, 0.0100135, 0.03, 0.989986
0.25, 0.0110725, 0.03, 0.988927
0.25, 0.00995183, 0.03, 0.990048
0.25, 0.0120079, 0.03, 0.987992
0.25, 0.0106869, 0.03, 0.989313
0.25, 0.0112885, 0.03, 0.988712
0.25, 0.0107196, 0.03, 0.98928
0.25, 0.0110825, 0.03, 0.988918
0.25, 0.0107717, 0.03, 0.989228
0.25, 0.0105183, 0.03, 0.989482
0.25, 0.0105317, 0.03, 0.989468
0.25, 0.0122825, 0.03, 0.987717
0.25, 0.012112, 0.03, 0.987888
0.25, 0.0116588, 0.03, 0.988341
0.25, 0.0115255, 0.03, 0.988475
0.25, 0.0116225, 0.03, 0.988378
0.25, 0.00856343, 0.03, 0.991437
0.25, 0.0097946, 0.03, 0.990205
0.25, 0.00979101, 0.03, 0.990209
0.25, 0.00975569, 0.03, 0.990244
0.25, 0.00972724, 0.03, 0.990273
0.25, 0.00931179, 0.03, 0.990688
0.25, 0.0109522, 0.03, 0.989048
0.25, 0.01039, 0.03, 0.98961
0.25, 0.0115792, 0.03, 0.988421
0.25, 0.0116716, 0.03, 0.988328
0.25, 0.00969415, 0.03, 0.990306
0.25, 0.0118331, 0.03, 0.988167
0.25, 0.0111341, 0.03, 0.988866
0.25, 0.0104366, 0.03, 0.989563
0.25, 0.0124719, 0.03, 0.987528
0.25, 0.0105727, 0.03, 0.989427
0.25, 0.0110608, 0.03, 0.988939
0.25, 0.0116806, 0.03, 0.988319
0.25, 0.0110185, 0.03, 0.988982
0.25, 0.0108582, 0.03, 0.989142
0.25, 0.00906598, 0.03, 0.990934
0.25, 0.0108683, 0.03, 0.989132
0.25, 0.011572, 0.03, 0.988428
0.25, 0.00956377, 0.03, 0.990436
0.25, 0.0118758, 0.03, 0.988124
0.25, 0.0100443, 0.03, 0.989956
0.25, 0.0104608, 0.03, 0.989539
0.25, 0.0102967, 0.03, 0.989703
0.25, 0.00833004, 0.03, 0.99167
0.25, 0.0102839, 0.03, 0.989716
0.25, 0.0104198, 0.03, 0.98958
0.25, 0.0121867, 0.03, 0.987813
0.25, 0.0119, 0.03, 0.9881
0.25, 0.0112185, 0.03, 0.988781
0.25, 0.0079012, 0.03, 0.992099
0.25, 0.0110138, 0.03, 0.988986
0.25, 0.0128909, 0.03, 0.987109
0.25, 0.0121413, 0.03, 0.987859
0.25, 0.0101835, 0.03, 0.989816
0.25, 0.010215, 0.03, 0.989785
0.25, 0.00975221, 0.03, 0.990248
0.25, 0.00945558, 0.03, 0.990544
0.25, 0.0111399, 0.03, 0.98886
0.25, 0.00882944, 0.03, 0.991171
0.25, 0.0114365, 0.03, 0.988563
0.25, 0.0108015, 0.03, 0.989198
0.25, 0.0128937, 0.03, 0.987106
0.25, 0.0092243, 0.03, 0.990776
0.25, 0.0103591, 0.03, 0.989641
0.25, 0.00871842, 0.03, 0.991282
0.25, 0.00990894, 0.03, 0.990091
0.25, 0.0120774, 0.03, 0.987923
0.25, 0.0131634, 0.03, 0.986837
0.25, 0.0101087, 0.03, 0.989891
0.25, 0.00976975, 0.03, 0.99023
0.25, 0.0110333, 0.03, 0.988967
0.25, 0.0117733, 0.03, 0.988227
0.25, 0.00913648, 0.03, 0.990864
0.25, 0.0108159, 0.03, 0.989184
0.25, 0.0121919, 0.03, 0.987808
0.25, 0.0142292, 0.035, 0.985771
0.25, 0.0133623, 0.035, 0.986638
0.25, 0.0135844, 0.035, 0.986416
0.25, 0.0128365, 0.035, 0.987164
0.25, 0.0127051, 0.035, 0.987295
0.25, 0.0138562, 0.035, 0.986144
0.25, 0.0132084, 0.035, 0.986792
0.25, 0.0127006, 0.035, 0.987299
0.25, 0.0137712, 0.035, 0.986229
0.25, 0.013348, 0.035, 0.986652
0.25, 0.0115484, 0.035, 0.988452
0.25, 0.0138633, 0.035, 0.986137
0.25, 0.0117892, 0.035, 0.988211
0.25, 0.0115299, 0.035, 0.98847
0.25, 0.0132736, 0.035, 0.986726
0.25, 0.0142307, 0.035, 0.985769
0.25, 0.013744, 0.035, 0.986256
0.25, 0.0132403, 0.035, 0.98676
0.25, 0.0128131, 0.035, 0.987187
0.25, 0.0123358, 0.035, 0.987664
0.25, 0.0130479, 0.035, 0.986952
0.25, 0.012287, 0.035, 0.987713
0.25, 0.0126745, 0.035, 0.987326
0.25, 0.0117535, 0.035, 0.988247
0.25, 0.0137023, 0.035, 0.986298
0.25, 0.0120347, 0.035, 0.987965
0.25, 0.012714, 0.035, 0.987286
0.25, 0.0138263, 0.035, 0.986174
0.25, 0.0115457, 0.035, 0.988454
0.25, 0.0128468, 0.035, 0.987153
0.25, 0.0116833, 0.035, 0.988317
0.25, 0.0124676, 0.035, 0.987532
0.25, 0.012757, 0.035, 0.987243
0.25, 0.0146813, 0.035, 0.985319
0.25, 0.0156196, 0.035, 0.98438
0.25, 0.012791, 0.035, 0.987209
0.25, 0.0136226, 0.035, 0.986377
0.25, 0.0133224, 0.035, 0.986678
0.25, 0.0112219, 0.035, 0.988778
0.25, 0.0137017, 0.035, 0.986298
0.25, 0.0102508, 0.035, 0.989749
0.25, 0.0128421, 0.035, 0.987158
0.25, 0.013452, 0.035, 0.986548
0.25, 0.0136536, 0.035, 0.986346
0.25, 0.0113609, 0.035, 0.988639
0.25, 0.0134132, 0.035, 0.986587
0.25, 0.0126383, 0.035, 0.987362
0.25, 0.0114054, 0.035, 0.988595
0.25, 0.0128724, 0.035, 0.987128
0.25, 0.0124965, 0.035, 0.987504
0.25, 0.0125749, 0.035, 0.987425
0.25, 0.0135194, 0.035, 0.986481
0.25, 0.0114448, 0.035, 0.988555
0.25, 0.0116027, 0.035, 0.988397
0.25, 0.011471, 0.035, 0.988529
0.25, 0.0140887, 0.035, 0.985911
0.25, 0.0124327, 0.035, 0.987567
0.25, 0.013911, 0.035, 0.986089
0.25, 0.0164025, 0.035, 0.983597
0.25, 0.0132323, 0.035, 0.986768
0.25, 0.0121072, 0.035, 0.987893
0.25, 0.0115683, 0.035, 0.988432
0.25, 0.0138542, 0.035, 0.986146
0.25, 0.0124362, 0.035, 0.987564
0.25, 0.0119731, 0.035, 0.988027
0.25, 0.0135108, 0.035, 0.986489
0.25, 0.0139963, 0.035, 0.986004
0.25, 0.0102651, 0.035, 0.989735
0.25, 0.0151885, 0.035, 0.984812
0.25, 0.0137337, 0.035, 0.986266
0.25, 0.013782, 0.035, 0.986218
0.25, 0.0134894, 0.035, 0.986511
0.25, 0.0145842, 0.035, 0.985416
0.25, 0.0139737, 0.035, 0.986026
0.25, 0.0123228, 0.035, 0.987677
0.25, 0.0124846, 0.035, 0.987515
0.25, 0.0131743, 0.035, 0.986826
0.25, 0.0135269, 0.035, 0.986473
0.25, 0.0130866, 0.035, 0.986913
0.25, 0.0135682, 0.035, 0.986432
0.25, 0.0143071, 0.035, 0.985693
0.25, 0.0131431, 0.035, 0.986857
0.25, 0.0131572, 0.035, 0.986843
0.25, 0.0162758, 0.035, 0.983724
0.25, 0.0130978, 0.035, 0.986902
0.25, 0.0137021, 0.035, 0.986298
0.25, 0.0126753, 0.035, 0.987325
0.25, 0.0131041, 0.035, 0.986896
0.25, 0.0132426, 0.035, 0.986757
0.25, 0.0139411, 0.035, 0.986059
0.25, 0.0131123, 0.035, 0.986888
0.25, 0.0113337, 0.035, 0.988666
0.25, 0.0123187, 0.035, 0.987681
0.25, 0.0114848, 0.035, 0.988515
0.25, 0.0149592, 0.035, 0.985041
0.25, 0.0128626, 0.035, 0.987137
0.25, 0.0128055, 0.035, 0.987194
0.25, 0.0145076, 0.035, 0.985492
0.25, 0.0116204, 0.035, 0.98838
0.25, 0.013273, 0.035, 0.986727
0.25, 0.017979, 0.04, 0.982021
0.25, 0.0191886, 0.04, 0.980811
0.25, 0.0145914, 0.04, 0.985409
0.25, 0.016234, 0.04, 0.983766
0.25, 0.0124891, 0.04, 0.987511
0.25, 0.0174011, 0.04, 0.982599
0.25, 0.0156227, 0.04, 0.984377
0.25, 0.0155047, 0.04, 0.984495
0.25, 0.0154166, 0.04, 0.984583
0.25, 0.0177193, 0.04, 0.982281
0.25, 0.0140953, 0.04, 0.985905
0.25, 0.0174818, 0.04, 0.982518
0.25, 0.017668, 0.04, 0.982332
0.25, 0.0160098, 0.04, 0.98399
0.25, 0.0189763, 0.04, 0.981024
0.25, 0.0142771, 0.04, 0.985723
0.25, 0.0156476, 0.04, 0.984352
0.25, 0.0136179, 0.04, 0.986382
0.25, 0.0177369, 0.04, 0.982263
0.25, 0.0158628, 0.04, 0.984137
0.25, 0.0157319, 0.04, 0.984268
0.25, 0.0188104, 0.04, 0.98119
0.25, 0.0169504, 0.04, 0.98305
0.25, 0.0160067, 0.04, 0.983993
0.25, 0.0147541, 0.04, 0.985246
0.25, 0.0160122, 0.04, 0.983988
0.25, 0.0165527, 0.04, 0.983447
0.25, 0.0142659, 0.04, 0.985734
0.25, 0.0148871, 0.04, 0.985113
0.25, 0.0152635, 0.04, 0.984736
0.25, 0.016164, 0.04, 0.983836
0.25, 0.01421, 0.04, 0.98579
0.25, 0.0163245, 0.04, 0.983675
0.25, 0.013766, 0.04, 0.986234
0.25, 0.016958, 0.04, 0.983042
0.25, 0.0161363, 0.04, 0.983864
0.25, 0.015786, 0.04, 0.984214
0.25, 0.014538, 0.04, 0.985462
0.25, 0.0163663, 0.04, 0.983634
0.25, 0.0170395, 0.04, 0.98296
0.25, 0.0179627, 0.04, 0.982037
0.25, 0.0147122, 0.04, 0.985288
0.25, 0.0136452, 0.04, 0.986355
0.25, 0.0150217, 0.04, 0.984978
0.25, 0.0156126, 0.04, 0.984387
0.25, 0.0124199, 0.04, 0.98758
0.25, 0.0165941, 0.04, 0.983406
0.25, 0.0146902, 0.04, 0.98531
0.25, 0.0169084, 0.04, 0.983092
0.25, 0.0169059, 0.04, 0.983094
0.25, 0.0153645, 0.04, 0.984635
0.25, 0.0175979, 0.04, 0.982402
0.25, 0.0173075, 0.04, 0.982692
0.25, 0.0173961, 0.04, 0.982604
0.25, 0.0178552, 0.04, 0.982145
0.25, 0.0149835, 0.04, 0.985017
0.25, 0.0174035, 0.04, 0.982596
0.25, 0.0148035, 0.04, 0.985197
0.25, 0.0143505, 0.04, 0.985649
0.25, 0.0168757, 0.04, 0.983124
0.25, 0.0158615, 0.04, 0.984138
0.25, 0.0147229, 0.04, 0.985277
0.25, 0.0156742, 0.04, 0.984326
0.25, 0.0143974, 0.04, 0.985603
0.25, 0.0178163, 0.04, 0.982184
0.25, 0.0145036, 0.04, 0.985496
0.25, 0.0155124, 0.04, 0.984488
0.25, 0.0136758, 0.04, 0.986324
0.25, 0.0150812, 0.04, 0.984919
0.25, 0.0138963, 0.04, 0.986104
0.25, 0.0155165, 0.04, 0.984483
0.25, 0.0154977, 0.04, 0.984502
0.25, 0.0154309, 0.04, 0.984569
0.25, 0.0143885, 0.04, 0.985612
0.25, 0.0149941, 0.04, 0.985006
0.25, 0.0172421, 0.04, 0.982758
0.25, 0.0168741, 0.04, 0.983126
0.25, 0.0182787, 0.04, 0.981721
0.25, 0.0174132, 0.04, 0.982587
0.25, 0.0153857, 0.04, 0.984614
0.25, 0.0179499, 0.04, 0.98205
0.25, 0.0173553, 0.04, 0.982645
0.25, 0.015937, 0.04, 0.984063
0.25, 0.0169667, 0.04, 0.983033
0.25, 0.0140761, 0.04, 0.985924
0.25, 0.0162864, 0.04, 0.983714
0.25, 0.0149937, 0.04, 0.985006
0.25, 0.0180913, 0.04, 0.981909
0.25, 0.0157887, 0.04, 0.984211
0.25, 0.0147269, 0.04, 0.985273
0.25, 0.0150453, 0.04, 0.984955
0.25, 0.0184529, 0.04, 0.981547
0.25, 0.0127223, 0.04, 0.987278
0.25, 0.0160803, 0.04, 0.98392
0.25, 0.0193792, 0.04, 0.980621
0.25, 0.0152396, 0.04, 0.98476
0.25, 0.0169919, 0.04, 0.983008
0.25, 0.0150693, 0.04, 0.984931
0.25, 0.0137014, 0.04, 0.986299
0.25, 0.0187458, 0.04, 0.981254
0.25, 0.0193878, 0.045, 0.980612
0.25, 0.016791, 0.045, 0.983209
0.25, 0.0190871, 0.045, 0.980913
0.25, 0.0182144, 0.045, 0.981786
0.25, 0.0189249, 0.045, 0.981075
0.25, 0.0157535, 0.045, 0.984246
0.25, 0.0189611, 0.045, 0.981039
0.25, 0.0188119, 0.045, 0.981188
0.25, 0.0194567, 0.045, 0.980543
0.25, 0.0191979, 0.045, 0.980802
0.25, 0.0232562, 0.045, 0.976744
0.25, 0.0208783, 0.045, 0.979122
0.25, 0.019134, 0.045, 0.980866
0.25, 0.0174748, 0.045, 0.982525
0.25, 0.0179829, 0.045, 0.982017
0.25, 0.0206247, 0.045, 0.979375
0.25, 0.0187244, 0.045, 0.981276
0.25, 0.0206156, 0.045, 0.979384
0.25, 0.0192713, 0.045, 0.980729
0.25, 0.0200781, 0.045, 0.979922
0.25, 0.0184758, 0.045, 0.981524
0.25, 0.0190813, 0.045, 0.980919
0.25, 0.0200307, 0.045, 0.979969
0.25, 0.0196671, 0.045, 0.980333
0.25, 0.0220765, 0.045, 0.977924
0.25, 0.0208373, 0.045, 0.979163
0.25, 0.0195942, 0.045, 0.980406
0.25, 0.0177509, 0.045, 0.982249
0.25, 0.0204839, 0.045, 0.979516
0.25, 0.0171769, 0.045, 0.982823
0.25, 0.0146878, 0.045, 0.985312
0.25, 0.0184011, 0.045, 0.981599
0.25, 0.0187724, 0.045, 0.981228
0.25, 0.0175943, 0.045, 0.982406
0.25, 0.0177016, 0.045, 0.982298
0.25, 0.018495, 0.045, 0.981505
0.25, 0.0186834, 0.045, 0.981317
0.25, 0.0193121, 0.045, 0.980688
0.25, 0.0217431, 0.045, 0.978257
0.25, 0.0190371, 0.045, 0.980963
0.25, 0.0179073, 0.045, 0.982093
0.25, 0.0181308, 0.045, 0.981869
0.25, 0.0207141, 0.045, 0.979286
0.25, 0.0171273, 0.045, 0.982873
0.25, 0.0176832, 0.045, 0.982317
0.25, 0.0192593, 0.045, 0.980741
0.25, 0.020407, 0.045, 0.979593
0.25, 0.0189839, 0.045, 0.981016
0.25, 0.0186663, 0.045, 0.981334
0.25, 0.0171202, 0.045, 0.98288
0.25, 0.0187223, 0.045, 0.981278
0.25, 0.0188933, 0.045, 0.981107
0.25, 0.0199466, 0.045, 0.980053
0.25, 0.0219712, 0.045, 0.978029
0.25, 0.0182794, 0.045, 0.981721
0.25, 0.0203405, 0.045, 0.97966
0.25, 0.0174897, 0.045, 0.98251
0.25, 0.020918, 0.045, 0.979082
0.25, 0.0167743, 0.045, 0.983226
0.25, 0.0185006, 0.045, 0.981499
0.25, 0.0170739, 0.045, 0.982926
0.25, 0.0164808, 0.045, 0.983519
0.25, 0.0192094, 0.045, 0.980791
0.25, 0.0197466, 0.045, 0.980253
0.25, 0.018495, 0.045, 0.981505
0.25, 0.017704, 0.045, 0.982296
0.25, 0.0191693, 0.045, 0.980831
0.25, 0.0211737, 0.045, 0.978826
0.25, 0.0178074, 0.045, 0.982193
0.25, 0.0201929, 0.045, 0.979807
0.25, 0.0191828, 0.045, 0.980817
0.25, 0.019101, 0.045, 0.980899
0.25, 0.0172552, 0.045, 0.982745
0.25, 0.0198704, 0.045, 0.98013
0.25, 0.017646, 0.045, 0.982354
0.25, 0.0176531, 0.045, 0.982347
0.25, 0.0198397, 0.045, 0.98016
0.25, 0.0178915, 0.045, 0.982109
0.25, 0.0193416, 0.045, 0.980658
0.25, 0.0176923, 0.045, 0.982308
0.25, 0.0184716, 0.045, 0.981528
0.25, 0.018168, 0.045, 0.981832
0.25, 0.0191999, 0.045, 0.9808
0.25, 0.0175388, 0.045, 0.982461
0.25, 0.0189083, 0.045, 0.981092
0.25, 0.024526, 0.045, 0.975474
0.25, 0.0179854, 0.045, 0.982015
0.25, 0.016355, 0.045, 0.983645
0.25, 0.0170506, 0.045, 0.982949
0.25, 0.0161962, 0.045, 0.983804
0.25, 0.0179782, 0.045, 0.982022
0.25, 0.0179741, 0.045, 0.982026
0.25, 0.0189244, 0.045, 0.981076
0.25, 0.0198201, 0.045, 0.98018
0.25, 0.0165605, 0.045, 0.983439
0.25, 0.017786, 0.045, 0.982214
0.25, 0.0196553, 0.045, 0.980345
0.25, 0.0189254, 0.045, 0.981075
0.25, 0.0165709, 0.045, 0.983429
0.25, 0.0189257, 0.045, 0.981074
0.25, 0.0209355, 0.05, 0.979064
0.25, 0.0218628, 0.05, 0.978137
0.25, 0.0201625, 0.05, 0.979838
0.25, 0.018442, 0.05, 0.981558
0.25, 0.0213324, 0.05, 0.978668
0.25, 0.0181814, 0.05, 0.981819
0.25, 0.0218957, 0.05, 0.978104
0.25, 0.0173652, 0.05, 0.982635
0.25, 0.0168146, 0.05, 0.983185
0.25, 0.0189301, 0.05, 0.98107
0.25, 0.0198948, 0.05, 0.980105
0.25, 0.0208436, 0.05, 0.979156
0.25, 0.0206462, 0.05, 0.979354
0.25, 0.0215305, 0.05, 0.97847
0.25, 0.0211566, 0.05, 0.978843
0.25, 0.0179831, 0.05, 0.982017
0.25, 0.0222278, 0.05, 0.977772
0.25, 0.0219534, 0.05, 0.978047
0.25, 0.0230649, 0.05, 0.976935
0.25, 0.0216766, 0.05, 0.978323
0.25, 0.0195516, 0.05, 0.980448
0.25, 0.0216133, 0.05, 0.978387
0.25, 0.0193936, 0.05, 0.980606
0.25, 0.0220064, 0.05, 0.977994
0.25, 0.0207355, 0.05, 0.979265
0.25, 0.0224115, 0.05, 0.977589
0.25, 0.0182724, 0.05, 0.981728
0.25, 0.0192328, 0.05, 0.980767
0.25, 0.0192362, 0.05, 0.980764
0.25, 0.0226094, 0.05, 0.977391
0.25, 0.022406, 0.05, 0.977594
0.25, 0.0212646, 0.05, 0.978735
0.25, 0.0206333, 0.05, 0.979367
0.25, 0.0194049, 0.05, 0.980595
0.25, 0.0205211, 0.05, 0.979479
0.25, 0.0209088, 0.05, 0.979091
0.25, 0.0227287, 0.05, 0.977271
0.25, 0.0249801, 0.05, 0.97502
0.25, 0.0244587, 0.05, 0.975541
0.25, 0.0217756, 0.05, 0.978224
0.25, 0.0207554, 0.05, 0.979245
0.25, 0.0226201, 0.05, 0.97738
0.25, 0.0251889, 0.05, 0.974811
0.25, 0.0227641, 0.05, 0.977236
0.25, 0.0238401, 0.05, 0.97616
0.25, 0.0217223, 0.05, 0.978278
0.25, 0.020184, 0.05, 0.979816
0.25, 0.023217, 0.05, 0.976783
0.25, 0.0193018, 0.05, 0.980698
0.25, 0.0182124, 0.05, 0.981788
0.25, 0.0206074, 0.05, 0.979393
0.25, 0.0232845, 0.05, 0.976715
0.25, 0.0208024, 0.05, 0.979198
0.25, 0.0190959, 0.05, 0.980904
0.25, 0.0205623, 0.05, 0.979438
0.25, 0.0202381, 0.05, 0.979762
0.25, 0.0223042, 0.05, 0.977696
0.25, 0.0221522, 0.05, 0.977848
0.25, 0.0221757, 0.05, 0.977824
0.25, 0.0215749, 0.05, 0.978425
0.25, 0.0221308, 0.05, 0.977869
0.25, 0.0199074, 0.05, 0.980093
0.25, 0.0196406, 0.05, 0.980359
0.25, 0.0198705, 0.05, 0.98013
0.25, 0.0192616, 0.05, 0.980738
0.25, 0.0224768, 0.05, 0.977523
0.25, 0.0258687, 0.05, 0.974131
0.25, 0.0196665, 0.05, 0.980334
0.25, 0.0188481, 0.05, 0.981152
0.25, 0.0184663, 0.05, 0.981534
0.25, 0.0201807, 0.05, 0.979819
0.25, 0.0217038, 0.05, 0.978296
0.25, 0.0197361, 0.05, 0.980264
0.25, 0.0211776, 0.05, 0.978822
0.25, 0.0231475, 0.05, 0.976853
0.25, 0.0236346, 0.05, 0.976365
0.25, 0.0217344, 0.05, 0.978266
0.25, 0.0180207, 0.05, 0.981979
0.25, 0.0216307, 0.05, 0.978369
0.25, 0.0204183, 0.05, 0.979582
0.25, 0.0207109, 0.05, 0.979289
0.25, 0.0216575, 0.05, 0.978343
0.25, 0.0198021, 0.05, 0.980198
0.25, 0.0216154, 0.05, 0.978385
0.25, 0.0211011, 0.05, 0.978899
0.25, 0.0234233, 0.05, 0.976577
0.25, 0.020024, 0.05, 0.979976
0.25, 0.020733, 0.05, 0.979267
0.25, 0.019805, 0.05, 0.980195
0.25, 0.0195685, 0.05, 0.980432
0.25, 0.0221109, 0.05, 0.977889
0.25, 0.0248871, 0.05, 0.975113
0.25, 0.0213716, 0.05, 0.978628
0.25, 0.0208145, 0.05, 0.979185
0.25, 0.0202407, 0.05, 0.979759
0.25, 0.0227415, 0.05, 0.977259
0.25, 0.0252586, 0.05, 0.974741
0.25, 0.0218565, 0.05, 0.978143
0.25, 0.0205457, 0.05, 0.979454
0.25, 0.0215648, 0.05, 0.978435
0.25, 0.0272471, 0.055, 0.972753
0.25, 0.0223891, 0.055, 0.977611
0.25, 0.027321, 0.055, 0.972679
0.25, 0.0243812, 0.055, 0.975619
0.25, 0.0242198, 0.055, 0.97578
0.25, 0.0229599, 0.055, 0.97704
0.25, 0.0233024, 0.055, 0.976698
