Gamma, Stubborn Fork Profit, Stubborn Lead Trail Hash Rate, Honest Profit
0, 0.00809094, 0.05, 0.991909
0, 0.00611362, 0.05, 0.993886
0, 0.00658809, 0.05, 0.993412
0, 0.00662005, 0.05, 0.99338
0, 0.00737069, 0.05, 0.992629
0, 0.0102758, 0.05, 0.989724
0, 0.00793786, 0.05, 0.992062
0, 0.00690436, 0.05, 0.993096
0, 0.00762741, 0.05, 0.992373
0, 0.00686217, 0.05, 0.993138
0, 0.00693655, 0.05, 0.993063
0, 0.00830457, 0.05, 0.991695
0, 0.00751124, 0.05, 0.992489
0, 0.00696334, 0.05, 0.993037
0, 0.00690542, 0.05, 0.993095
0, 0.00871087, 0.05, 0.991289
0, 0.00855976, 0.05, 0.99144
0, 0.00758894, 0.05, 0.992411
0, 0.00738144, 0.05, 0.992619
0, 0.00800101, 0.05, 0.991999
0, 0.005012, 0.05, 0.994988
0, 0.00775362, 0.05, 0.992246
0, 0.00709378, 0.05, 0.992906
0, 0.00773189, 0.05, 0.992268
0, 0.00876313, 0.05, 0.991237
0, 0.00564891, 0.05, 0.994351
0, 0.00666826, 0.05, 0.993332
0, 0.0071535, 0.05, 0.992847
0, 0.0066847, 0.05, 0.993315
0, 0.00591736, 0.05, 0.994083
0, 0.00801835, 0.05, 0.991982
0, 0.00644278, 0.05, 0.993557
0, 0.00770117, 0.05, 0.992299
0, 0.00711167, 0.05, 0.992888
0, 0.00868743, 0.05, 0.991313
0, 0.00467632, 0.05, 0.995324
0, 0.00599504, 0.05, 0.994005
0, 0.0059023, 0.05, 0.994098
0, 0.00829876, 0.05, 0.991701
0, 0.00568307, 0.05, 0.994317
0, 0.00814761, 0.05, 0.991852
0, 0.00725715, 0.05, 0.992743
0, 0.00720243, 0.05, 0.992798
0, 0.00782835, 0.05, 0.992172
0, 0.00692181, 0.05, 0.993078
0, 0.00749582, 0.05, 0.992504
0, 0.00679795, 0.05, 0.993202
0, 0.00823596, 0.05, 0.991764
0, 0.00903637, 0.05, 0.990964
0, 0.0059451, 0.05, 0.994055
0, 0.00754038, 0.05, 0.99246
0, 0.00660214, 0.05, 0.993398
0, 0.00978463, 0.05, 0.990215
0, 0.00863954, 0.05, 0.99136
0, 0.00797479, 0.05, 0.992025
0, 0.00668368, 0.05, 0.993316
0, 0.00623254, 0.05, 0.993767
0, 0.00830627, 0.05, 0.991694
0, 0.00870955, 0.05, 0.99129
0, 0.00588864, 0.05, 0.994111
0, 0.00698899, 0.05, 0.993011
0, 0.00619248, 0.05, 0.993808
0, 0.0104505, 0.05, 0.989549
0, 0.00793977, 0.05, 0.99206
0, 0.00765295, 0.05, 0.992347
0, 0.00626094, 0.05, 0.993739
0, 0.0067054, 0.05, 0.993295
0, 0.00729086, 0.05, 0.992709
0, 0.00702504, 0.05, 0.992975
0, 0.00571175, 0.05, 0.994288
0, 0.00936293, 0.05, 0.990637
0, 0.00728394, 0.05, 0.992716
0, 0.00678133, 0.05, 0.993219
0, 0.00780277, 0.05, 0.992197
0, 0.00881329, 0.06, 0.991187
0, 0.0111707, 0.06, 0.988829
0, 0.00639959, 0.06, 0.9936
0, 0.011634, 0.06, 0.988366
0, 0.0084938, 0.06, 0.991506
0, 0.00859, 0.06, 0.99141
0, 0.0106414, 0.06, 0.989359
0, 0.0116816, 0.06, 0.988318
0, 0.0118215, 0.06, 0.988179
0, 0.00842492, 0.06, 0.991575
0, 0.00942974, 0.06, 0.99057
0, 0.0102238, 0.06, 0.989776
0, 0.00993771, 0.06, 0.990062
0, 0.011411, 0.06, 0.988589
0, 0.0109493, 0.06, 0.989051
0, 0.0111545, 0.06, 0.988845
0, 0.0105499, 0.06, 0.98945
0, 0.011557, 0.06, 0.988443
0, 0.0127735, 0.06, 0.987226
0, 0.00988068, 0.06, 0.990119
0, 0.00949948, 0.06, 0.990501
0, 0.0132107, 0.06, 0.986789
0, 0.00981497, 0.06, 0.990185
0, 0.00987854, 0.06, 0.990121
0, 0.0128277, 0.06, 0.987172
0, 0.00943858, 0.06, 0.990561
0, 0.0101004, 0.06, 0.9899
0, 0.00898812, 0.06, 0.991012
0, 0.00986435, 0.06, 0.990136
0, 0.011293, 0.06, 0.988707
0, 0.0102918, 0.06, 0.989708
0, 0.0116185, 0.06, 0.988382
0, 0.0101617, 0.06, 0.989838
0, 0.00753254, 0.06, 0.992467
0, 0.00866241, 0.06, 0.991338
0, 0.0107087, 0.06, 0.989291
0, 0.0106077, 0.06, 0.989392
0, 0.00846229, 0.06, 0.991538
0, 0.0123461, 0.06, 0.987654
0, 0.0124885, 0.06, 0.987512
0, 0.00847697, 0.06, 0.991523
0, 0.0108404, 0.06, 0.98916
0, 0.0125278, 0.06, 0.987472
0, 0.00757636, 0.06, 0.992424
0, 0.00954808, 0.06, 0.990452
0, 0.00863248, 0.06, 0.991368
0, 0.00937214, 0.06, 0.990628
0, 0.00841941, 0.06, 0.991581
0, 0.0100575, 0.06, 0.989942
0, 0.0118015, 0.06, 0.988199
0, 0.00917723, 0.06, 0.990823
0, 0.00990966, 0.06, 0.99009
0, 0.00929593, 0.06, 0.990704
0, 0.00776694, 0.06, 0.992233
0, 0.0122215, 0.06, 0.987779
0, 0.0098447, 0.06, 0.990155
0, 0.0101772, 0.06, 0.989823
0, 0.0120806, 0.06, 0.987919
0, 0.00735095, 0.06, 0.992649
0, 0.00980631, 0.06, 0.990194
0, 0.0114792, 0.06, 0.988521
0, 0.0106121, 0.06, 0.989388
0, 0.0117116, 0.06, 0.988288
0, 0.0118279, 0.06, 0.988172
0, 0.0110845, 0.06, 0.988916
0, 0.0116985, 0.06, 0.988302
0, 0.0110518, 0.06, 0.988948
0, 0.00815252, 0.06, 0.991847
0, 0.0105692, 0.06, 0.989431
0, 0.00914329, 0.06, 0.990857
0, 0.0111355, 0.06, 0.988864
0, 0.0120609, 0.06, 0.987939
0, 0.00900518, 0.06, 0.990995
0, 0.0100651, 0.06, 0.989935
0, 0.0104079, 0.06, 0.989592
0, 0.00948757, 0.06, 0.990512
0, 0.0120311, 0.06, 0.987969
0, 0.0110359, 0.06, 0.988964
0, 0.00966114, 0.06, 0.990339
0, 0.0112115, 0.06, 0.988788
0, 0.00970217, 0.06, 0.990298
0, 0.0105803, 0.06, 0.98942
0, 0.0121819, 0.06, 0.987818
0, 0.011741, 0.06, 0.988259
0, 0.0100759, 0.06, 0.989924
0, 0.0079042, 0.06, 0.992096
0, 0.00882207, 0.06, 0.991178
0, 0.00858156, 0.06, 0.991418
0, 0.00991011, 0.06, 0.99009
0, 0.00666019, 0.06, 0.99334
0, 0.0101564, 0.06, 0.989844
0, 0.0127009, 0.06, 0.987299
0, 0.0100794, 0.06, 0.989921
0, 0.0107936, 0.06, 0.989206
0, 0.010743, 0.06, 0.989257
0, 0.010727, 0.06, 0.989273
0, 0.0114035, 0.06, 0.988596
0, 0.0117914, 0.06, 0.988209
0, 0.013181, 0.06, 0.986819
0, 0.0111272, 0.06, 0.988873
0, 0.0164208, 0.07, 0.983579
0, 0.0167376, 0.07, 0.983262
0, 0.0149424, 0.07, 0.985058
0, 0.0136386, 0.07, 0.986361
0, 0.017225, 0.07, 0.982775
0, 0.0143363, 0.07, 0.985664
0, 0.0130914, 0.07, 0.986909
0, 0.013336, 0.07, 0.986664
0, 0.0146919, 0.07, 0.985308
0, 0.0139359, 0.07, 0.986064
0, 0.013609, 0.07, 0.986391
0, 0.0144229, 0.07, 0.985577
0, 0.014705, 0.07, 0.985295
0, 0.0101285, 0.07, 0.989871
0, 0.0141347, 0.07, 0.985865
0, 0.0163951, 0.07, 0.983605
0, 0.0130938, 0.07, 0.986906
0, 0.014081, 0.07, 0.985919
0, 0.0107003, 0.07, 0.9893
0, 0.0148264, 0.07, 0.985174
0, 0.0139727, 0.07, 0.986027
0, 0.0137175, 0.07, 0.986283
0, 0.0119908, 0.07, 0.988009
0, 0.01507, 0.07, 0.98493
0, 0.0132128, 0.07, 0.986787
0, 0.0119587, 0.07, 0.988041
0, 0.0111747, 0.07, 0.988825
0, 0.0134925, 0.07, 0.986507
0, 0.0146821, 0.07, 0.985318
0, 0.0139951, 0.07, 0.986005
0, 0.012717, 0.07, 0.987283
0, 0.0142275, 0.07, 0.985772
0, 0.0145169, 0.07, 0.985483
0, 0.0139026, 0.07, 0.986097
0, 0.0149529, 0.07, 0.985047
0, 0.0175182, 0.07, 0.982482
0, 0.0133796, 0.07, 0.98662
0, 0.015644, 0.07, 0.984356
0, 0.0135505, 0.07, 0.98645
0, 0.0126282, 0.07, 0.987372
0, 0.0136137, 0.07, 0.986386
0, 0.0141314, 0.07, 0.985869
0, 0.0128042, 0.07, 0.987196
0, 0.0155588, 0.07, 0.984441
0, 0.0148637, 0.07, 0.985136
0, 0.0113299, 0.07, 0.98867
0, 0.0127895, 0.07, 0.98721
0, 0.0155416, 0.07, 0.984458
0, 0.0128255, 0.07, 0.987174
0, 0.0127906, 0.07, 0.987209
0, 0.0118284, 0.07, 0.988172
0, 0.0145587, 0.07, 0.985441
0, 0.0164509, 0.07, 0.983549
0, 0.0140388, 0.07, 0.985961
0, 0.0161673, 0.07, 0.983833
0, 0.0162579, 0.07, 0.983742
0, 0.0150315, 0.07, 0.984968
0, 0.0149535, 0.07, 0.985047
0, 0.0142227, 0.07, 0.985777
0, 0.0128768, 0.07, 0.987123
0, 0.0131348, 0.07, 0.986865
0, 0.0126886, 0.07, 0.987311
0, 0.0160608, 0.07, 0.983939
0, 0.0157889, 0.07, 0.984211
0, 0.0128425, 0.07, 0.987158
0, 0.0125219, 0.07, 0.987478
0, 0.0141243, 0.07, 0.985876
0, 0.0125905, 0.07, 0.987409
0, 0.015242, 0.07, 0.984758
0, 0.0129238, 0.07, 0.987076
0, 0.0132977, 0.07, 0.986702
0, 0.0138087, 0.07, 0.986191
0, 0.0139959, 0.07, 0.986004
0, 0.0116709, 0.07, 0.988329
0, 0.0153287, 0.07, 0.984671
0, 0.0137868, 0.07, 0.986213
0, 0.0121531, 0.07, 0.987847
0, 0.0148647, 0.07, 0.985135
0, 0.0101701, 0.07, 0.98983
0, 0.0160418, 0.07, 0.983958
0, 0.012179, 0.07, 0.987821
0, 0.0128482, 0.07, 0.987152
0, 0.0161513, 0.07, 0.983849
0, 0.01364, 0.07, 0.98636
0, 0.0159784, 0.07, 0.984022
0, 0.0132204, 0.07, 0.98678
0, 0.01347, 0.07, 0.98653
0, 0.017427, 0.07, 0.982573
0, 0.0139678, 0.07, 0.986032
0, 0.0129727, 0.07, 0.987027
0, 0.0140317, 0.07, 0.985968
0, 0.0145223, 0.07, 0.985478
0, 0.016295, 0.07, 0.983705
0, 0.0132586, 0.07, 0.986741
0, 0.0146304, 0.07, 0.98537
0, 0.0128793, 0.07, 0.987121
0, 0.012033, 0.07, 0.987967
0, 0.0182073, 0.07, 0.981793
0, 0.0158255, 0.07, 0.984175
