Gamma, Stubborn Fork Profit, Stubborn Lead Trail Hash Rate, Honest Profit
0.25, 0.00954473, 0.03, 0.990455
0.25, 0.00946877, 0.03, 0.990531
0.25, 0.00988208, 0.03, 0.990118
0.25, 0.00781737, 0.03, 0.992183
0.25, 0.00809703, 0.03, 0.991903
0.25, 0.00904579, 0.03, 0.990954
0.25, 0.00949516, 0.03, 0.990505
0.25, 0.0100657, 0.03, 0.989934
0.25, 0.00929666, 0.03, 0.990703
0.25, 0.00903567, 0.03, 0.990964
0.25, 0.0103195, 0.03, 0.98968
0.25, 0.0101868, 0.03, 0.989813
0.25, 0.00898839, 0.03, 0.991012
0.25, 0.010685, 0.03, 0.989315
0.25, 0.0107609, 0.03, 0.989239
0.25, 0.00930919, 0.03, 0.990691
0.25, 0.00983673, 0.03, 0.990163
0.25, 0.00735981, 0.03, 0.99264
0.25, 0.00962494, 0.03, 0.990375
0.25, 0.0113741, 0.03, 0.988626
0.25, 0.010248, 0.03, 0.989752
0.25, 0.00984079, 0.03, 0.990159
0.25, 0.0093713, 0.03, 0.990629
0.25, 0.0123873, 0.03, 0.987613
0.25, 0.00834773, 0.03, 0.991652
0.25, 0.00976701, 0.03, 0.990233
0.25, 0.00847972, 0.03, 0.99152
0.25, 0.0104303, 0.03, 0.98957
0.25, 0.0101, 0.03, 0.9899
0.25, 0.0101771, 0.03, 0.989823
0.25, 0.0089971, 0.03, 0.991003
0.25, 0.00845573, 0.03, 0.991544
0.25, 0.00949877, 0.03, 0.990501
0.25, 0.0100303, 0.03, 0.98997
0.25, 0.0088226, 0.03, 0.991177
0.25, 0.009452, 0.03, 0.990548
0.25, 0.0105472, 0.03, 0.989453
0.25, 0.00975938, 0.03, 0.990241
0.25, 0.0102559, 0.03, 0.989744
0.25, 0.0106667, 0.03, 0.989333
0.25, 0.0097569, 0.03, 0.990243
0.25, 0.00955557, 0.03, 0.990444
0.25, 0.0110176, 0.03, 0.988982
0.25, 0.0130001, 0.03, 0.987
0.25, 0.0096231, 0.03, 0.990377
0.25, 0.0106562, 0.03, 0.989344
0.25, 0.0087862, 0.03, 0.991214
0.25, 0.00763196, 0.03, 0.992368
0.25, 0.00974284, 0.03, 0.990257
0.25, 0.00929429, 0.03, 0.990706
0.25, 0.0102689, 0.03, 0.989731
0.25, 0.00874589, 0.03, 0.991254
0.25, 0.0101517, 0.03, 0.989848
0.25, 0.0094495, 0.03, 0.99055
0.25, 0.0101488, 0.03, 0.989851
0.25, 0.00969194, 0.03, 0.990308
0.25, 0.00910488, 0.03, 0.990895
0.25, 0.00909833, 0.03, 0.990902
0.25, 0.00896231, 0.03, 0.991038
0.25, 0.0101357, 0.03, 0.989864
0.25, 0.0108289, 0.03, 0.989171
0.25, 0.0101548, 0.03, 0.989845
0.25, 0.0111287, 0.03, 0.988871
0.25, 0.00874575, 0.03, 0.991254
0.25, 0.0103752, 0.03, 0.989625
0.25, 0.0117178, 0.03, 0.988282
0.25, 0.0107982, 0.03, 0.989202
0.25, 0.0106228, 0.03, 0.989377
0.25, 0.0113529, 0.03, 0.988647
0.25, 0.00994981, 0.03, 0.99005
0.25, 0.00779112, 0.03, 0.992209
0.25, 0.0103302, 0.03, 0.98967
0.25, 0.010611, 0.03, 0.989389
0.25, 0.00846215, 0.03, 0.991538
0.25, 0.00920199, 0.03, 0.990798
0.25, 0.00903974, 0.03, 0.99096
0.25, 0.0071555, 0.03, 0.992844
0.25, 0.00989312, 0.03, 0.990107
0.25, 0.009516, 0.03, 0.990484
0.25, 0.00920183, 0.03, 0.990798
0.25, 0.00863389, 0.03, 0.991366
0.25, 0.0142525, 0.04, 0.985748
0.25, 0.0162731, 0.04, 0.983727
0.25, 0.0123553, 0.04, 0.987645
0.25, 0.0127454, 0.04, 0.987255
0.25, 0.0150672, 0.04, 0.984933
0.25, 0.0162346, 0.04, 0.983765
0.25, 0.0136433, 0.04, 0.986357
0.25, 0.0152785, 0.04, 0.984722
0.25, 0.0150346, 0.04, 0.984965
0.25, 0.0140823, 0.04, 0.985918
0.25, 0.015378, 0.04, 0.984622
0.25, 0.0123725, 0.04, 0.987628
0.25, 0.0140355, 0.04, 0.985965
0.25, 0.0124393, 0.04, 0.987561
0.25, 0.0171194, 0.04, 0.982881
0.25, 0.0124975, 0.04, 0.987502
0.25, 0.0133367, 0.04, 0.986663
0.25, 0.011452, 0.04, 0.988548
0.25, 0.013136, 0.04, 0.986864
0.25, 0.0138733, 0.04, 0.986127
0.25, 0.0130907, 0.04, 0.986909
0.25, 0.0151444, 0.04, 0.984856
0.25, 0.014189, 0.04, 0.985811
0.25, 0.0145383, 0.04, 0.985462
0.25, 0.0145742, 0.04, 0.985426
0.25, 0.0126143, 0.04, 0.987386
0.25, 0.013586, 0.04, 0.986414
0.25, 0.0125138, 0.04, 0.987486
0.25, 0.0135368, 0.04, 0.986463
0.25, 0.0114563, 0.04, 0.988544
0.25, 0.0150697, 0.04, 0.98493
0.25, 0.0141793, 0.04, 0.985821
0.25, 0.0126518, 0.04, 0.987348
0.25, 0.0144477, 0.04, 0.985552
0.25, 0.0155303, 0.04, 0.98447
0.25, 0.0163714, 0.04, 0.983629
0.25, 0.0146299, 0.04, 0.98537
0.25, 0.0166682, 0.04, 0.983332
0.25, 0.012478, 0.04, 0.987522
0.25, 0.0136909, 0.04, 0.986309
0.25, 0.0145807, 0.04, 0.985419
0.25, 0.0135346, 0.04, 0.986465
0.25, 0.012801, 0.04, 0.987199
0.25, 0.0120096, 0.04, 0.98799
0.25, 0.0144487, 0.04, 0.985551
0.25, 0.0159281, 0.04, 0.984072
0.25, 0.0139888, 0.04, 0.986011
0.25, 0.0120508, 0.04, 0.987949
0.25, 0.016082, 0.04, 0.983918
0.25, 0.0134953, 0.04, 0.986505
0.25, 0.0158321, 0.04, 0.984168
0.25, 0.0120885, 0.04, 0.987911
0.25, 0.0134347, 0.04, 0.986565
0.25, 0.0165865, 0.04, 0.983413
0.25, 0.0135972, 0.04, 0.986403
0.25, 0.0146866, 0.04, 0.985313
0.25, 0.0113446, 0.04, 0.988655
0.25, 0.0137174, 0.04, 0.986283
0.25, 0.0151844, 0.04, 0.984816
0.25, 0.012349, 0.04, 0.987651
0.25, 0.0142687, 0.04, 0.985731
0.25, 0.0142448, 0.04, 0.985755
0.25, 0.0124908, 0.04, 0.987509
0.25, 0.012141, 0.04, 0.987859
0.25, 0.0158181, 0.04, 0.984182
0.25, 0.0132079, 0.04, 0.986792
0.25, 0.0141525, 0.04, 0.985848
0.25, 0.014902, 0.04, 0.985098
0.25, 0.0133975, 0.04, 0.986603
0.25, 0.0124101, 0.04, 0.98759
0.25, 0.013874, 0.04, 0.986126
0.25, 0.0145368, 0.04, 0.985463
0.25, 0.016871, 0.04, 0.983129
0.25, 0.0128876, 0.04, 0.987112
0.25, 0.0130631, 0.04, 0.986937
0.25, 0.0130645, 0.04, 0.986935
0.25, 0.0127413, 0.04, 0.987259
0.25, 0.0158527, 0.04, 0.984147
0.25, 0.0151046, 0.04, 0.984895
0.25, 0.0150746, 0.04, 0.984925
0.25, 0.0152729, 0.04, 0.984727
0.25, 0.0157281, 0.04, 0.984272
0.25, 0.0112742, 0.04, 0.988726
0.25, 0.0146688, 0.04, 0.985331
0.25, 0.0153151, 0.04, 0.984685
0.25, 0.0162456, 0.04, 0.983754
0.25, 0.0149445, 0.04, 0.985055
0.25, 0.015065, 0.04, 0.984935
0.25, 0.0163707, 0.04, 0.983629
0.25, 0.0133548, 0.04, 0.986645
0.25, 0.013378, 0.04, 0.986622
0.25, 0.0147032, 0.04, 0.985297
0.25, 0.0136619, 0.04, 0.986338
0.25, 0.017383, 0.04, 0.982617
0.25, 0.0131092, 0.04, 0.986891
0.25, 0.0130419, 0.04, 0.986958
0.25, 0.0134439, 0.04, 0.986556
0.25, 0.012281, 0.04, 0.987719
0.25, 0.0151123, 0.04, 0.984888
0.25, 0.0131534, 0.04, 0.986847
0.25, 0.0163653, 0.05, 0.983635
0.25, 0.01637, 0.05, 0.98363
0.25, 0.0172742, 0.05, 0.982726
0.25, 0.0170437, 0.05, 0.982956
0.25, 0.0198968, 0.05, 0.980103
0.25, 0.0183647, 0.05, 0.981635
0.25, 0.0170745, 0.05, 0.982926
0.25, 0.0175341, 0.05, 0.982466
0.25, 0.017229, 0.05, 0.982771
0.25, 0.0199036, 0.05, 0.980096
0.25, 0.0208223, 0.05, 0.979178
0.25, 0.0191476, 0.05, 0.980852
0.25, 0.0187032, 0.05, 0.981297
0.25, 0.0201875, 0.05, 0.979812
0.25, 0.0212239, 0.05, 0.978776
0.25, 0.0192751, 0.05, 0.980725
0.25, 0.0210001, 0.05, 0.979
0.25, 0.0211843, 0.05, 0.978816
0.25, 0.0209486, 0.05, 0.979051
0.25, 0.0177297, 0.05, 0.98227
0.25, 0.0225672, 0.05, 0.977433
0.25, 0.0183974, 0.05, 0.981603
0.25, 0.0199061, 0.05, 0.980094
0.25, 0.0190361, 0.05, 0.980964
0.25, 0.0209914, 0.05, 0.979009
0.25, 0.0194926, 0.05, 0.980507
0.25, 0.0172977, 0.05, 0.982702
0.25, 0.0208484, 0.05, 0.979152
0.25, 0.0164571, 0.05, 0.983543
0.25, 0.0207118, 0.05, 0.979288
0.25, 0.0186668, 0.05, 0.981333
0.25, 0.018633, 0.05, 0.981367
0.25, 0.0165257, 0.05, 0.983474
0.25, 0.0193753, 0.05, 0.980625
0.25, 0.0206217, 0.05, 0.979378
0.25, 0.0181013, 0.05, 0.981899
0.25, 0.0183218, 0.05, 0.981678
0.25, 0.0194212, 0.05, 0.980579
0.25, 0.0190124, 0.05, 0.980988
0.25, 0.0177469, 0.05, 0.982253
0.25, 0.0164604, 0.05, 0.98354
0.25, 0.018356, 0.05, 0.981644
0.25, 0.0160598, 0.05, 0.98394
0.25, 0.0166755, 0.05, 0.983325
0.25, 0.0194566, 0.05, 0.980543
0.25, 0.0184766, 0.05, 0.981523
0.25, 0.0209825, 0.05, 0.979017
0.25, 0.0210474, 0.05, 0.978953
0.25, 0.0200299, 0.05, 0.97997
0.25, 0.0187145, 0.05, 0.981286
0.25, 0.0187399, 0.05, 0.98126
0.25, 0.017053, 0.05, 0.982947
0.25, 0.0189248, 0.05, 0.981075
0.25, 0.0176533, 0.05, 0.982347
0.25, 0.0162495, 0.05, 0.983751
0.25, 0.0190899, 0.05, 0.98091
0.25, 0.0167523, 0.05, 0.983248
0.25, 0.0181178, 0.05, 0.981882
0.25, 0.0188669, 0.05, 0.981133
0.25, 0.0204401, 0.05, 0.97956
0.25, 0.017004, 0.05, 0.982996
0.25, 0.0187572, 0.05, 0.981243
0.25, 0.019517, 0.05, 0.980483
0.25, 0.0190502, 0.05, 0.98095
0.25, 0.0184607, 0.05, 0.981539
0.25, 0.0189224, 0.05, 0.981078
0.25, 0.0186611, 0.05, 0.981339
0.25, 0.017664, 0.05, 0.982336
0.25, 0.0200145, 0.05, 0.979985
0.25, 0.0177175, 0.05, 0.982282
0.25, 0.0213469, 0.05, 0.978653
0.25, 0.0175301, 0.05, 0.98247
0.25, 0.018568, 0.05, 0.981432
0.25, 0.0176718, 0.05, 0.982328
0.25, 0.0183029, 0.05, 0.981697
0.25, 0.018135, 0.05, 0.981865
0.25, 0.0177448, 0.05, 0.982255
0.25, 0.0195141, 0.05, 0.980486
0.25, 0.0166872, 0.05, 0.983313
0.25, 0.0191813, 0.05, 0.980819
0.25, 0.0169486, 0.05, 0.983051
0.25, 0.0195836, 0.05, 0.980416
0.25, 0.0213056, 0.05, 0.978694
0.25, 0.0187543, 0.05, 0.981246
0.25, 0.0192278, 0.05, 0.980772
0.25, 0.0205139, 0.05, 0.979486
0.25, 0.0196981, 0.05, 0.980302
0.25, 0.0197023, 0.05, 0.980298
0.25, 0.0195382, 0.05, 0.980462
0.25, 0.0196852, 0.05, 0.980315
0.25, 0.0186547, 0.05, 0.981345
0.25, 0.0186417, 0.05, 0.981358
0.25, 0.0194492, 0.05, 0.980551
0.25, 0.0213968, 0.05, 0.978603
0.25, 0.0206972, 0.05, 0.979303
0.25, 0.019423, 0.05, 0.980577
0.25, 0.0205166, 0.05, 0.979483
0.25, 0.022128, 0.05, 0.977872
0.25, 0.0178448, 0.05, 0.982155
0.25, 0.0182929, 0.05, 0.981707
0.25, 0.0247508, 0.06, 0.975249
0.25, 0.0239894, 0.06, 0.976011
0.25, 0.0217594, 0.06, 0.978241
0.25, 0.025181, 0.06, 0.974819
0.25, 0.0290694, 0.06, 0.970931
0.25, 0.0238379, 0.06, 0.976162
0.25, 0.0269771, 0.06, 0.973023
0.25, 0.0239702, 0.06, 0.97603
0.25, 0.0247339, 0.06, 0.975266
0.25, 0.0251283, 0.06, 0.974872
0.25, 0.0244098, 0.06, 0.97559
0.25, 0.0253522, 0.06, 0.974648
0.25, 0.0218177, 0.06, 0.978182
0.25, 0.0233139, 0.06, 0.976686
0.25, 0.0228627, 0.06, 0.977137
0.25, 0.0232934, 0.06, 0.976707
0.25, 0.024088, 0.06, 0.975912
0.25, 0.0247832, 0.06, 0.975217
0.25, 0.0237691, 0.06, 0.976231
0.25, 0.0206921, 0.06, 0.979308
0.25, 0.0262145, 0.06, 0.973785
0.25, 0.0234662, 0.06, 0.976534
0.25, 0.0226299, 0.06, 0.97737
0.25, 0.0268103, 0.06, 0.97319
0.25, 0.0246646, 0.06, 0.975335
0.25, 0.0248403, 0.06, 0.97516
0.25, 0.0222444, 0.06, 0.977756
0.25, 0.0249869, 0.06, 0.975013
0.25, 0.0243833, 0.06, 0.975617
0.25, 0.0221655, 0.06, 0.977835
0.25, 0.0201089, 0.06, 0.979891
0.25, 0.0209256, 0.06, 0.979074
0.25, 0.02082, 0.06, 0.97918
0.25, 0.02445, 0.06, 0.97555
0.25, 0.0225352, 0.06, 0.977465
0.25, 0.020116, 0.06, 0.979884
0.25, 0.0225431, 0.06, 0.977457
0.25, 0.0251787, 0.06, 0.974821
0.25, 0.0210122, 0.06, 0.978988
0.25, 0.0253971, 0.06, 0.974603
0.25, 0.0226042, 0.06, 0.977396
0.25, 0.0243781, 0.06, 0.975622
0.25, 0.0197402, 0.06, 0.98026
0.25, 0.0246915, 0.06, 0.975309
0.25, 0.0216431, 0.06, 0.978357
0.25, 0.0234787, 0.06, 0.976521
0.25, 0.0243972, 0.06, 0.975603
0.25, 0.0248824, 0.06, 0.975118
0.25, 0.0258174, 0.06, 0.974183
0.25, 0.0218421, 0.06, 0.978158
0.25, 0.0264494, 0.06, 0.973551
0.25, 0.0229976, 0.06, 0.977002
0.25, 0.0272279, 0.06, 0.972772
0.25, 0.02504, 0.06, 0.97496
0.25, 0.0251389, 0.06, 0.974861
0.25, 0.025118, 0.06, 0.974882
0.25, 0.0265996, 0.06, 0.9734
0.25, 0.0257169, 0.06, 0.974283
0.25, 0.0243719, 0.06, 0.975628
0.25, 0.0217757, 0.06, 0.978224
0.25, 0.0291935, 0.06, 0.970807
0.25, 0.0254487, 0.06, 0.974551
0.25, 0.0233307, 0.06, 0.976669
0.25, 0.0250901, 0.06, 0.97491
0.25, 0.0261174, 0.06, 0.973883
0.25, 0.0247109, 0.06, 0.975289
0.25, 0.0236953, 0.06, 0.976305
0.25, 0.0253639, 0.06, 0.974636
0.25, 0.0219011, 0.06, 0.978099
0.25, 0.0251312, 0.06, 0.974869
0.25, 0.024321, 0.06, 0.975679
0.25, 0.0223531, 0.06, 0.977647
0.25, 0.0216202, 0.06, 0.97838
0.25, 0.027266, 0.06, 0.972734
0.25, 0.0230729, 0.06, 0.976927
0.25, 0.0289138, 0.06, 0.971086
0.25, 0.0244376, 0.06, 0.975562
0.25, 0.0240619, 0.06, 0.975938
0.25, 0.0239226, 0.06, 0.976077
0.25, 0.0214306, 0.06, 0.978569
0.25, 0.0243988, 0.06, 0.975601
0.25, 0.0238708, 0.06, 0.976129
0.25, 0.0256644, 0.06, 0.974336
0.25, 0.025095, 0.06, 0.974905
0.25, 0.0247498, 0.06, 0.97525
0.25, 0.0228565, 0.06, 0.977143
0.25, 0.0259988, 0.06, 0.974001
0.25, 0.0219022, 0.06, 0.978098
0.25, 0.0239682, 0.06, 0.976032
0.25, 0.023003, 0.06, 0.976997
0.25, 0.0241675, 0.06, 0.975833
0.25, 0.0251337, 0.06, 0.974866
0.25, 0.0220005, 0.06, 0.977999
0.25, 0.0223782, 0.06, 0.977622
0.25, 0.0236804, 0.06, 0.97632
0.25, 0.0285085, 0.06, 0.971491
0.25, 0.0222287, 0.06, 0.977771
0.25, 0.024895, 0.06, 0.975105
0.25, 0.026449, 0.06, 0.973551
0.25, 0.0240563, 0.06, 0.975944
0.25, 0.0312246, 0.07, 0.968775
0.25, 0.0295052, 0.07, 0.970495
0.25, 0.030347, 0.07, 0.969653
0.25, 0.0332811, 0.07, 0.966719
0.25, 0.0307503, 0.07, 0.96925
0.25, 0.0303363, 0.07, 0.969664
0.25, 0.0277195, 0.07, 0.97228
0.25, 0.0288967, 0.07, 0.971103
0.25, 0.0285337, 0.07, 0.971466
0.25, 0.0260679, 0.07, 0.973932
0.25, 0.0314528, 0.07, 0.968547
0.25, 0.0260069, 0.07, 0.973993
0.25, 0.0293761, 0.07, 0.970624
0.25, 0.0263905, 0.07, 0.97361
0.25, 0.0289203, 0.07, 0.97108
0.25, 0.0303964, 0.07, 0.969604
0.25, 0.0285392, 0.07, 0.971461
0.25, 0.0285299, 0.07, 0.97147
0.25, 0.0265007, 0.07, 0.973499
0.25, 0.0277163, 0.07, 0.972284
0.25, 0.0262961, 0.07, 0.973704
0.25, 0.0310248, 0.07, 0.968975
0.25, 0.0305172, 0.07, 0.969483
0.25, 0.0285541, 0.07, 0.971446
0.25, 0.0303983, 0.07, 0.969602
0.25, 0.0295884, 0.07, 0.970412
0.25, 0.0321542, 0.07, 0.967846
0.25, 0.0280202, 0.07, 0.97198
0.25, 0.0286701, 0.07, 0.97133
0.25, 0.0275599, 0.07, 0.97244
0.25, 0.0278311, 0.07, 0.972169
0.25, 0.0338003, 0.07, 0.9662
0.25, 0.0286813, 0.07, 0.971319
0.25, 0.0308779, 0.07, 0.969122
0.25, 0.0285206, 0.07, 0.971479
0.25, 0.0307642, 0.07, 0.969236
0.25, 0.0283813, 0.07, 0.971619
0.25, 0.0303873, 0.07, 0.969613
0.25, 0.0290322, 0.07, 0.970968
0.25, 0.0283455, 0.07, 0.971654
0.25, 0.0321758, 0.07, 0.967824
0.25, 0.0313545, 0.07, 0.968645
0.25, 0.0282776, 0.07, 0.971722
0.25, 0.0331148, 0.07, 0.966885
0.25, 0.0277939, 0.07, 0.972206
0.25, 0.0259771, 0.07, 0.974023
0.25, 0.0266459, 0.07, 0.973354
0.25, 0.031888, 0.07, 0.968112
0.25, 0.0304998, 0.07, 0.9695
0.25, 0.0310348, 0.07, 0.968965
0.25, 0.0282393, 0.07, 0.971761
0.25, 0.0304096, 0.07, 0.96959
0.25, 0.0282876, 0.07, 0.971712
0.25, 0.0276339, 0.07, 0.972366
0.25, 0.0378169, 0.07, 0.962183
0.25, 0.031612, 0.07, 0.968388
0.25, 0.0308876, 0.07, 0.969112
0.25, 0.0257278, 0.07, 0.974272
0.25, 0.0277098, 0.07, 0.97229
0.25, 0.027355, 0.07, 0.972645
0.25, 0.0289111, 0.07, 0.971089
0.25, 0.0318825, 0.07, 0.968117
0.25, 0.0293172, 0.07, 0.970683
0.25, 0.0349935, 0.07, 0.965006
0.25, 0.0305875, 0.07, 0.969412
0.25, 0.029492, 0.07, 0.970508
0.25, 0.0278452, 0.07, 0.972155
0.25, 0.0285728, 0.07, 0.971427
0.25, 0.0295533, 0.07, 0.970447
0.25, 0.0275036, 0.07, 0.972496
0.25, 0.0292887, 0.07, 0.970711
0.25, 0.0253864, 0.07, 0.974614
0.25, 0.0328361, 0.07, 0.967164
0.25, 0.029673, 0.07, 0.970327
0.25, 0.0297702, 0.07, 0.97023
0.25, 0.029451, 0.07, 0.970549
0.25, 0.0302456, 0.07, 0.969754
0.25, 0.0288237, 0.07, 0.971176
0.25, 0.0271923, 0.07, 0.972808
0.25, 0.0281466, 0.07, 0.971853
0.25, 0.033303, 0.07, 0.966697
0.25, 0.0280504, 0.07, 0.97195
0.25, 0.0291178, 0.07, 0.970882
0.25, 0.0272593, 0.07, 0.972741
0.25, 0.0302866, 0.07, 0.969713
0.25, 0.0250695, 0.07, 0.974931
0.25, 0.0285625, 0.07, 0.971437
0.25, 0.0260383, 0.07, 0.973962
0.25, 0.028044, 0.07, 0.971956
0.25, 0.0275035, 0.07, 0.972497
0.25, 0.025835, 0.07, 0.974165
0.25, 0.0293847, 0.07, 0.970615
0.25, 0.0290038, 0.07, 0.970996
0.25, 0.030734, 0.07, 0.969266
0.25, 0.0245664, 0.07, 0.975434
0.25, 0.0268372, 0.07, 0.973163
0.25, 0.02805, 0.07, 0.97195
0.25, 0.0333779, 0.07, 0.966622
0.25, 0.0261198, 0.07, 0.97388
0.25, 0.0271267, 0.07, 0.972873
0.25, 0.0385397, 0.08, 0.96146
0.25, 0.0387607, 0.08, 0.961239
0.25, 0.0345635, 0.08, 0.965437
0.25, 0.0338394, 0.08, 0.966161
0.25, 0.0363384, 0.08, 0.963662
0.25, 0.0366617, 0.08, 0.963338
0.25, 0.0364657, 0.08, 0.963534
0.25, 0.0412692, 0.08, 0.958731
0.25, 0.038092, 0.08, 0.961908
0.25, 0.0331303, 0.08, 0.96687
0.25, 0.0369037, 0.08, 0.963096
0.25, 0.0330542, 0.08, 0.966946
0.25, 0.0374562, 0.08, 0.962544
0.25, 0.0383045, 0.08, 0.961696
0.25, 0.0364753, 0.08, 0.963525
0.25, 0.0365393, 0.08, 0.963461
0.25, 0.0316011, 0.08, 0.968399
0.25, 0.0369759, 0.08, 0.963024
0.25, 0.037736, 0.08, 0.962264
0.25, 0.0391807, 0.08, 0.960819
0.25, 0.0364271, 0.08, 0.963573
0.25, 0.036871, 0.08, 0.963129
0.25, 0.0358446, 0.08, 0.964155
0.25, 0.0356954, 0.08, 0.964305
0.25, 0.0385197, 0.08, 0.96148
0.25, 0.033044, 0.08, 0.966956
0.25, 0.0364237, 0.08, 0.963576
0.25, 0.0352776, 0.08, 0.964722
0.25, 0.0367549, 0.08, 0.963245
0.25, 0.0338982, 0.08, 0.966102
0.25, 0.0416272, 0.08, 0.958373
0.25, 0.0313932, 0.08, 0.968607
0.25, 0.0349365, 0.08, 0.965063
0.25, 0.0364114, 0.08, 0.963589
0.25, 0.0369956, 0.08, 0.963004
0.25, 0.0354237, 0.08, 0.964576
0.25, 0.0390126, 0.08, 0.960987
0.25, 0.0375504, 0.08, 0.96245
0.25, 0.0389449, 0.08, 0.961055
0.25, 0.0317642, 0.08, 0.968236
0.25, 0.0364347, 0.08, 0.963565
0.25, 0.0395194, 0.08, 0.960481
0.25, 0.0344713, 0.08, 0.965529
0.25, 0.0334524, 0.08, 0.966548
0.25, 0.0366709, 0.08, 0.963329
0.25, 0.0383644, 0.08, 0.961636
0.25, 0.0342792, 0.08, 0.965721
0.25, 0.0351613, 0.08, 0.964839
0.25, 0.0385878, 0.08, 0.961412
0.25, 0.0372377, 0.08, 0.962762
0.25, 0.0320124, 0.08, 0.967988
0.25, 0.0356242, 0.08, 0.964376
0.25, 0.0408705, 0.08, 0.959129
0.25, 0.0349272, 0.08, 0.965073
0.25, 0.0338167, 0.08, 0.966183
0.25, 0.0368773, 0.08, 0.963123
0.25, 0.0350124, 0.08, 0.964988
0.25, 0.0381861, 0.08, 0.961814
0.25, 0.0422691, 0.08, 0.957731
0.25, 0.0330039, 0.08, 0.966996
0.25, 0.0324401, 0.08, 0.96756
0.25, 0.0426167, 0.08, 0.957383
0.25, 0.038, 0.08, 0.962
0.25, 0.0321441, 0.08, 0.967856
0.25, 0.0387558, 0.08, 0.961244
0.25, 0.039193, 0.08, 0.960807
0.25, 0.0340355, 0.08, 0.965964
0.25, 0.0358849, 0.08, 0.964115
0.25, 0.0360651, 0.08, 0.963935
0.25, 0.035024, 0.08, 0.964976
0.25, 0.0387774, 0.08, 0.961223
0.25, 0.034609, 0.08, 0.965391
0.25, 0.0322935, 0.08, 0.967707
0.25, 0.0361122, 0.08, 0.963888
0.25, 0.0379418, 0.08, 0.962058
0.25, 0.0357008, 0.08, 0.964299
0.25, 0.0384247, 0.08, 0.961575
0.25, 0.0318991, 0.08, 0.968101
0.25, 0.0375659, 0.08, 0.962434
0.25, 0.0331509, 0.08, 0.966849
0.25, 0.0337808, 0.08, 0.966219
0.25, 0.0437968, 0.08, 0.956203
0.25, 0.0393982, 0.08, 0.960602
0.25, 0.0367128, 0.08, 0.963287
0.25, 0.03688, 0.08, 0.96312
0.25, 0.0345156, 0.08, 0.965484
0.25, 0.0340511, 0.08, 0.965949
0.25, 0.036748, 0.08, 0.963252
0.25, 0.0347416, 0.08, 0.965258
0.25, 0.0354166, 0.08, 0.964583
0.25, 0.0329279, 0.08, 0.967072
0.25, 0.0335583, 0.08, 0.966442
0.25, 0.0385266, 0.08, 0.961473
0.25, 0.0358715, 0.08, 0.964128
0.25, 0.0346552, 0.08, 0.965345
0.25, 0.0366794, 0.08, 0.963321
0.25, 0.0354066, 0.08, 0.964593
0.25, 0.0383828, 0.08, 0.961617
0.25, 0.031653, 0.08, 0.968347
0.25, 0.0369826, 0.08, 0.963017
0.25, 0.0368683, 0.09, 0.963132
0.25, 0.0367884, 0.09, 0.963212
0.25, 0.0464147, 0.09, 0.953585
0.25, 0.0444032, 0.09, 0.955597
0.25, 0.043589, 0.09, 0.956411
0.25, 0.0409963, 0.09, 0.959004
0.25, 0.0424079, 0.09, 0.957592
0.25, 0.0447766, 0.09, 0.955223
0.25, 0.0404968, 0.09, 0.959503
0.25, 0.0359357, 0.09, 0.964064
0.25, 0.0438166, 0.09, 0.956183
0.25, 0.0422783, 0.09, 0.957722
0.25, 0.0413497, 0.09, 0.95865
0.25, 0.0432076, 0.09, 0.956792
0.25, 0.0452638, 0.09, 0.954736
0.25, 0.0418029, 0.09, 0.958197
0.25, 0.0428141, 0.09, 0.957186
0.25, 0.0413773, 0.09, 0.958623
0.25, 0.0432129, 0.09, 0.956787
0.25, 0.0439048, 0.09, 0.956095
0.25, 0.0404682, 0.09, 0.959532
0.25, 0.0413514, 0.09, 0.958649
0.25, 0.0423378, 0.09, 0.957662
0.25, 0.0392593, 0.09, 0.960741
0.25, 0.0446757, 0.09, 0.955324
0.25, 0.0425344, 0.09, 0.957466
0.25, 0.0406984, 0.09, 0.959302
0.25, 0.0393216, 0.09, 0.960678
0.25, 0.04399, 0.09, 0.95601
0.25, 0.0399982, 0.09, 0.960002
0.25, 0.0410559, 0.09, 0.958944
0.25, 0.0394434, 0.09, 0.960557
0.25, 0.0400184, 0.09, 0.959982
0.25, 0.0426194, 0.09, 0.957381
0.25, 0.0463023, 0.09, 0.953698
0.25, 0.0423684, 0.09, 0.957632
0.25, 0.0473575, 0.09, 0.952643
0.25, 0.0351073, 0.09, 0.964893
0.25, 0.0447121, 0.09, 0.955288
0.25, 0.041945, 0.09, 0.958055
0.25, 0.0401047, 0.09, 0.959895
0.25, 0.040974, 0.09, 0.959026
0.25, 0.0389135, 0.09, 0.961086
0.25, 0.0420068, 0.09, 0.957993
0.25, 0.0452763, 0.09, 0.954724
0.25, 0.0407961, 0.09, 0.959204
0.25, 0.0443625, 0.09, 0.955637
0.25, 0.0413553, 0.09, 0.958645
0.25, 0.0369782, 0.09, 0.963022
0.25, 0.0417805, 0.09, 0.95822
0.25, 0.0451811, 0.09, 0.954819
0.25, 0.0446947, 0.09, 0.955305
0.25, 0.0443232, 0.09, 0.955677
0.25, 0.0457706, 0.09, 0.954229
0.25, 0.0421216, 0.09, 0.957878
0.25, 0.0432309, 0.09, 0.956769
0.25, 0.0416352, 0.09, 0.958365
