Gamma, Stubborn Fork Profit, Stubborn Lead Trail Fork Hash Rate, Honest Profit
0.25, 0.206977, 0.29, 0.793023
0.25, 0.186279, 0.29, 0.813721
0.25, 0.188342, 0.29, 0.811658
0.25, 0.197488, 0.29, 0.802512
0.25, 0.199703, 0.29, 0.800297
0.25, 0.182815, 0.29, 0.817185
0.25, 0.181942, 0.29, 0.818058
0.25, 0.192125, 0.29, 0.807875
0.25, 0.188146, 0.29, 0.811854
0.25, 0.186531, 0.29, 0.813469
0.25, 0.180837, 0.29, 0.819163
0.25, 0.182287, 0.29, 0.817713
0.25, 0.201123, 0.29, 0.798877
0.25, 0.210754, 0.29, 0.789246
0.25, 0.193885, 0.29, 0.806115
0.25, 0.195738, 0.29, 0.804262
0.25, 0.188566, 0.29, 0.811434
0.25, 0.182832, 0.29, 0.817168
0.25, 0.207599, 0.29, 0.792401
0.25, 0.209597, 0.29, 0.790403
0.25, 0.204735, 0.29, 0.795265
0.25, 0.191457, 0.29, 0.808543
0.25, 0.189049, 0.29, 0.810951
0.25, 0.19251, 0.29, 0.80749
0.25, 0.198874, 0.29, 0.801126
0.25, 0.178074, 0.29, 0.821926
0.25, 0.196261, 0.29, 0.803739
0.25, 0.194936, 0.29, 0.805064
0.25, 0.188601, 0.29, 0.811399
0.25, 0.199845, 0.29, 0.800155
0.25, 0.175392, 0.29, 0.824608
0.25, 0.19986, 0.29, 0.80014
0.25, 0.193702, 0.29, 0.806298
0.25, 0.200128, 0.29, 0.799872
0.25, 0.205335, 0.29, 0.794665
0.25, 0.188839, 0.29, 0.811161
0.25, 0.1889, 0.29, 0.8111
0.25, 0.2099, 0.29, 0.7901
0.25, 0.198313, 0.29, 0.801687
0.25, 0.19462, 0.29, 0.80538
0.25, 0.205234, 0.29, 0.794766
0.25, 0.201574, 0.29, 0.798426
0.25, 0.200648, 0.29, 0.799352
0.25, 0.2151, 0.3, 0.7849
0.25, 0.214682, 0.3, 0.785318
0.25, 0.212073, 0.3, 0.787927
0.25, 0.213621, 0.3, 0.786379
0.25, 0.211709, 0.3, 0.788291
0.25, 0.209518, 0.3, 0.790482
0.25, 0.220948, 0.3, 0.779052
0.25, 0.215555, 0.3, 0.784445
0.25, 0.229386, 0.3, 0.770614
0.25, 0.203123, 0.3, 0.796877
0.25, 0.211014, 0.3, 0.788986
0.25, 0.219423, 0.3, 0.780577
0.25, 0.204836, 0.3, 0.795164
0.25, 0.218583, 0.3, 0.781417
0.25, 0.220703, 0.3, 0.779297
0.25, 0.208301, 0.3, 0.791699
0.25, 0.209585, 0.3, 0.790415
0.25, 0.219352, 0.3, 0.780648
0.25, 0.192369, 0.3, 0.807631
0.25, 0.219747, 0.3, 0.780253
0.25, 0.211189, 0.3, 0.788811
0.25, 0.203189, 0.3, 0.796811
0.25, 0.20172, 0.3, 0.79828
0.25, 0.207952, 0.3, 0.792048
0.25, 0.220145, 0.3, 0.779855
0.25, 0.202274, 0.3, 0.797726
0.25, 0.216253, 0.3, 0.783747
0.25, 0.191757, 0.3, 0.808243
0.25, 0.216695, 0.3, 0.783305
0.25, 0.212754, 0.3, 0.787246
0.25, 0.193994, 0.3, 0.806006
0.25, 0.207226, 0.3, 0.792774
0.25, 0.219974, 0.3, 0.780026
0.25, 0.213534, 0.3, 0.786466
0.25, 0.193539, 0.3, 0.806461
0.25, 0.223985, 0.3, 0.776015
0.25, 0.216568, 0.3, 0.783432
0.25, 0.220486, 0.3, 0.779514
0.25, 0.20231, 0.3, 0.79769
0.25, 0.230763, 0.3, 0.769237
0.25, 0.212468, 0.3, 0.787532
0.25, 0.190853, 0.3, 0.809147
0.25, 0.201641, 0.3, 0.798359
0.25, 0.210117, 0.3, 0.789883
0.25, 0.219466, 0.3, 0.780534
0.25, 0.206047, 0.3, 0.793953
0.25, 0.217109, 0.3, 0.782891
0.25, 0.221324, 0.3, 0.778676
0.25, 0.213436, 0.3, 0.786564
0.25, 0.218678, 0.3, 0.781322
0.25, 0.211904, 0.3, 0.788096
0.25, 0.204097, 0.3, 0.795903
0.25, 0.222172, 0.3, 0.777828
0.25, 0.218998, 0.3, 0.781002
0.25, 0.214745, 0.3, 0.785255
0.25, 0.200546, 0.3, 0.799454
0.25, 0.215325, 0.3, 0.784675
0.25, 0.197988, 0.3, 0.802012
0.25, 0.2156, 0.3, 0.7844
0.25, 0.207713, 0.3, 0.792287
0.25, 0.2167, 0.3, 0.7833
0.25, 0.207744, 0.3, 0.792256
0.25, 0.221671, 0.3, 0.778329
0.25, 0.209233, 0.3, 0.790767
0.25, 0.219914, 0.3, 0.780086
0.25, 0.214891, 0.3, 0.785109
0.25, 0.215391, 0.3, 0.784609
0.25, 0.246947, 0.3, 0.753053
0.25, 0.200201, 0.3, 0.799799
0.25, 0.202731, 0.3, 0.797269
0.25, 0.20521, 0.3, 0.79479
0.25, 0.210427, 0.3, 0.789573
0.25, 0.218401, 0.3, 0.781599
0.25, 0.209281, 0.3, 0.790719
0.25, 0.212954, 0.3, 0.787046
0.25, 0.214295, 0.3, 0.785705
0.25, 0.214987, 0.3, 0.785013
0.25, 0.212757, 0.3, 0.787243
0.25, 0.210535, 0.3, 0.789465
0.25, 0.225632, 0.3, 0.774368
0.25, 0.224686, 0.3, 0.775314
0.25, 0.230543, 0.3, 0.769457
0.25, 0.198367, 0.3, 0.801633
0.25, 0.205462, 0.3, 0.794538
0.25, 0.202613, 0.3, 0.797387
0.25, 0.199527, 0.3, 0.800473
0.25, 0.22376, 0.3, 0.77624
0.25, 0.215435, 0.3, 0.784565
0.25, 0.199006, 0.3, 0.800994
0.25, 0.215527, 0.3, 0.784473
0.25, 0.208379, 0.3, 0.791621
0.25, 0.228074, 0.3, 0.771926
0.25, 0.203616, 0.3, 0.796384
0.25, 0.203949, 0.3, 0.796051
0.25, 0.209391, 0.3, 0.790609
0.25, 0.216834, 0.3, 0.783166
0.25, 0.219035, 0.3, 0.780965
0.25, 0.213228, 0.3, 0.786772
0.25, 0.226649, 0.3, 0.773351
0.25, 0.224645, 0.3, 0.775355
0.25, 0.231346, 0.31, 0.768654
0.25, 0.220273, 0.31, 0.779727
0.25, 0.247269, 0.31, 0.752731
0.25, 0.218525, 0.31, 0.781475
0.25, 0.232409, 0.31, 0.767591
0.25, 0.230379, 0.31, 0.769621
0.25, 0.242204, 0.31, 0.757796
0.25, 0.227073, 0.31, 0.772927
0.25, 0.241147, 0.31, 0.758853
0.25, 0.248669, 0.31, 0.751331
0.25, 0.23083, 0.31, 0.76917
0.25, 0.247639, 0.31, 0.752361
0.25, 0.254848, 0.31, 0.745152
0.25, 0.221472, 0.31, 0.778528
0.25, 0.247889, 0.31, 0.752111
0.25, 0.237021, 0.31, 0.762979
0.25, 0.217397, 0.31, 0.782603
0.25, 0.223832, 0.31, 0.776168
0.25, 0.246521, 0.31, 0.753479
0.25, 0.209298, 0.31, 0.790702
0.25, 0.234681, 0.31, 0.765319
0.25, 0.230578, 0.31, 0.769422
0.25, 0.219196, 0.31, 0.780804
0.25, 0.242778, 0.31, 0.757222
0.25, 0.218364, 0.31, 0.781636
0.25, 0.232798, 0.31, 0.767202
0.25, 0.240998, 0.31, 0.759002
0.25, 0.234082, 0.31, 0.765918
0.25, 0.218392, 0.31, 0.781608
0.25, 0.245298, 0.31, 0.754702
0.25, 0.249828, 0.31, 0.750172
0.25, 0.237315, 0.31, 0.762685
0.25, 0.244677, 0.31, 0.755323
0.25, 0.248437, 0.31, 0.751563
0.25, 0.248531, 0.31, 0.751469
0.25, 0.246893, 0.31, 0.753107
0.25, 0.232716, 0.31, 0.767284
0.25, 0.225526, 0.31, 0.774474
0.25, 0.216601, 0.31, 0.783399
0.25, 0.22476, 0.31, 0.77524
0.25, 0.21926, 0.31, 0.78074
0.25, 0.226476, 0.31, 0.773524
0.25, 0.219666, 0.31, 0.780334
0.25, 0.229727, 0.31, 0.770273
0.25, 0.239851, 0.31, 0.760149
0.25, 0.23336, 0.31, 0.76664
0.25, 0.225456, 0.31, 0.774544
0.25, 0.220853, 0.31, 0.779147
0.25, 0.220835, 0.31, 0.779165
0.25, 0.2224, 0.31, 0.7776
0.25, 0.227918, 0.31, 0.772082
0.25, 0.250351, 0.31, 0.749649
0.25, 0.235562, 0.31, 0.764438
0.25, 0.24814, 0.31, 0.75186
0.25, 0.223821, 0.31, 0.776179
0.25, 0.24137, 0.31, 0.75863
0.25, 0.237138, 0.31, 0.762862
0.25, 0.225221, 0.31, 0.774779
0.25, 0.219426, 0.31, 0.780574
0.25, 0.245181, 0.31, 0.754819
0.25, 0.235674, 0.31, 0.764326
0.25, 0.230154, 0.31, 0.769846
0.25, 0.228259, 0.31, 0.771741
0.25, 0.244741, 0.31, 0.755259
0.25, 0.239721, 0.31, 0.760279
0.25, 0.230668, 0.31, 0.769332
0.25, 0.237793, 0.31, 0.762207
0.25, 0.22255, 0.31, 0.77745
0.25, 0.242316, 0.31, 0.757684
0.25, 0.213333, 0.31, 0.786667
0.25, 0.235701, 0.31, 0.764299
0.25, 0.233585, 0.31, 0.766415
0.25, 0.237975, 0.31, 0.762025
0.25, 0.220998, 0.31, 0.779002
0.25, 0.222741, 0.31, 0.777259
0.25, 0.233164, 0.31, 0.766836
0.25, 0.233537, 0.31, 0.766463
0.25, 0.226509, 0.31, 0.773491
0.25, 0.229067, 0.31, 0.770933
0.25, 0.23136, 0.31, 0.76864
0.25, 0.221406, 0.31, 0.778594
0.25, 0.226588, 0.31, 0.773412
0.25, 0.225801, 0.31, 0.774199
0.25, 0.218727, 0.31, 0.781273
0.25, 0.236223, 0.31, 0.763777
0.25, 0.227635, 0.31, 0.772365
0.25, 0.242197, 0.31, 0.757803
0.25, 0.226337, 0.31, 0.773663
0.25, 0.215501, 0.31, 0.784499
0.25, 0.226428, 0.31, 0.773572
0.25, 0.232871, 0.31, 0.767129
0.25, 0.227835, 0.31, 0.772165
0.25, 0.222058, 0.31, 0.777942
0.25, 0.235161, 0.31, 0.764839
0.25, 0.241621, 0.31, 0.758379
0.25, 0.230959, 0.31, 0.769041
0.25, 0.243614, 0.31, 0.756386
0.25, 0.229536, 0.31, 0.770464
0.25, 0.228524, 0.31, 0.771476
0.25, 0.234294, 0.31, 0.765706
0.25, 0.252299, 0.32, 0.747701
0.25, 0.263128, 0.32, 0.736872
0.25, 0.251407, 0.32, 0.748593
0.25, 0.247584, 0.32, 0.752416
0.25, 0.247911, 0.32, 0.752089
0.25, 0.254398, 0.32, 0.745602
0.25, 0.249827, 0.32, 0.750173
0.25, 0.256705, 0.32, 0.743295
0.25, 0.230192, 0.32, 0.769808
0.25, 0.261459, 0.32, 0.738541
0.25, 0.245551, 0.32, 0.754449
0.25, 0.260162, 0.32, 0.739838
0.25, 0.256042, 0.32, 0.743958
0.25, 0.248743, 0.32, 0.751257
0.25, 0.238625, 0.32, 0.761375
0.25, 0.253844, 0.32, 0.746156
0.25, 0.272224, 0.32, 0.727776
0.25, 0.237663, 0.32, 0.762337
0.25, 0.254024, 0.32, 0.745976
0.25, 0.22736, 0.32, 0.77264
0.25, 0.245147, 0.32, 0.754853
0.25, 0.24542, 0.32, 0.75458
0.25, 0.246553, 0.32, 0.753447
0.25, 0.23784, 0.32, 0.76216
0.25, 0.240102, 0.32, 0.759898
0.25, 0.259398, 0.32, 0.740602
0.25, 0.246228, 0.32, 0.753772
0.25, 0.26516, 0.32, 0.73484
0.25, 0.252993, 0.32, 0.747007
0.25, 0.2455, 0.32, 0.7545
0.25, 0.244068, 0.32, 0.755932
0.25, 0.271255, 0.32, 0.728745
0.25, 0.248047, 0.32, 0.751953
0.25, 0.256014, 0.32, 0.743986
0.25, 0.236886, 0.32, 0.763114
0.25, 0.259376, 0.32, 0.740624
0.25, 0.246703, 0.32, 0.753297
0.25, 0.259317, 0.32, 0.740683
0.25, 0.248222, 0.32, 0.751778
0.25, 0.259279, 0.32, 0.740721
0.25, 0.242845, 0.32, 0.757155
0.25, 0.246282, 0.32, 0.753718
0.25, 0.24988, 0.32, 0.75012
0.25, 0.255393, 0.32, 0.744607
0.25, 0.248205, 0.32, 0.751795
0.25, 0.251172, 0.32, 0.748828
0.25, 0.263355, 0.32, 0.736645
0.25, 0.24794, 0.32, 0.75206
0.25, 0.249819, 0.32, 0.750181
0.25, 0.261526, 0.32, 0.738474
0.25, 0.256589, 0.32, 0.743411
0.25, 0.251739, 0.32, 0.748261
0.25, 0.24863, 0.32, 0.75137
0.25, 0.243486, 0.32, 0.756514
0.25, 0.270843, 0.32, 0.729157
0.25, 0.24576, 0.32, 0.75424
0.25, 0.231207, 0.32, 0.768793
0.25, 0.253134, 0.32, 0.746866
0.25, 0.2529, 0.32, 0.7471
0.25, 0.244596, 0.32, 0.755404
0.25, 0.254884, 0.32, 0.745116
0.25, 0.251571, 0.32, 0.748429
0.25, 0.24384, 0.32, 0.75616
0.25, 0.228015, 0.32, 0.771985
0.25, 0.251666, 0.32, 0.748334
0.25, 0.248968, 0.32, 0.751032
0.25, 0.246732, 0.32, 0.753268
0.25, 0.261817, 0.32, 0.738183
0.25, 0.249648, 0.32, 0.750352
0.25, 0.245349, 0.32, 0.754651
0.25, 0.25171, 0.32, 0.74829
0.25, 0.242749, 0.32, 0.757251
0.25, 0.245829, 0.32, 0.754171
0.25, 0.250591, 0.32, 0.749409
0.25, 0.231461, 0.32, 0.768539
0.25, 0.242482, 0.32, 0.757518
0.25, 0.253389, 0.32, 0.746611
0.25, 0.253171, 0.32, 0.746829
0.25, 0.238753, 0.32, 0.761247
0.25, 0.250984, 0.32, 0.749016
0.25, 0.256919, 0.32, 0.743081
0.25, 0.264765, 0.32, 0.735235
0.25, 0.251157, 0.32, 0.748843
0.25, 0.250824, 0.32, 0.749176
0.25, 0.258475, 0.32, 0.741525
0.25, 0.247586, 0.32, 0.752414
0.25, 0.254951, 0.32, 0.745049
0.25, 0.244788, 0.32, 0.755212
0.25, 0.256679, 0.32, 0.743321
0.25, 0.233443, 0.32, 0.766557
0.25, 0.242827, 0.32, 0.757173
0.25, 0.249009, 0.32, 0.750991
0.25, 0.257539, 0.32, 0.742461
0.25, 0.249803, 0.32, 0.750197
0.25, 0.235514, 0.32, 0.764486
0.25, 0.255768, 0.32, 0.744232
0.25, 0.25147, 0.32, 0.74853
0.25, 0.24342, 0.32, 0.75658
0.25, 0.242356, 0.32, 0.757644
0.25, 0.235918, 0.32, 0.764082
0.25, 0.290345, 0.33, 0.709655
0.25, 0.268484, 0.33, 0.731516
0.25, 0.276396, 0.33, 0.723604
0.25, 0.267904, 0.33, 0.732096
0.25, 0.26779, 0.33, 0.73221
0.25, 0.275581, 0.33, 0.724419
0.25, 0.266146, 0.33, 0.733854
0.25, 0.293683, 0.33, 0.706317
0.25, 0.274527, 0.33, 0.725473
0.25, 0.262563, 0.33, 0.737437
0.25, 0.261057, 0.33, 0.738943
0.25, 0.294377, 0.33, 0.705623
0.25, 0.26916, 0.33, 0.73084
0.25, 0.256906, 0.33, 0.743094
0.25, 0.266905, 0.33, 0.733095
0.25, 0.265941, 0.33, 0.734059
0.25, 0.264217, 0.33, 0.735783
0.25, 0.275605, 0.33, 0.724395
0.25, 0.282325, 0.33, 0.717675
0.25, 0.277995, 0.33, 0.722005
0.25, 0.279158, 0.33, 0.720842
0.25, 0.283727, 0.33, 0.716273
0.25, 0.289184, 0.33, 0.710816
0.25, 0.272634, 0.33, 0.727366
0.25, 0.280654, 0.33, 0.719346
0.25, 0.287819, 0.33, 0.712181
0.25, 0.276924, 0.33, 0.723076
0.25, 0.274503, 0.33, 0.725497
0.25, 0.259573, 0.33, 0.740427
0.25, 0.273542, 0.33, 0.726458
0.25, 0.279683, 0.33, 0.720317
0.25, 0.25012, 0.33, 0.74988
0.25, 0.259336, 0.33, 0.740664
0.25, 0.273142, 0.33, 0.726858
0.25, 0.271701, 0.33, 0.728299
0.25, 0.278502, 0.33, 0.721498
0.25, 0.262423, 0.33, 0.737577
0.25, 0.264823, 0.33, 0.735177
0.25, 0.28619, 0.33, 0.71381
0.25, 0.276647, 0.33, 0.723353
0.25, 0.294295, 0.33, 0.705705
0.25, 0.28428, 0.33, 0.71572
0.25, 0.26974, 0.33, 0.73026
0.25, 0.26376, 0.33, 0.73624
0.25, 0.279848, 0.33, 0.720152
0.25, 0.279881, 0.33, 0.720119
0.25, 0.26802, 0.33, 0.73198
0.25, 0.257694, 0.33, 0.742306
0.25, 0.284978, 0.33, 0.715022
0.25, 0.270903, 0.33, 0.729097
0.25, 0.263486, 0.33, 0.736514
0.25, 0.282416, 0.33, 0.717584
0.25, 0.276223, 0.33, 0.723777
0.25, 0.269509, 0.33, 0.730491
0.25, 0.26722, 0.33, 0.73278
0.25, 0.285353, 0.33, 0.714647
0.25, 0.28489, 0.33, 0.71511
0.25, 0.266588, 0.33, 0.733412
0.25, 0.287501, 0.33, 0.712499
0.25, 0.260891, 0.33, 0.739109
0.25, 0.268792, 0.33, 0.731208
0.25, 0.284526, 0.33, 0.715474
0.25, 0.261367, 0.33, 0.738633
0.25, 0.281919, 0.33, 0.718081
0.25, 0.290012, 0.33, 0.709988
0.25, 0.265344, 0.33, 0.734656
0.25, 0.270181, 0.33, 0.729819
0.25, 0.252287, 0.33, 0.747713
0.25, 0.264905, 0.33, 0.735095
0.25, 0.265441, 0.33, 0.734559
0.25, 0.279173, 0.33, 0.720827
0.25, 0.256707, 0.33, 0.743293
0.25, 0.276777, 0.33, 0.723223
0.25, 0.259564, 0.33, 0.740436
0.25, 0.273321, 0.33, 0.726679
0.25, 0.261802, 0.33, 0.738198
0.25, 0.277704, 0.33, 0.722296
0.25, 0.275057, 0.33, 0.724943
0.25, 0.260127, 0.33, 0.739873
0.25, 0.261097, 0.33, 0.738903
0.25, 0.270634, 0.33, 0.729366
0.25, 0.268506, 0.33, 0.731494
0.25, 0.275839, 0.33, 0.724161
0.25, 0.270447, 0.33, 0.729553
0.25, 0.281467, 0.33, 0.718533
0.25, 0.272851, 0.33, 0.727149
0.25, 0.276993, 0.33, 0.723007
0.25, 0.268112, 0.33, 0.731888
0.25, 0.26721, 0.33, 0.73279
0.25, 0.304265, 0.33, 0.695735
0.25, 0.270208, 0.33, 0.729792
0.25, 0.262672, 0.33, 0.737328
0.25, 0.278811, 0.33, 0.721189
0.25, 0.250973, 0.33, 0.749027
0.25, 0.265364, 0.33, 0.734636
0.25, 0.277104, 0.33, 0.722896
0.25, 0.269992, 0.33, 0.730008
0.25, 0.263704, 0.33, 0.736296
0.25, 0.260018, 0.33, 0.739982
0.25, 0.275823, 0.33, 0.724177
0.25, 0.299263, 0.34, 0.700737
0.25, 0.297831, 0.34, 0.702169
0.25, 0.313553, 0.34, 0.686447
0.25, 0.278504, 0.34, 0.721496
0.25, 0.289162, 0.34, 0.710838
0.25, 0.294762, 0.34, 0.705238
0.25, 0.28543, 0.34, 0.71457
0.25, 0.286146, 0.34, 0.713854
0.25, 0.282107, 0.34, 0.717893
0.25, 0.290234, 0.34, 0.709766
0.25, 0.300903, 0.34, 0.699097
0.25, 0.309381, 0.34, 0.690619
0.25, 0.285785, 0.34, 0.714215
0.25, 0.303498, 0.34, 0.696502
0.25, 0.291124, 0.34, 0.708876
0.25, 0.296044, 0.34, 0.703956
0.25, 0.293865, 0.34, 0.706135
0.25, 0.306367, 0.34, 0.693633
0.25, 0.284821, 0.34, 0.715179
0.25, 0.302364, 0.34, 0.697636
0.25, 0.266345, 0.34, 0.733655
0.25, 0.303753, 0.34, 0.696247
0.25, 0.282536, 0.34, 0.717464
0.25, 0.285229, 0.34, 0.714771
0.25, 0.311832, 0.34, 0.688168
0.25, 0.277261, 0.34, 0.722739
0.25, 0.290284, 0.34, 0.709716
0.25, 0.298761, 0.34, 0.701239
0.25, 0.301617, 0.34, 0.698383
0.25, 0.273414, 0.34, 0.726586
0.25, 0.298371, 0.34, 0.701629
0.25, 0.277172, 0.34, 0.722828
0.25, 0.293259, 0.34, 0.706741
0.25, 0.305064, 0.34, 0.694936
0.25, 0.295014, 0.34, 0.704986
0.25, 0.297907, 0.34, 0.702093
0.25, 0.286569, 0.34, 0.713431
0.25, 0.315759, 0.34, 0.684241
0.25, 0.295298, 0.34, 0.704702
0.25, 0.301311, 0.34, 0.698689
0.25, 0.286848, 0.34, 0.713152
0.25, 0.309159, 0.34, 0.690841
0.25, 0.279252, 0.34, 0.720748
0.25, 0.274322, 0.34, 0.725678
0.25, 0.297549, 0.34, 0.702451
0.25, 0.279707, 0.34, 0.720293
0.25, 0.286738, 0.34, 0.713262
0.25, 0.312745, 0.34, 0.687255
0.25, 0.27595, 0.34, 0.72405
0.25, 0.292982, 0.34, 0.707018
0.25, 0.301826, 0.34, 0.698174
0.25, 0.301222, 0.34, 0.698778
0.25, 0.269273, 0.34, 0.730727
0.25, 0.274488, 0.34, 0.725512
0.25, 0.295345, 0.34, 0.704655
0.25, 0.280435, 0.34, 0.719565
0.25, 0.285577, 0.34, 0.714423
0.25, 0.277979, 0.34, 0.722021
0.25, 0.297297, 0.34, 0.702703
0.25, 0.293787, 0.34, 0.706213
0.25, 0.277048, 0.34, 0.722952
0.25, 0.297214, 0.34, 0.702786
0.25, 0.298671, 0.34, 0.701329
0.25, 0.316276, 0.34, 0.683724
0.25, 0.299986, 0.34, 0.700014
0.25, 0.288158, 0.34, 0.711842
0.25, 0.296502, 0.34, 0.703498
0.25, 0.295466, 0.34, 0.704534
0.25, 0.293796, 0.34, 0.706204
0.25, 0.297849, 0.34, 0.702151
0.25, 0.317044, 0.34, 0.682956
0.25, 0.292033, 0.34, 0.707967
0.25, 0.29112, 0.34, 0.70888
0.25, 0.281023, 0.34, 0.718977
0.25, 0.309993, 0.34, 0.690007
0.25, 0.289165, 0.34, 0.710835
0.25, 0.301912, 0.34, 0.698088
0.25, 0.303911, 0.34, 0.696089
0.25, 0.285903, 0.34, 0.714097
0.25, 0.290452, 0.34, 0.709548
0.25, 0.284336, 0.34, 0.715664
0.25, 0.292058, 0.34, 0.707942
0.25, 0.281965, 0.34, 0.718035
0.25, 0.288047, 0.34, 0.711953
0.25, 0.289327, 0.34, 0.710673
0.25, 0.301696, 0.34, 0.698304
0.25, 0.302124, 0.34, 0.697876
0.25, 0.293769, 0.34, 0.706231
0.25, 0.286354, 0.34, 0.713646
0.25, 0.290105, 0.34, 0.709895
0.25, 0.29416, 0.34, 0.70584
0.25, 0.309043, 0.34, 0.690957
0.25, 0.276564, 0.34, 0.723436
0.25, 0.311632, 0.34, 0.688368
0.25, 0.287938, 0.34, 0.712062
0.25, 0.30427, 0.34, 0.69573
0.25, 0.295161, 0.34, 0.704839
0.25, 0.309572, 0.34, 0.690428
0.25, 0.310252, 0.34, 0.689748
0.25, 0.276053, 0.34, 0.723947
0.25, 0.320586, 0.35, 0.679414
0.25, 0.331413, 0.35, 0.668587
0.25, 0.320857, 0.35, 0.679143
0.25, 0.318571, 0.35, 0.681429
0.25, 0.333281, 0.35, 0.666719
0.25, 0.307883, 0.35, 0.692117
0.25, 0.317329, 0.35, 0.682671
0.25, 0.323271, 0.35, 0.676729
0.25, 0.332632, 0.35, 0.667368
0.25, 0.308779, 0.35, 0.691221
0.25, 0.326059, 0.35, 0.673941
0.25, 0.333575, 0.35, 0.666425
0.25, 0.319873, 0.35, 0.680127
0.25, 0.323806, 0.35, 0.676194
0.25, 0.292217, 0.35, 0.707783
0.25, 0.28946, 0.35, 0.71054
0.25, 0.319417, 0.35, 0.680583
0.25, 0.314441, 0.35, 0.685559
0.25, 0.329991, 0.35, 0.670009
0.25, 0.323274, 0.35, 0.676726
0.25, 0.314268, 0.35, 0.685732
0.25, 0.302387, 0.35, 0.697613
0.25, 0.33613, 0.35, 0.66387
0.25, 0.316998, 0.35, 0.683002
0.25, 0.326159, 0.35, 0.673841
0.25, 0.308492, 0.35, 0.691508
0.25, 0.326648, 0.35, 0.673352
0.25, 0.337824, 0.35, 0.662176
0.25, 0.309523, 0.35, 0.690477
0.25, 0.332374, 0.35, 0.667626
0.25, 0.310659, 0.35, 0.689341
0.25, 0.321613, 0.35, 0.678387
0.25, 0.319171, 0.35, 0.680829
0.25, 0.311671, 0.35, 0.688329
0.25, 0.300535, 0.35, 0.699465
0.25, 0.302852, 0.35, 0.697148
0.25, 0.329813, 0.35, 0.670187
0.25, 0.321459, 0.35, 0.678541
0.25, 0.304933, 0.35, 0.695067
0.25, 0.3156, 0.35, 0.6844
0.25, 0.291867, 0.35, 0.708133
0.25, 0.306118, 0.35, 0.693882
0.25, 0.330395, 0.35, 0.669605
0.25, 0.319647, 0.35, 0.680353
0.25, 0.331964, 0.35, 0.668036
0.25, 0.317235, 0.35, 0.682765
0.25, 0.317833, 0.35, 0.682167
0.25, 0.309854, 0.35, 0.690146
0.25, 0.328856, 0.35, 0.671144
0.25, 0.32341, 0.35, 0.67659
0.25, 0.331225, 0.35, 0.668775
0.25, 0.326189, 0.35, 0.673811
0.25, 0.323445, 0.35, 0.676555
0.25, 0.330986, 0.35, 0.669014
0.25, 0.310783, 0.35, 0.689217
0.25, 0.331522, 0.35, 0.668478
0.25, 0.327446, 0.35, 0.672554
0.25, 0.325369, 0.35, 0.674631
0.25, 0.311935, 0.35, 0.688065
0.25, 0.327552, 0.35, 0.672448
0.25, 0.341182, 0.35, 0.658818
0.25, 0.310723, 0.35, 0.689277
0.25, 0.301412, 0.35, 0.698588
0.25, 0.31869, 0.35, 0.68131
0.25, 0.347358, 0.35, 0.652642
0.25, 0.336412, 0.35, 0.663588
0.25, 0.339638, 0.35, 0.660362
0.25, 0.301425, 0.35, 0.698575
0.25, 0.327011, 0.35, 0.672989
0.25, 0.317042, 0.35, 0.682958
0.25, 0.294655, 0.35, 0.705345
0.25, 0.330211, 0.35, 0.669789
0.25, 0.32089, 0.35, 0.67911
0.25, 0.328162, 0.35, 0.671838
0.25, 0.335782, 0.35, 0.664218
0.25, 0.333119, 0.35, 0.666881
0.25, 0.31714, 0.35, 0.68286
0.25, 0.293902, 0.35, 0.706098
0.25, 0.308587, 0.35, 0.691413
0.25, 0.333027, 0.35, 0.666973
0.25, 0.313666, 0.35, 0.686334
0.25, 0.33125, 0.35, 0.66875
0.25, 0.307232, 0.35, 0.692768
0.25, 0.336548, 0.35, 0.663452
0.25, 0.322055, 0.35, 0.677945
0.25, 0.324162, 0.35, 0.675838
0.25, 0.322565, 0.35, 0.677435
0.25, 0.320694, 0.35, 0.679306
0.25, 0.310727, 0.35, 0.689273
0.25, 0.317718, 0.35, 0.682282
0.25, 0.301223, 0.35, 0.698777
0.25, 0.340288, 0.35, 0.659712
0.25, 0.331199, 0.35, 0.668801
0.25, 0.323449, 0.35, 0.676551
0.25, 0.318952, 0.35, 0.681048
0.25, 0.313063, 0.35, 0.686937
0.25, 0.305672, 0.35, 0.694328
0.25, 0.332912, 0.35, 0.667088
0.25, 0.323893, 0.35, 0.676107
0.25, 0.312571, 0.35, 0.687429
0.25, 0.336336, 0.36, 0.663664
0.25, 0.351322, 0.36, 0.648678
0.25, 0.360582, 0.36, 0.639418
0.25, 0.358442, 0.36, 0.641558
0.25, 0.350954, 0.36, 0.649046
0.25, 0.338939, 0.36, 0.661061
0.25, 0.345944, 0.36, 0.654056
0.25, 0.339186, 0.36, 0.660814
0.25, 0.339415, 0.36, 0.660585
0.25, 0.360306, 0.36, 0.639694
0.25, 0.352168, 0.36, 0.647832
0.25, 0.32765, 0.36, 0.67235
0.25, 0.345842, 0.36, 0.654158
0.25, 0.334044, 0.36, 0.665956
0.25, 0.336662, 0.36, 0.663338
0.25, 0.34063, 0.36, 0.65937
0.25, 0.375378, 0.36, 0.624622
0.25, 0.322484, 0.36, 0.677516
0.25, 0.325233, 0.36, 0.674767
0.25, 0.383973, 0.36, 0.616027
0.25, 0.323516, 0.36, 0.676484
