# B5 Focused Dynamic Strategy Switching Simulation Results
# Schedule file: schedules/schedule_b5_honest_selfish_asymmetric_3000_1000.txt
# Gamma (connectivity) range: 0.8 - 1.0 in 0.05 increments
# Hash rate range: 0.15 - 0.3 (15% - 30%) in 0.01 increments
Gamma, Miner0_ProfitFraction, Miner0_HashRate, Miner1_HashRate, Miner0_BlockFraction
0.8, 0.15344, 0.15, 0.85, 0.151219
0.8, 0.15136, 0.15, 0.85, 0.150864
0.8, 0.153393, 0.15, 0.85, 0.150997
0.8, 0.146588, 0.15, 0.85, 0.147077
0.8, 0.146726, 0.15, 0.85, 0.145263
0.8, 0.14382, 0.15, 0.85, 0.145753
0.8, 0.164185, 0.15, 0.85, 0.154569
0.8, 0.149527, 0.15, 0.85, 0.150378
0.8, 0.148797, 0.15, 0.85, 0.150211
0.8, 0.157318, 0.15, 0.85, 0.152474
0.8, 0.153992, 0.15, 0.85, 0.159224
0.8, 0.153159, 0.15, 0.85, 0.153239
0.8, 0.149795, 0.15, 0.85, 0.153825
0.8, 0.14702, 0.15, 0.85, 0.148393
0.8, 0.149101, 0.15, 0.85, 0.145762
0.8, 0.147488, 0.15, 0.85, 0.150226
0.8, 0.15146, 0.15, 0.85, 0.151227
0.8, 0.148946, 0.15, 0.85, 0.149303
0.8, 0.153668, 0.15, 0.85, 0.153715
0.8, 0.14784, 0.15, 0.85, 0.146981
0.8, 0.146041, 0.15, 0.85, 0.147471
0.8, 0.154338, 0.15, 0.85, 0.156421
0.8, 0.151402, 0.15, 0.85, 0.152045
0.8, 0.155237, 0.15, 0.85, 0.150895
0.8, 0.150419, 0.15, 0.85, 0.15109
0.8, 0.158844, 0.16, 0.84, 0.160525
0.8, 0.168669, 0.16, 0.84, 0.166378
0.8, 0.160183, 0.16, 0.84, 0.162914
0.8, 0.160396, 0.16, 0.84, 0.161934
0.8, 0.164863, 0.16, 0.84, 0.163458
0.8, 0.153661, 0.16, 0.84, 0.153833
0.8, 0.158339, 0.16, 0.84, 0.162322
0.8, 0.162246, 0.16, 0.84, 0.161535
0.8, 0.161885, 0.16, 0.84, 0.164879
0.8, 0.161339, 0.16, 0.84, 0.163853
0.8, 0.15571, 0.16, 0.84, 0.160696
0.8, 0.166315, 0.16, 0.84, 0.165924
0.8, 0.158512, 0.16, 0.84, 0.158903
0.8, 0.161599, 0.16, 0.84, 0.161354
0.8, 0.170159, 0.16, 0.84, 0.167608
0.8, 0.169859, 0.16, 0.84, 0.167862
0.8, 0.159481, 0.16, 0.84, 0.161324
0.8, 0.155391, 0.16, 0.84, 0.156865
0.8, 0.167408, 0.16, 0.84, 0.164269
0.8, 0.159454, 0.16, 0.84, 0.160403
0.8, 0.165999, 0.16, 0.84, 0.164451
0.8, 0.160616, 0.16, 0.84, 0.161347
0.8, 0.159317, 0.16, 0.84, 0.160745
0.8, 0.159067, 0.16, 0.84, 0.159192
0.8, 0.160704, 0.16, 0.84, 0.159766
0.8, 0.17028, 0.17, 0.83, 0.172037
0.8, 0.175463, 0.17, 0.83, 0.174093
0.8, 0.174936, 0.17, 0.83, 0.174923
0.8, 0.16786, 0.17, 0.83, 0.167569
0.8, 0.175328, 0.17, 0.83, 0.173297
0.8, 0.170904, 0.17, 0.83, 0.171727
0.8, 0.167676, 0.17, 0.83, 0.170448
0.8, 0.176253, 0.17, 0.83, 0.174701
0.8, 0.170518, 0.17, 0.83, 0.173486
0.8, 0.174942, 0.17, 0.83, 0.173937
0.8, 0.179773, 0.17, 0.83, 0.175068
0.8, 0.177481, 0.17, 0.83, 0.178038
0.8, 0.169743, 0.17, 0.83, 0.170449
0.8, 0.175181, 0.17, 0.83, 0.175137
0.8, 0.182564, 0.17, 0.83, 0.178113
0.8, 0.172474, 0.17, 0.83, 0.173906
