# B5 Focused Dynamic Strategy Switching Simulation Results
# Schedule file: schedule_b5_honest_selfish_5000.txt
# Gamma (connectivity) range: 0.8 - 1.0 in 0.05 increments
# Hash rate range: 0.15 - 0.3 (15% - 30%) in 0.01 increments
Gamma, Miner0_ProfitFraction, Miner0_HashRate, Miner1_HashRate, Miner0_BlockFraction
0.8, 0.158481, 0.15, 0.85, 0.155533
0.8, 0.153591, 0.15, 0.85, 0.149662
0.8, 0.151446, 0.15, 0.85, 0.149451
0.8, 0.151533, 0.15, 0.85, 0.148048
0.8, 0.147938, 0.15, 0.85, 0.150495
0.8, 0.144502, 0.15, 0.85, 0.148343
0.8, 0.148709, 0.15, 0.85, 0.151488
0.8, 0.145378, 0.15, 0.85, 0.149987
0.8, 0.148092, 0.15, 0.85, 0.151261
0.8, 0.147608, 0.15, 0.85, 0.147857
0.8, 0.143556, 0.15, 0.85, 0.14659
0.8, 0.148663, 0.15, 0.85, 0.150996
0.8, 0.150636, 0.15, 0.85, 0.149478
0.8, 0.146374, 0.15, 0.85, 0.147362
0.8, 0.151157, 0.15, 0.85, 0.14978
0.8, 0.149579, 0.15, 0.85, 0.14884
0.8, 0.147987, 0.15, 0.85, 0.14837
0.8, 0.151716, 0.15, 0.85, 0.15416
0.8, 0.150523, 0.15, 0.85, 0.149271
0.8, 0.150986, 0.15, 0.85, 0.150455
0.8, 0.148047, 0.15, 0.85, 0.148109
0.8, 0.15086, 0.15, 0.85, 0.14987
0.8, 0.148169, 0.15, 0.85, 0.147947
0.8, 0.152543, 0.15, 0.85, 0.153131
0.8, 0.143619, 0.15, 0.85, 0.146107
0.8, 0.161398, 0.16, 0.84, 0.161394
0.8, 0.160748, 0.16, 0.84, 0.161476
0.8, 0.156778, 0.16, 0.84, 0.160635
0.8, 0.159328, 0.16, 0.84, 0.163222
0.8, 0.163206, 0.16, 0.84, 0.162853
0.8, 0.16079, 0.16, 0.84, 0.164793
0.8, 0.155731, 0.16, 0.84, 0.158299
0.8, 0.159536, 0.16, 0.84, 0.160793
0.8, 0.161402, 0.16, 0.84, 0.161083
0.8, 0.158892, 0.16, 0.84, 0.157859
0.8, 0.157904, 0.16, 0.84, 0.161588
0.8, 0.15697, 0.16, 0.84, 0.1592
