# B5 Focused Dynamic Strategy Switching Simulation Results
# Schedule file: schedule_b5_honest_selfish_500.txt
# Gamma (connectivity) range: 0.8 - 1.0 in 0.05 increments
# Hash rate range: 0.15 - 0.3 (15% - 30%) in 0.01 increments
Gamma, Miner0_ProfitFraction, Miner0_HashRate, Miner1_HashRate, Miner0_BlockFraction
0.8, 0.14933, 0.15, 0.85, 0.150294
0.8, 0.148024, 0.15, 0.85, 0.150787
0.8, 0.150596, 0.15, 0.85, 0.15165
0.8, 0.148682, 0.15, 0.85, 0.148795
0.8, 0.150352, 0.15, 0.85, 0.152223
0.8, 0.153937, 0.15, 0.85, 0.15295
0.8, 0.154424, 0.15, 0.85, 0.150693
0.8, 0.150655, 0.15, 0.85, 0.148809
0.8, 0.147682, 0.15, 0.85, 0.149479
0.8, 0.14872, 0.15, 0.85, 0.146946
0.8, 0.149498, 0.15, 0.85, 0.150162
0.8, 0.148238, 0.15, 0.85, 0.150973
0.8, 0.157715, 0.15, 0.85, 0.156215
0.8, 0.156245, 0.15, 0.85, 0.151726
0.8, 0.154885, 0.15, 0.85, 0.150974
0.8, 0.144327, 0.15, 0.85, 0.14891
0.8, 0.146783, 0.15, 0.85, 0.145839
0.8, 0.155116, 0.15, 0.85, 0.15186
0.8, 0.149926, 0.15, 0.85, 0.148526
0.8, 0.147092, 0.15, 0.85, 0.145445
0.8, 0.149358, 0.15, 0.85, 0.14482
0.8, 0.143879, 0.15, 0.85, 0.14557
0.8, 0.144304, 0.15, 0.85, 0.143768
0.8, 0.155827, 0.15, 0.85, 0.152517
0.8, 0.149874, 0.15, 0.85, 0.150367
0.8, 0.157947, 0.16, 0.84, 0.161149
0.8, 0.157478, 0.16, 0.84, 0.162622
0.8, 0.161148, 0.16, 0.84, 0.161308
0.8, 0.16039, 0.16, 0.84, 0.161301
0.8, 0.155694, 0.16, 0.84, 0.158869
0.8, 0.157888, 0.16, 0.84, 0.163552
0.8, 0.155301, 0.16, 0.84, 0.158682
0.8, 0.161904, 0.16, 0.84, 0.163794
0.8, 0.163116, 0.16, 0.84, 0.163186
0.8, 0.163609, 0.16, 0.84, 0.162317
0.8, 0.161466, 0.16, 0.84, 0.159796
0.8, 0.161023, 0.16, 0.84, 0.157405
0.8, 0.156538, 0.16, 0.84, 0.159342
0.8, 0.161056, 0.16, 0.84, 0.161361
0.8, 0.16357, 0.16, 0.84, 0.160088
0.8, 0.166454, 0.16, 0.84, 0.162862
0.8, 0.154035, 0.16, 0.84, 0.160661
0.8, 0.154383, 0.16, 0.84, 0.160944
0.8, 0.160013, 0.16, 0.84, 0.161107
0.8, 0.157611, 0.16, 0.84, 0.156766
0.8, 0.161636, 0.16, 0.84, 0.162573
0.8, 0.158911, 0.16, 0.84, 0.161206
0.8, 0.158171, 0.16, 0.84, 0.158553
0.8, 0.166921, 0.16, 0.84, 0.162967
0.8, 0.164606, 0.16, 0.84, 0.164868
0.8, 0.17761, 0.17, 0.83, 0.177469
0.8, 0.171801, 0.17, 0.83, 0.17156
0.8, 0.172744, 0.17, 0.83, 0.172528
0.8, 0.170368, 0.17, 0.83, 0.173943
0.8, 0.172223, 0.17, 0.83, 0.174959
0.8, 0.178815, 0.17, 0.83, 0.173534
0.8, 0.174726, 0.17, 0.83, 0.174118
0.8, 0.174126, 0.17, 0.83, 0.175823
0.8, 0.170825, 0.17, 0.83, 0.172752
0.8, 0.17152, 0.17, 0.83, 0.171819
0.8, 0.166923, 0.17, 0.83, 0.166356
0.8, 0.171131, 0.17, 0.83, 0.171778
0.8, 0.172984, 0.17, 0.83, 0.176871
0.8, 0.176936, 0.17, 0.83, 0.176927
0.8, 0.177249, 0.17, 0.83, 0.174988
0.8, 0.177294, 0.17, 0.83, 0.176981
0.8, 0.174479, 0.17, 0.83, 0.170388
0.8, 0.174028, 0.17, 0.83, 0.176054
0.8, 0.169711, 0.17, 0.83, 0.168553
0.8, 0.174595, 0.17, 0.83, 0.174185
0.8, 0.169783, 0.17, 0.83, 0.166033
0.8, 0.175776, 0.17, 0.83, 0.174489
0.8, 0.169886, 0.17, 0.83, 0.172294
0.8, 0.173254, 0.17, 0.83, 0.174745
0.8, 0.177308, 0.17, 0.83, 0.178504
0.8, 0.186068, 0.18, 0.82, 0.18687
0.8, 0.183772, 0.18, 0.82, 0.184253
0.8, 0.183769, 0.18, 0.82, 0.183945
0.8, 0.184822, 0.18, 0.82, 0.184363
0.8, 0.180306, 0.18, 0.82, 0.18237
0.8, 0.186201, 0.18, 0.82, 0.182476
0.8, 0.186583, 0.18, 0.82, 0.185531
0.8, 0.179933, 0.18, 0.82, 0.182807
0.8, 0.184153, 0.18, 0.82, 0.181971
0.8, 0.18438, 0.18, 0.82, 0.18356
0.8, 0.184756, 0.18, 0.82, 0.186195
0.8, 0.176317, 0.18, 0.82, 0.1799
0.8, 0.18534, 0.18, 0.82, 0.181794
0.8, 0.186818, 0.18, 0.82, 0.180231
0.8, 0.18482, 0.18, 0.82, 0.190209
0.8, 0.183081, 0.18, 0.82, 0.183738
0.8, 0.186667, 0.18, 0.82, 0.184412
0.8, 0.183074, 0.18, 0.82, 0.182086
0.8, 0.179422, 0.18, 0.82, 0.182574
0.8, 0.177485, 0.18, 0.82, 0.182499
0.8, 0.181842, 0.18, 0.82, 0.181848
0.8, 0.189277, 0.18, 0.82, 0.187924
0.8, 0.184098, 0.18, 0.82, 0.183269
0.8, 0.178643, 0.18, 0.82, 0.179557
0.8, 0.182226, 0.18, 0.82, 0.182145
0.8, 0.195872, 0.19, 0.81, 0.195454
0.8, 0.195493, 0.19, 0.81, 0.191594
0.8, 0.201917, 0.19, 0.81, 0.197818
0.8, 0.198224, 0.19, 0.81, 0.194613
0.8, 0.188553, 0.19, 0.81, 0.189264
0.8, 0.19575, 0.19, 0.81, 0.197684
0.8, 0.204983, 0.19, 0.81, 0.199245
0.8, 0.192027, 0.19, 0.81, 0.191793
0.8, 0.197163, 0.19, 0.81, 0.197525
0.8, 0.198706, 0.19, 0.81, 0.19491
0.8, 0.194218, 0.19, 0.81, 0.1916
0.8, 0.193318, 0.19, 0.81, 0.1953
0.8, 0.193788, 0.19, 0.81, 0.199706
0.8, 0.195431, 0.19, 0.81, 0.193364
0.8, 0.195597, 0.19, 0.81, 0.194262
0.8, 0.187996, 0.19, 0.81, 0.189825
0.8, 0.198038, 0.19, 0.81, 0.193031
0.8, 0.189693, 0.19, 0.81, 0.195586
0.8, 0.192078, 0.19, 0.81, 0.191975
0.8, 0.196095, 0.19, 0.81, 0.19436
0.8, 0.195242, 0.19, 0.81, 0.197246
0.8, 0.194462, 0.19, 0.81, 0.197771
0.8, 0.208439, 0.19, 0.81, 0.202833
0.8, 0.19486, 0.19, 0.81, 0.194258
0.8, 0.190286, 0.19, 0.81, 0.191678
0.8, 0.209149, 0.2, 0.8, 0.208345
