# B5 Focused Dynamic Strategy Switching Simulation Results
# Schedule file: schedules/schedule_b5_honest_selfish_asymmetric_1000_3000.txt
# Gamma (connectivity) range: 0.8 - 1.0 in 0.05 increments
# Hash rate range: 0.15 - 0.3 (15% - 30%) in 0.01 increments
Gamma, Miner0_ProfitFraction, Miner0_HashRate, Miner1_HashRate, Miner0_BlockFraction
0.8, 0.150872, 0.15, 0.85, 0.149701
0.8, 0.158781, 0.15, 0.85, 0.154162
0.8, 0.153604, 0.15, 0.85, 0.15032
0.8, 0.154824, 0.15, 0.85, 0.151186
0.8, 0.146445, 0.15, 0.85, 0.150371
0.8, 0.154359, 0.15, 0.85, 0.15546
0.8, 0.145074, 0.15, 0.85, 0.149702
0.8, 0.152719, 0.15, 0.85, 0.151054
0.8, 0.150559, 0.15, 0.85, 0.150667
0.8, 0.146221, 0.15, 0.85, 0.149899
0.8, 0.150582, 0.15, 0.85, 0.150624
0.8, 0.145591, 0.15, 0.85, 0.146016
0.8, 0.146908, 0.15, 0.85, 0.149538
0.8, 0.155754, 0.15, 0.85, 0.151302
0.8, 0.154203, 0.15, 0.85, 0.149684
0.8, 0.149943, 0.15, 0.85, 0.151423
0.8, 0.143749, 0.15, 0.85, 0.143883
0.8, 0.156927, 0.15, 0.85, 0.155475
0.8, 0.154688, 0.15, 0.85, 0.153112
0.8, 0.150225, 0.15, 0.85, 0.149635
0.8, 0.153085, 0.15, 0.85, 0.154767
0.8, 0.155091, 0.15, 0.85, 0.150691
0.8, 0.152384, 0.15, 0.85, 0.152838
0.8, 0.147793, 0.15, 0.85, 0.148289
0.8, 0.147057, 0.15, 0.85, 0.149488
0.8, 0.161025, 0.16, 0.84, 0.156822
0.8, 0.154676, 0.16, 0.84, 0.158117
0.8, 0.157645, 0.16, 0.84, 0.159453
0.8, 0.157944, 0.16, 0.84, 0.160789
0.8, 0.160388, 0.16, 0.84, 0.159391
0.8, 0.155394, 0.16, 0.84, 0.15687
0.8, 0.161419, 0.16, 0.84, 0.16177
0.8, 0.160869, 0.16, 0.84, 0.156253
0.8, 0.169304, 0.16, 0.84, 0.16563
0.8, 0.158277, 0.16, 0.84, 0.158659
0.8, 0.1594, 0.16, 0.84, 0.159988
0.8, 0.156889, 0.16, 0.84, 0.155855
0.8, 0.165609, 0.16, 0.84, 0.161035
0.8, 0.159462, 0.16, 0.84, 0.161973
0.8, 0.159015, 0.16, 0.84, 0.159263
0.8, 0.157874, 0.16, 0.84, 0.161565
0.8, 0.164362, 0.16, 0.84, 0.160434
0.8, 0.158796, 0.16, 0.84, 0.163176
0.8, 0.161115, 0.16, 0.84, 0.16298
