Kappa,Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.0018959, 0.242862, 0.005, 0.755243
0.25, 0, 0.00170814, 0.254413, 0.005, 0.743879
0.25, 0, 0.00196595, 0.244144, 0.005, 0.75389
0.25, 0, 0.00093688, 0.235701, 0.005, 0.763362
0.25, 0, 0.000939987, 0.241089, 0.005, 0.757971
0.25, 0, 0.00131982, 0.246089, 0.005, 0.752591
0.25, 0, 0.00293966, 0.241622, 0.005, 0.755438
0.25, 0, 0.0020284, 0.252824, 0.005, 0.745147
0.25, 0, 0.00177992, 0.252415, 0.005, 0.745805
0.25, 0, 0.00134329, 0.249172, 0.005, 0.749484
0.25, 0, 0.00147711, 0.237407, 0.005, 0.761116
0.25, 0, 0.00156122, 0.248026, 0.005, 0.750412
0.25, 0, 0.00281496, 0.246756, 0.005, 0.750429
0.25, 0, 0.00189003, 0.246287, 0.005, 0.751823
0.25, 0, 0.00191776, 0.257973, 0.005, 0.740109
0.25, 0, 0.00144013, 0.241602, 0.005, 0.756958
0.25, 0, 0.00189497, 0.258171, 0.005, 0.739934
0.25, 0, 0.00135965, 0.246359, 0.005, 0.752281
0.25, 0, 0.00242231, 0.249502, 0.005, 0.748076
0.25, 0, 0.00201734, 0.240616, 0.005, 0.757366
0.25, 0, 0.00223234, 0.247488, 0.005, 0.75028
0.25, 0, 0.00150372, 0.248532, 0.005, 0.749964
0.25, 0, 0.00131951, 0.250427, 0.005, 0.748253
0.25, 0, 0.00298814, 0.246814, 0.005, 0.750198
0.25, 0, 0.00090049, 0.247774, 0.005, 0.751325
0.25, 0, 0.00151761, 0.255458, 0.005, 0.743024
0.25, 0, 0.00179366, 0.259174, 0.005, 0.739032
0.25, 0, 0.00183919, 0.239076, 0.005, 0.759085
0.25, 0, 0.00221435, 0.241849, 0.005, 0.755936
0.25, 0, 0.00158795, 0.246045, 0.005, 0.752367
0.25, 0, 0.0033382, 0.248837, 0.005, 0.747825
0.25, 0, 0.00197066, 0.244721, 0.005, 0.753308
0.25, 0, 0.00210833, 0.233776, 0.005, 0.764116
0.25, 0, 0.00119379, 0.252008, 0.005, 0.746798
0.25, 0, 0.00156346, 0.252925, 0.005, 0.745512
0.25, 0, 0.00183879, 0.251691, 0.005, 0.74647
0.25, 0, 0.00218857, 0.255072, 0.005, 0.742739
0.25, 0, 0.00153747, 0.25122, 0.005, 0.747243
0.25, 0, 0.00278801, 0.257772, 0.005, 0.73944
0.25, 0, 0.00155945, 0.254593, 0.005, 0.743848
0.25, 0, 0.00252639, 0.254474, 0.005, 0.743
0.25, 0, 0.00285773, 0.246173, 0.005, 0.750969
0.25, 0, 0.00132113, 0.244105, 0.005, 0.754574
0.25, 0, 0.00267429, 0.255734, 0.005, 0.741592
0.25, 0, 0.00168033, 0.263698, 0.005, 0.734622
0.25, 0, 0.00283546, 0.254909, 0.005, 0.742256
0.25, 0, 0.000987557, 0.239738, 0.005, 0.759274
0.25, 0, 0.00161129, 0.243737, 0.005, 0.754652
0.25, 0, 0.00062335, 0.243245, 0.005, 0.756131
0.25, 0, 0.00194858, 0.245924, 0.005, 0.752127
0.25, 0, 0.00162912, 0.249007, 0.005, 0.749364
0.25, 0, 0.00329301, 0.26038, 0.005, 0.736327
0.25, 0, 0.00355917, 0.255912, 0.005, 0.740529
0.25, 0, 0.0013294, 0.239313, 0.005, 0.759358
0.25, 0, 0.00149074, 0.254493, 0.005, 0.744016
0.25, 0, 0.00287219, 0.247038, 0.005, 0.75009
0.25, 0, 0.00145312, 0.257421, 0.005, 0.741126
0.25, 0, 0.000750113, 0.251382, 0.005, 0.747868
0.25, 0, 0.00143165, 0.249405, 0.005, 0.749163
0.25, 0, 0.00325301, 0.23907, 0.005, 0.757677
0.25, 0, 0.0023053, 0.237164, 0.005, 0.760531
0.25, 0, 0.0023983, 0.247826, 0.005, 0.749776
0.25, 0, 0.00154014, 0.234747, 0.005, 0.763713
0.25, 0, 0.00126047, 0.255374, 0.005, 0.743366
0.25, 0, 0.001786, 0.253897, 0.005, 0.744317
0.25, 0, 0.00325445, 0.244811, 0.005, 0.751934
0.25, 0, 0.00183746, 0.244955, 0.005, 0.753208
0.25, 0, 0.00212902, 0.25617, 0.005, 0.741701
0.25, 0, 0.00195782, 0.250875, 0.005, 0.747167
0.25, 0, 0.00353525, 0.263373, 0.005, 0.733092
0.25, 0, 0.00221414, 0.258149, 0.005, 0.739637
0.25, 0, 0.00124433, 0.247989, 0.005, 0.750767
0.25, 0, 0.00247491, 0.24513, 0.005, 0.752395
