Kappa,Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00277034, 0.248409, 0.005, 0.748821
0.25, 0, 0.00201132, 0.250842, 0.005, 0.747147
0.25, 0, 0.00169038, 0.250005, 0.005, 0.748304
0.25, 0, 0.00233053, 0.253746, 0.005, 0.743924
0.25, 0, 0.00359095, 0.264143, 0.005, 0.732266
0.25, 0, 0.00150595, 0.239796, 0.005, 0.758698
0.25, 0, 0.000855659, 0.244429, 0.005, 0.754715
0.25, 0, 0.00238505, 0.250508, 0.005, 0.747107
0.25, 0, 0.0009654, 0.259916, 0.005, 0.739119
0.25, 0, 0.00183337, 0.250947, 0.005, 0.74722
0.25, 0, 0.00118739, 0.244222, 0.005, 0.754591
0.25, 0, 0.000685981, 0.2468, 0.005, 0.752514
0.25, 0, 0.00181525, 0.26063, 0.005, 0.737555
0.25, 0, 0.00199299, 0.258726, 0.005, 0.739281
0.25, 0, 0.00113099, 0.249135, 0.005, 0.749734
0.25, 0, 0.000891826, 0.246798, 0.005, 0.75231
0.25, 0, 0.00163479, 0.25515, 0.005, 0.743215
0.25, 0, 0.00141235, 0.254901, 0.005, 0.743687
0.25, 0, 0.00119735, 0.253459, 0.005, 0.745344
0.25, 0, 0.000889451, 0.251286, 0.005, 0.747825
0.25, 0, 0.00182735, 0.249563, 0.005, 0.748609
0.25, 0, 0.00266967, 0.25906, 0.005, 0.738271
0.25, 0, 0.00333766, 0.254721, 0.005, 0.741941
0.25, 0, 0.00220035, 0.254364, 0.005, 0.743435
0.25, 0, 0.00305338, 0.243762, 0.005, 0.753185
0.25, 0, 0.000926045, 0.234835, 0.005, 0.764239
0.25, 0, 0.00157613, 0.247945, 0.005, 0.750479
0.25, 0, 0.000403468, 0.249867, 0.005, 0.749729
0.25, 0, 0.00191011, 0.245704, 0.005, 0.752386
0.25, 0, 0.00237609, 0.243569, 0.005, 0.754055
0.25, 0, 0.00304733, 0.263899, 0.005, 0.733053
0.25, 0, 0.00194398, 0.25525, 0.005, 0.742806
0.25, 0, 0.00141802, 0.249065, 0.005, 0.749517
0.25, 0, 0.00245351, 0.25484, 0.005, 0.742706
0.25, 0, 0.00323959, 0.256652, 0.005, 0.740108
0.25, 0, 0.0021988, 0.258916, 0.005, 0.738885
0.25, 0, 0.00196816, 0.247907, 0.005, 0.750125
0.25, 0, 0.00155772, 0.245524, 0.005, 0.752919
0.25, 0, 0.00349522, 0.25269, 0.005, 0.743815
0.25, 0, 0.00264365, 0.252545, 0.005, 0.744812
0.25, 0, 0.00277874, 0.246204, 0.005, 0.751017
0.25, 0, 0.0015412, 0.24619, 0.005, 0.752269
0.25, 0, 0.00268156, 0.252379, 0.005, 0.744939
0.25, 0, 0.0024844, 0.243842, 0.005, 0.753673
0.25, 0, 0.00127865, 0.250044, 0.005, 0.748677
0.25, 0, 0.00228976, 0.258319, 0.005, 0.739392
0.25, 0, 0.00289458, 0.254575, 0.005, 0.74253
0.25, 0, 0.00282133, 0.265697, 0.005, 0.731482
0.25, 0, 0.00179671, 0.246766, 0.005, 0.751438
0.25, 0, 0.00192033, 0.253103, 0.005, 0.744976
0.25, 0, 0.00171414, 0.255844, 0.005, 0.742442
0.25, 0, 0.00211559, 0.247331, 0.005, 0.750554
0.25, 0, 0.00252663, 0.243572, 0.005, 0.753901
0.25, 0, 0.00173969, 0.248969, 0.005, 0.749291
0.25, 0, 0.00249952, 0.245489, 0.005, 0.752012
0.25, 0, 0.00314728, 0.24472, 0.005, 0.752132
0.25, 0, 0.00086114, 0.251898, 0.005, 0.74724
0.25, 0, 0.00268637, 0.251988, 0.005, 0.745326
0.25, 0, 0.00176497, 0.259864, 0.005, 0.738371
0.25, 0, 0.00201221, 0.25356, 0.005, 0.744427
0.25, 0, 0.00141898, 0.244189, 0.005, 0.754392
0.25, 0, 0.00130399, 0.245289, 0.005, 0.753407
0.25, 0, 0.0013237, 0.249027, 0.005, 0.749649
0.25, 0, 0.00155615, 0.256314, 0.005, 0.74213
0.25, 0, 0.000887666, 0.247956, 0.005, 0.751156
0.25, 0, 0.00183212, 0.25124, 0.005, 0.746928
0.25, 0, 0.0014279, 0.248279, 0.005, 0.750293
0.25, 0, 0.00121354, 0.260021, 0.005, 0.738766
0.25, 0, 0.000577566, 0.254683, 0.005, 0.74474
0.25, 0, 0.00141463, 0.252041, 0.005, 0.746544
0.25, 0, 0.00160898, 0.250845, 0.005, 0.747546
0.25, 0, 0.00227773, 0.240192, 0.005, 0.75753
0.25, 0, 0.00215549, 0.252568, 0.005, 0.745277
0.25, 0, 0.00113844, 0.248758, 0.005, 0.750103
0.25, 0, 0.000628295, 0.250124, 0.005, 0.749248
0.25, 0, 0.00277543, 0.24549, 0.005, 0.751735
0.25, 0, 0.00273616, 0.257767, 0.005, 0.739497
0.25, 0, 0.00253734, 0.252442, 0.005, 0.74502
0.25, 0, 0.00149453, 0.254611, 0.005, 0.743894
0.25, 0, 0.00155793, 0.253337, 0.005, 0.745105
0.25, 0, 0.00255215, 0.249384, 0.005, 0.748064
0.25, 0, 0.00275563, 0.249247, 0.005, 0.747997
