Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00197552, 0.255814, 0.005, 0.742211
0.25, 0, 0.00181602, 0.249075, 0.005, 0.749109
0.25, 0, 0.00173029, 0.246591, 0.005, 0.751679
0.25, 0, 0.00115048, 0.249471, 0.005, 0.749378
0.25, 0, 0.00141404, 0.253097, 0.005, 0.745489
0.25, 0, 0.00145366, 0.262078, 0.005, 0.736469
0.25, 0, 0.00404181, 0.260661, 0.005, 0.735297
0.25, 0, 0.00285858, 0.245433, 0.005, 0.751708
0.25, 0, 0.00173242, 0.251225, 0.005, 0.747042
0.25, 0, 0.00232135, 0.250679, 0.005, 0.747
0.25, 0, 0.00178132, 0.24639, 0.005, 0.751829
0.25, 0, 0.0025951, 0.255415, 0.005, 0.74199
0.25, 0, 0.00175906, 0.253773, 0.005, 0.744468
0.25, 0, 0.00257074, 0.250716, 0.005, 0.746713
0.25, 0, 0.00206365, 0.243731, 0.005, 0.754205
0.25, 0, 0.00142417, 0.25949, 0.005, 0.739086
0.25, 0, 0.00207045, 0.249292, 0.005, 0.748637
0.25, 0, 0.00139246, 0.249481, 0.005, 0.749126
0.25, 0, 0.00131313, 0.247288, 0.005, 0.751399
0.25, 0, 0.00160679, 0.241838, 0.005, 0.756555
0.25, 0, 0.00281089, 0.257057, 0.005, 0.740132
0.25, 0, 0.0024517, 0.251812, 0.005, 0.745736
0.25, 0, 0.00231988, 0.253772, 0.005, 0.743909
0.25, 0, 0.00220728, 0.254898, 0.005, 0.742895
0.25, 0, 0.00127331, 0.257476, 0.005, 0.741251
0.25, 0, 0.00330543, 0.250719, 0.005, 0.745975
0.25, 0, 0.00192972, 0.254377, 0.005, 0.743693
0.25, 0, 0.00240748, 0.244533, 0.005, 0.753059
0.25, 0, 0.00178571, 0.254437, 0.005, 0.743777
0.25, 0, 0.00216853, 0.247375, 0.005, 0.750456
0.25, 0, 0.00230419, 0.252509, 0.005, 0.745187
0.25, 0, 0.00214168, 0.240636, 0.005, 0.757222
0.25, 0, 0.00111918, 0.240525, 0.005, 0.758356
0.25, 0, 0.00166495, 0.253288, 0.005, 0.745047
0.25, 0, 0.000905356, 0.254734, 0.005, 0.744361
0.25, 0, 0.00142869, 0.247677, 0.005, 0.750894
0.25, 0, 0.00260077, 0.259965, 0.005, 0.737434
0.25, 0, 0.00255774, 0.251153, 0.005, 0.746289
0.25, 0, 0.00262058, 0.253361, 0.005, 0.744018
0.25, 0, 0.00209331, 0.265415, 0.005, 0.732492
0.25, 0, 0.00311852, 0.242935, 0.005, 0.753946
0.25, 0, 0.00214108, 0.253506, 0.005, 0.744353
0.25, 0, 0.00231942, 0.234564, 0.005, 0.763117
